vocabs, center, score
abehijr, 16, 0,
adeiort, 8, 0,
efpstuy, 16, 0,
adekrtx, 4, 0,
aeiorst, 8, 0,
aefstux, 8, 0,
abegirx, 8, 0,
acdeprw, 32, 56,
adeirsu, 32, 76,
cdelnst, 8, 12,
delnptw, 64, 0,
dekrsuw, 512, 0,
deforst, 8, 0,
ehmnost, 8, 0,
cdejkos, 64, 0,
foprsuy, 512, 0,
abelrty, 8, 0,
aeilnty, 64, 0,
abdeiru, 4, 41,
cdeikrt, 128, 0,
aegirsu, 4, 0,
aeinort, 64, 0,
aefirtw, 32, 41,
efipqrs, 4, 0,
abenrxy, 16, 0,
abdirtx, 4, 14,
cdeprty, 4, 0,
beiortu, 32, 29,
abejrtv, 4, 28,
abdeipy, 128, 0,
abceirs, 32, 75,
abeiqrt, 128, 0,
aefirty, 64, 23,
efprtuw, 2, 0,
adekptx, 64, 0,
behiort, 256, 25,
aeflstu, 8, 0,
abcegir, 128, 28,
acdekrx, 512, 0,
aelprsu, 64, 0,
cdelpsv, 512, 0,
dflnpst, 16, 5,
dekprsy, 16, 24,
bdfhrst, 4, 3,
emnostu, 128, 0,
cdekops, 4, 0,
efmopsu, 64, 13,
abehmrt, 8, 0,
einorty, 4, 0,
abdefrt, 64, 18,
dekpqrt, 8, 0,
aefipru, 16, 0,
aehinry, 4, 0,
abefirw, 8, 0,
afiprsx, 16, 0,
bcenrty, 4, 8,
abdeitv, 64, 0,
cdeprst, 4, 0,
aceiort, 4, 0,
abegrtv, 256, 0,
adeirsy, 8, 0,
abeirtx, 8, 0,
behikrt, 8, 0,
adeiory, 4, 0,
efprstw, 16, 0,
adkprst, 128, 0,
beilort, 8, 0,
aejltux, 32, 18,
bcegirt, 128, 17,
acekpqr, 4, 0,
aceipsu, 4, 0,
cdenpsv, 8, 6,
bdelnst, 4, 19,
deikpsu, 128, 0,
dehrstx, 128, 0,
ademost, 128, 0,
defkors, 4, 0,
fjoprsu, 8, 0,
behprty, 2, 0,
aeiqrty, 256, 0,
bdefirt, 4, 21,
eiknprt, 4, 0,
adfirsu, 2, 32,
aehinry, 8, 0,
abeiptw, 4, 11,
aefijpr, 128, 0,
abertuy, 64, 0,
abdertv, 8, 0,
cdeopqr, 8, 13,
abeioqt, 2, 16,
abeqrvy, 64, 0,
abdefry, 4, 30,
abceitx, 8, 13,
abceirt, 4, 52,
aeiprty, 32, 57,
defprtu, 4, 0,
acdkprt, 128, 0,
abijort, 8, 0,
eflstux, 16, 0,
abegitv, 4, 11,
acdknpr, 4, 0,
aehipru, 16, 0,
delnpsw, 8, 0,
delpstu, 8, 0,
egkprsu, 8, 0,
defhstx, 16, 6,
aemnost, 4, 0,
cdkorsu, 32, 0,
foprsuv, 8, 0,
abehrwy, 32, 20,
aenrtuy, 8, 0,
adegirt, 64, 0,
dikprtu, 8, 0,
adefisu, 32, 28,
afinrty, 8, 0,
abeirwy, 64, 0,
aefprst, 4, 0,
abertuy, 4, 43,
abdeior, 64, 0,
cdeprty, 32, 37,
beiortv, 64, 0,
aberstv, 32, 91,
abdeirt, 8, 0,
abceitv, 4, 13,
abeilrt, 16, 0,
aehirty, 64, 0,
befprst, 64, 9,
adefprt, 128, 0,
abeirtu, 128, 0,
adlstux, 2, 22,
begilrt, 32, 46,
acdkopr, 2, 26,
eilprsu, 16, 0,
bcelnps, 4, 8,
dejlpst, 4, 0,
dkmprsu, 32, 0,
dfhrsty, 32, 0,
aemnost, 32, 76,
cdhkors, 8, 9,
eoprsuw, 4, 0,
abeirty, 16, 0,
aeimrty, 4, 0,
abdeist, 16, 57,
eikoprt, 32, 45,
aefirsw, 128, 0,
aenrsty, 64, 0,
behirtw, 8, 0,
aeiprsv, 16, 0,
abenqrt, 8, 0,
adeirst, 8, 0,
cdloprt, 8, 10,
abefiot, 4, 18,
abeirvy, 4, 22,
adeiory, 16, 40,
abcehit, 4, 18,
abdehit, 32, 33,
adeituy, 4, 0,
efirstu, 16, 0,
ademprt, 32, 90,
abeinor, 32, 43,
almstux, 16, 0,
abeimrt, 4, 48,
acdekpv, 512, 0,
eiprsuy, 4, 0,
cejlnps, 32, 26,
deglnpt, 64, 0,
cdekpru, 16, 21,
adfhrst, 4, 0,
deimost, 16, 58,
cdklors, 16, 14,
eoprsuv, 8, 0,
behmrty, 8, 0,
aeiknry, 16, 0,
bdeilrt, 4, 38,
diknprt, 16, 9,
aefioru, 16, 0,
aeginry, 32, 58,
abeistw, 8, 0,
aefijps, 16, 0,
abenpry, 32, 33,
abeijrt, 8, 0,
deopqrt, 4, 0,
abeijrt, 2, 54,
aehrtvy, 8, 0,
adeiory, 8, 0,
aceirtw, 8, 41,
aehiqrt, 32, 33,
adeilrt, 2, 100,
efjrstu, 16, 0,
aeknprt, 4, 0,
abejort, 4, 47,
adeltux, 4, 0,
abegimr, 4, 33,
acdekpq, 64, 0,
aeiopsu, 128, 0,
ceflnps, 128, 0,
adenpst, 8, 0,
dekprsv, 128, 0,
dfghrst, 256, 4,
deknost, 8, 0,
degkors, 256, 0,
efgprsu, 32, 45,
abehprt, 256, 27,
aefirty, 8, 0,
bdeirtx, 32, 31,
dekprtw, 2, 0,
aeirsuw, 4, 0,
acinrty, 128, 0,
abeijrt, 8, 0,
aefipsx, 4, 0,
abenrvy, 16, 0,
abeiprt, 128, 0,
cdkoprt, 64, 0,
abeirtv, 16, 0,
abkrtvy, 64, 0,
abdeirx, 512, 27,
abeiort, 32, 60,
aeghirt, 16, 0,
adegirt, 8, 0,
efnprst, 8, 0,
adekpry, 4, 0,
abeoprt, 32, 68,
aekstux, 4, 0,
abceirt, 512, 58,
abcekpr, 2, 45,
aeipruv, 4, 0,
celnpqs, 64, 0,
delnost, 16, 46,
dekpsuw, 32, 21,
adfhrst, 16, 11,
ademost, 32, 59,
cdekoru, 4, 0,
efnopsu, 4, 0,
abehjty, 256, 7,
abenrty, 4, 41,
adehirt, 4, 0,
dikpqrt, 4, 0,
abefirs, 32, 51,
aeinrvy, 8, 0,
beikrtw, 32, 22,
aeiprsu, 8, 0,
bemnrty, 64, 0,
adeirtv, 32, 73,
cdkoprt, 8, 9,
abeortw, 16, 0,
abrstvy, 8, 0,
abdeory, 32, 54,
abeikrt, 64, 0,
behiprt, 32, 32,
adeinrt, 8, 0,
fjprstu, 2, 0,
cdekprt, 64, 0,
aeiortu, 4, 0,
aerstux, 8, 0,
abgikrt, 2, 26,
acdekry, 32, 41,
aeijrsu, 8, 0,
cdelnpq, 4, 0,
delnptx, 32, 20,
defkpsu, 128, 0,
dehrstu, 256, 28,
dmnostw, 4, 0,
cekorst, 8, 31,
aefoprs, 4, 0,
behkrty, 16, 0,
ainrsty, 4, 0,
bdeirtw, 4, 22,
adeikpr, 8, 0,
adeirsu, 32, 76,
aeilnty, 16, 0,
abijrtw, 128, 0,
efimprs, 16, 0,
benrtvy, 8, 0,
abdeiot, 16, 38,
cdopqrt, 4, 0,
aeilort, 4, 0,
abqrtvy, 64, 0,
abeiruy, 4, 23,
bceirtx, 16, 0,
abehirv, 512, 18,
adirsty, 4, 0,
efgrstu, 32, 55,
adklprt, 64, 0,
beioprt, 4, 20,
aeklsux, 16, 0,
abegitx, 8, 0,
acekprv, 4, 0,
aceirsu, 16, 0,
acdelns, 8, 32,
cdelnst, 128, 0,
ehkprsu, 4, 0,
defhmrs, 4, 0,
bdemnos, 4, 19,
cdekoqs, 128, 0,
efoprst, 64, 25,
abeghty, 128, 9,
aimnrty, 64, 0,
adeikrt, 8, 0,
deikmpr, 4, 0,
aefrsuw, 8, 0,
eiknrty, 256, 0,
adeirtw, 32, 69,
aefgirs, 32, 60,
benrtuy, 8, 0,
abdeipr, 4, 37,
cdegprt, 128, 11,
abekort, 512, 0,
aeirtvy, 4, 0,
abdirsy, 32, 0,
aceimrt, 8, 60,
abehilt, 32, 46,
aeimrty, 4, 0,
ejprstu, 8, 0,
aeklprt, 8, 0,
abeirtv, 64, 0,
elnstux, 8, 0,
abgimrt, 4, 17,
acdehkr, 2, 43,
aehprsu, 4, 0,
bcdelps, 4, 11,
cdlnpst, 8, 1,
dekpsuw, 8, 0,
defrsty, 16, 19,
dkmnost, 4, 0,
cdkoqrs, 4, 0,
eioprsu, 64, 0,
beghrty, 8, 0,
aimnrty, 16, 0,
bdeirtx, 16, 25,
cdeikpt, 64, 0,
efiqrsu, 8, 0,
aefnrty, 2, 45,
abertwy, 32, 44,
afinprs, 16, 0,
abinrty, 64, 0,
abdeijr, 8, 0,
defoprt, 512, 0,
beikort, 256, 0,
abelrtv, 4, 48,
abdeiky, 4, 12,
aceirtv, 8, 52,
abhirtw, 256, 14,
aegirty, 16, 0,
eprstux, 8, 0,
aeknprt, 16, 0,
abeikot, 4, 22,
aelpstu, 8, 0,
abegrtw, 32, 56,
acdklpr, 8, 8,
eilprsu, 8, 0,
cdelnpv, 8, 2,
bdenpst, 16, 22,
cdkprsu, 8, 8,
adefrst, 16, 55,
demnrst, 8, 0,
cdekoqr, 64, 0,
efprsux, 128, 0,
abekrty, 64, 0,
aeinpty, 4, 0,
abdertw, 8, 0,
dikpqrt, 64, 0,
abeirsu, 16, 0,
aeintvy, 2, 35,
abhirtw, 8, 0,
aeiprsv, 8, 0,
abenqry, 128, 0,
abeirtu, 64, 0,
dehoprt, 2, 0,
abilort, 64, 0,
aejrtvy, 4, 0,
abdervy, 16, 29,
acegirt, 4, 0,
abhirst, 8, 0,
adeipry, 32, 58,
defpstu, 16, 25,
adegkpt, 4, 0,
abeinor, 8, 0,
adelstx, 256, 0,
begiqrt, 16, 0,
acekprv, 16, 0,
eilprsu, 16, 0,
delnpsx, 8, 0,
delnqst, 32, 37,
deprsuv, 4, 0,
defghrs, 32, 26,
ademnst, 32, 86,
cdekopr, 4, 0,
efopruy, 16, 0,
abehqry, 8, 0,
aeimnrt, 4, 0,
abderty, 4, 48,
dikmprt, 8, 0,
aefilru, 256, 0,
aceinry, 8, 41,
abeiruw, 4, 19,
afioprs, 32, 0,
abeknry, 128, 0,
adegirt, 8, 0,
cegoprt, 16, 0,
abeiost, 64, 0,
abeorty, 4, 57,
abdeixy, 64, 0,
abdeirt, 8, 0,
abdehit, 4, 23,
aeimrty, 4, 0,
aefrstu, 32, 93,
aekoprt, 8, 0,
abeiorv, 128, 0,
aejlstx, 16, 0,
abghirt, 64, 0,
acdekpu, 128, 0,
aehipsu, 4, 0,
cdelpqs, 16, 10,
dejlpst, 4, 0,
dekpqrs, 256, 0,
defhlrs, 8, 0,
demnstv, 8, 0,
bcdekos, 8, 10,
floprsu, 4, 0,
aehrtxy, 32, 26,
aeknrty, 8, 0,
adeikrt, 16, 49,
deikprw, 4, 0,
acfirsu, 32, 0,
aeilrty, 32, 72,
abdeitw, 512, 22,
aefirsy, 32, 41,
abejnry, 16, 0,
abdirtv, 16, 14,
cdeortx, 4, 0,
abeirtv, 4, 42,
abfrtvy, 64, 8,
abeiqry, 32, 17,
abceprt, 4, 31,
abehiry, 4, 19,
adeiruy, 128, 0,
efprtuw, 16, 0,
dekpqrt, 8, 0,
abgiort, 8, 0,
aerstux, 32, 76,
abegort, 256, 0,
cdekmpr, 64, 0,
aenprsu, 4, 0,
cdelnsu, 16, 32,
delnpsx, 32, 32,
bdekrsu, 16, 30,
efhmrst, 4, 0,
demnops, 4, 0,
bcdeors, 32, 60,
efprstu, 32, 72,
aehorty, 4, 0,
aeimnrt, 8, 0,
abdeiry, 16, 46,
eikmprt, 8, 0,
efhirsu, 8, 0,
aceirty, 16, 0,
aeilrtw, 32, 57,
aefgirs, 4, 0,
abderty, 4, 48,
abdgirt, 256, 0,
cdemopt, 64, 0,
abenort, 4, 64,
begrtvy, 4, 12,
abdeilr, 8, 0,
bceirtv, 64, 0,
abcehrt, 4, 36,
acdeirt, 32, 105,
efnprsu, 512, 0,
adekprw, 512, 0,
abinort, 4, 36,
aeglsux, 4, 0,
abgirtu, 4, 19,
acdekpw, 32, 20,
aijprsu, 16, 0,
cejlnps, 32, 26,
delpstw, 4, 0,
defprsu, 8, 0,
defhrsw, 8, 0,
demnotv, 32, 29,
cdekmrs, 4, 0,
eflopru, 2, 0,
abcehrt, 16, 0,
aenorty, 128, 0,
abdijrt, 32, 0,
dikpqrt, 4, 0,
afinrsu, 512, 26,
aeinrsy, 16, 0,
abejrtw, 4, 27,
aefimrs, 2, 59,
abfnrty, 4, 15,
adeiprt, 8, 0,
acdoprt, 8, 17,
abeimor, 2, 46,
abertxy, 2, 46,
abdeipy, 4, 10,
abceirv, 32, 34,
abehrtw, 4, 28,
adiorty, 512, 23,
efkrstu, 8, 0,
adehkpr, 32, 38,
abegirt, 4, 51,
aeklstx, 16, 0,
begiqrt, 128, 15,
acekpru, 2, 37,
aeprsuv, 256, 0,
cdenpsw, 32, 27,
delmnst, 4, 0,
cekprsu, 4, 0,
defhrsu, 4, 0,
demnosw, 32, 41,
cefkors, 8, 18,
efoprsv, 8, 0,
abehjty, 4, 8,
einorty, 8, 0,
abdiqrt, 4, 14,
bdeiprt, 32, 55,
efilrsu, 8, 0,
aeijnrt, 32, 65,
abikrtw, 32, 0,
efiprsx, 64, 12,
abejnrt, 64, 0,
abdefrt, 32, 66,
dehoprt, 16, 32,
abeioqt, 16, 0,
abehtvy, 256, 8,
abdeirt, 16, 72,
abceipr, 16, 0,
abeinrt, 8, 0,
adegity, 4, 0,
cefprst, 32, 52,
adekmrt, 32, 61,
abeirtw, 8, 0,
aestuxy, 8, 0,
abeiort, 16, 0,
adekpqr, 8, 0,
aegirsu, 8, 0,
cdklnps, 8, 1,
eklnpst, 16, 0,
ehkprsu, 16, 0,
dfhlrst, 4, 0,
egmnost, 2, 0,
cdkorsx, 32, 0,
fioprsu, 8, 0,
abehpry, 4, 16,
aeirtvy, 16, 0,
abeinrt, 32, 103,
deioprt, 512, 51,
aefmrsu, 16, 0,
ainorty, 8, 0,
beijrtw, 8, 0,
aefoprs, 16, 0,
abertuy, 4, 43,
abdehit, 256, 15,
deoprtv, 4, 0,
aeimort, 4, 0,
abefrty, 16, 0,
abdeiru, 64, 0,
bceirtx, 16, 0,
abeimrt, 8, 0,
aeirsty, 4, 0,
efmrstu, 256, 0,
abdekpr, 8, 0,
abefior, 4, 33,
ehlstux, 8, 0,
abegrtv, 16, 0,
acdejkp, 16, 13,
eiprsuw, 8, 0,
cdejlps, 512, 0,
delnpsy, 8, 0,
bdekrsu, 16, 30,
defghrt, 16, 7,
ademnos, 32, 61,
cdekrsy, 64, 0,
efiprsu, 32, 60,
abertwy, 64, 0,
ainrtuy, 4, 0,
abeilrt, 4, 71,
dehiprt, 64, 0,
aefiosu, 2, 10,
eilnrty, 32, 57,
abdeitw, 8, 0,
efhiprs, 4, 0,
abelnry, 64, 0,
bdeikrt, 128, 0,
deoprtu, 16, 40,
abimort, 8, 0,
abderty, 4, 48,
abdefiy, 2, 18,
abciqrt, 16, 0,
abehrty, 4, 36,
deiprty, 8, 0,
eflprst, 256, 0,
adjkprt, 4, 0,
aceiort, 512, 53,
aelsuwx, 4, 0,
abegirs, 4, 45,
acdekpv, 4, 0,
abeipsu, 128, 0,
cdlnpsu, 8, 4,
delnpqt, 128, 0,
dkmprsu, 16, 6,
efghrst, 2, 0,
dehmost, 16, 22,
cekorsv, 2, 0,
fnoprsu, 4, 0,
abehtuy, 2, 18,
aenprty, 4, 0,
abeilrt, 4, 71,
deijkrt, 32, 24,
acefisu, 64, 15,
aeiknty, 128, 0,
abeimrt, 32, 87,
aefhips, 16, 0,
abenqrt, 8, 0,
abdeipt, 4, 21,
cdefopt, 8, 7,
abegort, 512, 0,
beqrtvy, 32, 17,
abdeimy, 8, 0,
abceipt, 64, 0,
abehitu, 2, 22,
adertxy, 8, 0,
efkrstu, 4, 0,
aehkprt, 16, 0,
aeijort, 4, 0,
aekltux, 32, 23,
abegitu, 16, 0,
adekprw, 4, 0,
eioprsu, 16, 0,
cdejlps, 16, 10,
belnpst, 4, 14,
bdekpsu, 4, 9,
efhnrst, 8, 0,
demostu, 4, 0,
ceikors, 32, 47,
dfoprsu, 64, 7,
aehorty, 16, 0,
aeiqrty, 128, 0,
abcdert, 4, 45,
eikprty, 256, 0,
afirsuw, 4, 0,
aeiknry, 2, 31,
abegirt, 16, 0,
aefoprs, 8, 0,
abenrxy, 64, 0,
abdeilt, 32, 70,
deoprtx, 128, 0,
abeiopt, 64, 0,
aegrtvy, 8, 0,
adeirwy, 8, 0,
abcekrt, 4, 36,
aehijrt, 4, 0,
adeiqrt, 8, 0,
efirstu, 4, 0,
dekoprt, 4, 0,
aeiortw, 16, 0,
elqstux, 256, 0,
abegijt, 32, 12,
acdehkp, 256, 13,
aeirsuy, 4, 0,
dejlnps, 16, 14,
dehlnst, 4, 0,
bdekpsu, 2, 0,
dfhjrst, 256, 3,
demnosw, 4, 0,
cdegkor, 16, 20,
deforsu, 64, 17,
aehrtxy, 8, 0,
aeimnty, 4, 0,
abdeiqt, 8, 0,
dikprtx, 4, 0,
aefisux, 16, 0,
aeilnrt, 16, 0,
aeilrtw, 16, 0,
aefiprt, 8, 0,
abegrty, 2, 67,
adeiqrt, 32, 52,
cdeoptv, 8, 6,
aceiort, 8, 71,
aemrtvy, 64, 0,
abdeixy, 32, 10,
bceiqrt, 16, 0,
befhirt, 512, 17,
adehirt, 16, 53,
efjprsu, 8, 0,
dehkprt, 16, 15,
befiort, 16, 0,
aerstux, 16, 0,
abeginr, 4, 41,
acdekqr, 16, 18,
ceiprsu, 32, 66,
cdelnsw, 2, 0,
elnprst, 8, 0,
dekopru, 2, 0,
deforst, 32, 81,
dehmost, 4, 0,
cdekrsy, 16, 17,
efkoprs, 32, 42,
abehpty, 128, 0,
einorty, 4, 0,
adeirst, 4, 0,
adeikrt, 8, 0,
afirstu, 8, 0,
aeinruy, 64, 0,
abgirtw, 4, 16,
aefiqrs, 8, 0,
aefnrty, 32, 41,
abeikrt, 4, 47,
cdefopr, 4, 0,
abeiorv, 8, 0,
abertxy, 16, 0,
abeijry, 8, 0,
acegirt, 8, 45,
abdehrt, 16, 42,
adeqrty, 16, 27,
cefprtu, 64, 13,
adkmprt, 32, 0,
adeiort, 8, 0,
aelpstx, 2, 61,
abegrtx, 16, 0,
acdeprx, 4, 0,
aelprsu, 4, 0,
acdelps, 8, 25,
delnpqt, 32, 16,
ekpqrsu, 32, 31,
defhmst, 4, 0,
demnosv, 4, 0,
cekoqrs, 8, 16,
efopsuv, 256, 0,
abdehrt, 8, 0,
aenqrty, 128, 0,
bdeirtv, 8, 0,
dikprtv, 16, 8,
aefioru, 64, 18,
aeknrty, 4, 0,
abeiruw, 4, 19,
afiprst, 64, 17,
abegrty, 16, 0,
abeijrt, 32, 48,
cdelopt, 16, 20,
abeiotw, 32, 10,
abrtuvy, 4, 12,
abehiry, 4, 19,
aceinrt, 8, 91,
abhirty, 16, 0,
abdirty, 4, 19,
fjprstu, 2, 0,
acekprt, 4, 0,
abiortv, 16, 0,
aelsuvx, 4, 0,
begiprt, 128, 18,
acdkprt, 32, 0,
aeprstu, 32, 123,
bdelnps, 16, 21,
delnptx, 4, 0,
cdekpsu, 64, 0,
aefhrst, 16, 0,
djmnost, 4, 0,
cdekopr, 4, 0,
efiprsu, 32, 60,
abehtuy, 32, 13,
aenrtwy, 16, 0,
abdirty, 2, 34,
bdeikrt, 256, 0,
aefgisu, 64, 15,
aeimrty, 4, 0,
abeiktw, 8, 0,
aefoprs, 16, 0,
abnrtxy, 16, 0,
abdiprt, 4, 15,
cdeiopt, 16, 30,
abioprt, 8, 0,
abentvy, 8, 0,
abeirty, 16, 0,
abeirtw, 4, 40,
behiprt, 8, 0,
defirty, 8, 0,
enprstu, 8, 0,
abdekpt, 8, 0,
beioqrt, 4, 17,
aelstuw, 4, 0,
beghirt, 8, 0,
acdjkpr, 8, 6,
abiprsu, 4, 18,
cdejlnp, 32, 8,
ehlnpst, 2, 0,
defkprs, 64, 7,
defhnrt, 64, 6,
dmnostv, 256, 0,
cdkoqrs, 4, 0,
defprsu, 128, 0,
abcehry, 32, 28,
einrtwy, 4, 0,
abdenrt, 32, 97,
deikopr, 4, 0,
aefgrsu, 4, 0,
einorty, 4, 0,
abeqrtw, 64, 0,
efilprs, 8, 0,
aeinrty, 4, 0,
abeiqrt, 4, 36,
cdeopry, 8, 18,
beiortx, 4, 18,
abegrvy, 16, 0,
abdeiuy, 8, 0,
abceirx, 8, 26,
abehlrt, 64, 0,
adeikrt, 32, 66,
fprstuv, 8, 0,
adepqrt, 32, 58,
abceiot, 32, 21,
elstuwx, 16, 0,
abegitw, 4, 12,
abcekpr, 2, 45,
aceiprs, 4, 0,
cejlnps, 16, 0,
demnpst, 8, 0,
deklprs, 32, 61,
defhrsx, 16, 12,
demopst, 4, 0,
cdeoqrs, 4, 0,
foprstu, 4, 0,
aehlrty, 16, 0,
aeiqrty, 128, 0,
abdeprt, 16, 57,
dikprst, 4, 0,
acefisu, 64, 15,
aeimnty, 16, 0,
behirtw, 256, 18,
efijprs, 16, 0,
abdenry, 64, 0,
abdirtu, 8, 0,
ceoprst, 8, 42,
abeirtx, 16, 0,
abejrvy, 4, 16,
adeikry, 4, 0,
abcekrt, 16, 0,
aehikrt, 256, 28,
adertvy, 256, 0,
afprstu, 8, 0,
adeprst, 128, 0,
aehiort, 8, 0,
aceltux, 32, 31,
abegiot, 32, 18,
cdegkpr, 8, 11,
aeiprsw, 2, 56,
cdelnpq, 32, 9,
delpqst, 4, 0,
deknpsu, 4, 0,
defhmst, 32, 23,
delmnst, 2, 0,
deknors, 32, 53,
efopqrs, 4, 0,
abehrtw, 16, 0,
aeimnrt, 8, 0,
abeirtx, 4, 37,
deikprs, 8, 0,
aceirsu, 8, 67,
aenprty, 16, 0,
beirtwy, 32, 23,
aefprsw, 16, 0,
abegnrt, 16, 0,
adehirt, 16, 53,
cdeoptx, 64, 0,
abiorst, 4, 42,
abelrtv, 16, 0,
bdeilry, 16, 39,
abceikt, 4, 19,
abehort, 2, 61,
aegirty, 256, 0,
efpqrst, 16, 0,
adekmrt, 16, 37,
abeioty, 512, 9,
adelstx, 128, 0,
abeirst, 8, 0,
acekprs, 32, 85,
aepqrsu, 2, 44,
cdelnpv, 4, 0,
denpsty, 16, 19,
defkrsu, 8, 0,
defhkrt, 16, 6,
delmnot, 128, 0,
cdekosy, 4, 0,
cefoprs, 64, 13,
abenrty, 8, 0,
einrtuy, 128, 0,
abdekrt, 2, 70,
eikprst, 16, 0,
aefistu, 4, 0,
aeimnrt, 4, 0,
beirstw, 4, 25,
aefipsx, 8, 0,
abenqrt, 8, 0,
abdiort, 128, 0,
cdehopr, 8, 22,
abeioqt, 16, 0,
abersvy, 32, 43,
abdejry, 16, 23,
abcefit, 16, 0,
abehjrt, 32, 37,
adeijrt, 8, 0,
emprstu, 4, 0,
adegkpr, 4, 0,
abceirt, 16, 0,
ahlstux, 8, 0,
aeginrt, 16, 0,
acdkprs, 4, 0,
aeiprsv, 4, 0,
acdelnp, 16, 25,
dehlnpt, 128, 0,
dekpsuw, 16, 16,
bdefrst, 4, 14,
defmnot, 8, 0,
cdknors, 8, 9,
efoprst, 8, 0,
abhorty, 32, 0,
aejnrty, 4, 0,
adeiort, 128, 0,
adeikpr, 4, 0,
aefipru, 16, 0,
ainqrty, 128, 0,
abeimrw, 8, 0,
aefiors, 4, 0,
abefrty, 16, 0,
abdeipt, 4, 21,
cefoprt, 8, 19,
abciort, 8, 52,
abcertv, 8, 26,
abdeioy, 4, 18,
bceikrt, 8, 22,
abeilrt, 4, 71,
adeipry, 4, 0,
befprsu, 8, 0,
aekprtv, 32, 38,
abeorst, 16, 0,
aeistux, 4, 0,
abgirtx, 8, 0,
acdefkr, 128, 0,
agiprsu, 64, 0,
cdeglps, 8, 6,
deglpst, 8, 0,
deiprsu, 64, 0,
defhlrt, 16, 9,
demnqst, 32, 27,
cdeorsv, 16, 36,
efoprsv, 8, 0,
aehrtuy, 4, 0,
aeinpty, 8, 0,
abdirtu, 8, 0,
dekprtu, 8, 0,
aefinrs, 8, 0,
aenqrty, 16, 0,
abertwx, 128, 0,
aefipsy, 8, 0,
aenqrty, 16, 0,
