vocabs, center, score
dekmrsu, 0, 0,
dekmpru, 0, 0,
demnrst, 0, 0,
aeilrty, 0, 0,
abdeity, 0, 0,
aeinrsu, 0, 0,
ailnrty, 0, 0,
afilprs, 0, 0,
abenpty, 0, 0,
abcdeit, 0, 0,
cdehopt, 0, 0,
aeimrty, 0, 0,
emprstu, 0, 0,
begikrt, 0, 0,
abcdekr, 0, 0,
aeilpru, 0, 0,
cdhiprt, 0, 0,
abdenrt, 0, 0,
ceilrsu, 0, 0,
cdelopt, 0, 0,
eiorsuy, 0, 0,
beinprs, 0, 0,
acefnpr, 0, 0,
dejmnps, 0, 0,
abeglst, 0, 0,
bcdeprv, 0, 0,
delnstx, 0, 0,
delnotu, 0, 0,
abdertw, 0, 0,
aeiprtw, 0, 0,
acdehpr, 0, 0,
begrsty, 0, 0,
fioprsu, 0, 0,
abdelny, 0, 0,
dehlmpr, 0, 0,
abeirtv, 0, 0,
abestux, 0, 0,
acdiprw, 0, 0,
cdehprw, 0, 0,
abgrstu, 0, 0,
abeiqst, 0, 0,
denorsu, 0, 0,
cdeiprs, 0, 0,
adeprtx, 0, 0,
acdprsx, 0, 0,
abegitu, 0, 0,
aehorst, 0, 0,
abdefls, 0, 0,
cdeopry, 0, 0,
deiklst, 0, 0,
eijprsu, 0, 0,
demnprs, 0, 0,
deklorw, 0, 0,
aegoqrs, 0, 0,
cekprsu, 0, 0,
ablnpru, 0, 0,
degjrsu, 0, 0,
acdejrs, 0, 0,
cdenruv, 0, 0,
abdeirs, 0, 0,
deklrsy, 0, 0,
efmnost, 0, 0,
aceilty, 0, 0,
demnopu, 0, 0,
dekorsu, 0, 0,
degkrsu, 0, 0,
demostu, 0, 0,
eilnrty, 0, 0,
adeinrt, 0, 0,
afiorsu, 0, 0,
aejnrty, 0, 0,
aefikpr, 0, 0,
abertxy, 0, 0,
bdeirtu, 0, 0,
cdejopr, 0, 0,
adeinrt, 0, 0,
efrstuy, 0, 0,
abegilr, 0, 0,
acdekrx, 0, 0,
aeirsux, 0, 0,
cdgiprt, 0, 0,
adeirtw, 0, 0,
eilpruw, 0, 0,
deloprt, 0, 0,
ijoprsu, 0, 0,
einpsux, 0, 0,
cdenpru, 0, 0,
ademnpw, 0, 0,
aegrstx, 0, 0,
abcdegr, 0, 0,
elnorst, 0, 0,
degnost, 0, 0,
dejprtw, 0, 0,
adepstw, 0, 0,
acdenop, 0, 0,
abfgrty, 0, 0,
iloprsu, 0, 0,
abdeilw, 0, 0,
dlmoprv, 0, 0,
behinrt, 0, 0,
berstuy, 0, 0,
adegprw, 0, 0,
acdkprw, 0, 0,
beprstu, 0, 0,
abeikrt, 0, 0,
degjnru, 0, 0,
aceimpr, 0, 0,
adejprt, 0, 0,
acdekpr, 0, 0,
abegirx, 0, 0,
cdehrst, 0, 0,
abdelsy, 0, 0,
acdoprt, 0, 0,
eilpqst, 0, 0,
eikorsu, 0, 0,
deimpsy, 0, 0,
dehklos, 0, 0,
adgqrsx, 0, 0,
ekmprtu, 0, 0,
abelprv, 0, 0,
deghrsu, 0, 0,
cdeijrs, 0, 0,
emnrsuv, 0, 0,
abeiqrt, 0, 0,
dklorsy, 0, 0,
hmnorst, 0, 0,
aeijlty, 0, 0,
emnoqsu, 0, 0,
defkrsx, 0, 0,
dekprsv, 0, 0,
emnostw, 0, 0,
aeilnty, 0, 0,
abeilrt, 0, 0,
aefiruy, 0, 0,
aceinrt, 0, 0,
aefipqs, 0, 0,
aejnrty, 0, 0,
bdehirt, 0, 0,
dehoprt, 0, 0,
adeisty, 0, 0,
aefprsu, 0, 0,
abegiqt, 0, 0,
acdkprw, 0, 0,
aeipsuw, 0, 0,
bcdeirt, 0, 0,
abeirty, 0, 0,
egiprsu, 0, 0,
ceoprtw, 0, 0,
eoprstu, 0, 0,
aeinpru, 0, 0,
acdnprv, 0, 0,
adegmnp, 0, 0,
aefgrst, 0, 0,
abdeipr, 0, 0,
denrstv, 0, 0,
delnopt, 0, 0,
acdeprt, 0, 0,
adenprw, 0, 0,
adenprv, 0, 0,
abgrtvy, 0, 0,
eimoprs, 0, 0,
abdeilu, 0, 0,
elmoprw, 0, 0,
aeinrtx, 0, 0,
abestuy, 0, 0,
acdeprt, 0, 0,
bcdeprw, 0, 0,
abcersu, 0, 0,
beirsty, 0, 0,
dhjnrsu, 0, 0,
acdeiry, 0, 0,
depqrtw, 0, 0,
ademprs, 0, 0,
begijrt, 0, 0,
dehnort, 0, 0,
bdeilos, 0, 0,
cdejopr, 0, 0,
deilptu, 0, 0,
ekprsux, 0, 0,
adimnps, 0, 0,
dehlors, 0, 0,
adegqry, 0, 0,
dekprsu, 0, 0,
abeglnr, 0, 0,
egprsuv, 0, 0,
acdeisu, 0, 0,
dmnrsuv, 0, 0,
abdehir, 0, 0,
deklmos, 0, 0,
ehjmost, 0, 0,
aeilrst, 0, 0,
ademosu, 0, 0,
dekruwx, 0, 0,
dekoprs, 0, 0,
cdmnost, 0, 0,
abeinty, 0, 0,
abdirtv, 0, 0,
aefimru, 0, 0,
aceirty, 0, 0,
afhiprs, 0, 0,
abeorty, 0, 0,
abderst, 0, 0,
cdoprty, 0, 0,
adeipry, 0, 0,
efprstw, 0, 0,
abeirtx, 0, 0,
acdklpr, 0, 0,
aeijpru, 0, 0,
cdeimpr, 0, 0,
abdegit, 0, 0,
eflprsu, 0, 0,
degoprt, 0, 0,
deoprsu, 0, 0,
ceiprsu, 0, 0,
acdenrv, 0, 0,
adekmns, 0, 0,
aegrstx, 0, 0,
abdempr, 0, 0,
delorst, 0, 0,
degnost, 0, 0,
adejrtw, 0, 0,
aeoprtw, 0, 0,
adenopr, 0, 0,
abegtwy, 0, 0,
ceiopsu, 0, 0,
abcdiln, 0, 0,
eklmopr, 0, 0,
aeinort, 0, 0,
begrstu, 0, 0,
adeprvw, 0, 0,
acdprsw, 0, 0,
abehrsu, 0, 0,
abegrst, 0, 0,
bdejnru, 0, 0,
aceijpr, 0, 0,
adenptw, 0, 0,
acdenpr, 0, 0,
abeinrt, 0, 0,
dehrstu, 0, 0,
abdeilp, 0, 0,
cdnoprt, 0, 0,
adeilpt, 0, 0,
egikpru, 0, 0,
dijmnps, 0, 0,
bdeklor, 0, 0,
aeglqrs, 0, 0,
eikprst, 0, 0,
abcelnr, 0, 0,
egpqrsu, 0, 0,
abcdirs, 0, 0,
adersuv, 0, 0,
abdirtw, 0, 0,
deklqrs, 0, 0,
eghmnot, 0, 0,
eilstuy, 0, 0,
demostu, 0, 0,
eklrsux, 0, 0,
deprsux, 0, 0,
dimnost, 0, 0,
einrsty, 0, 0,
bcdeirt, 0, 0,
aeirsux, 0, 0,
aeirtvy, 0, 0,
aefikpr, 0, 0,
beinrty, 0, 0,
abdeipr, 0, 0,
cdejort, 0, 0,
aeirtwy, 0, 0,
efoprst, 0, 0,
bdegirt, 0, 0,
adekprv, 0, 0,
aemprsu, 0, 0,
cdegipr, 0, 0,
abeiqrt, 0, 0,
ilprstu, 0, 0,
cdefopr, 0, 0,
aeiprsu, 0, 0,
dinprsu, 0, 0,
acdehnp, 0, 0,
demnprs, 0, 0,
begrstw, 0, 0,
abcdegp, 0, 0,
delnstu, 0, 0,
delnosw, 0, 0,
delprtw, 0, 0,
aeprtuw, 0, 0,
abdenpr, 0, 0,
begkrty, 0, 0,
eiopruw, 0, 0,
abeilny, 0, 0,
dlmoprs, 0, 0,
aeinort, 0, 0,
berstuv, 0, 0,
adejprw, 0, 0,
cdeprvw, 0, 0,
bemrstu, 0, 0,
abeistv, 0, 0,
djnrsux, 0, 0,
adeijpr, 0, 0,
ademrtw, 0, 0,
cdeprst, 0, 0,
abegnrt, 0, 0,
cdhorst, 0, 0,
abdelms, 0, 0,
cdelprt, 0, 0,
deilpsv, 0, 0,
eikpqrs, 0, 0,
deimops, 0, 0,
deklrsu, 0, 0,
adegiqs, 0, 0,
epqrstu, 0, 0,
abejlnp, 0, 0,
denprsu, 0, 0,
cdeinrs, 0, 0,
dersuvy, 0, 0,
adeikrt, 0, 0,
dklorsu, 0, 0,
cehnost, 0, 0,
aeistxy, 0, 0,
demnouy, 0, 0,
dekorsx, 0, 0,
bdkprsu, 0, 0,
demnoqs, 0, 0,
aeginrt, 0, 0,
bdeikrt, 0, 0,
cefirsu, 0, 0,
aeintuy, 0, 0,
abefirs, 0, 0,
abehnrt, 0, 0,
abehirt, 0, 0,
cdkoprt, 0, 0,
deirtxy, 0, 0,
foprstu, 0, 0,
begirtx, 0, 0,
cdekprt, 0, 0,
aelprsu, 0, 0,
cdeirtx, 0, 0,
abdeirv, 0, 0,
eipqrsu, 0, 0,
cdegopt, 0, 0,
eijoprs, 0, 0,
inprsuy, 0, 0,
cdejnpr, 0, 0,
adenpsx, 0, 0,
abgprst, 0, 0,
abcdeor, 0, 0,
deilnst, 0, 0,
delnosy, 0, 0,
adeoprw, 0, 0,
aeprtuw, 0, 0,
acdenrw, 0, 0,
abegkrt, 0, 0,
imoprsu, 0, 0,
abdilnx, 0, 0,
deglmpr, 0, 0,
abinprt, 0, 0,
abersuy, 0, 0,
acdprwx, 0, 0,
aceprwy, 0, 0,
aerstuw, 0, 0,
abinrst, 0, 0,
bdejrsu, 0, 0,
cdeiprw, 0, 0,
adegprt, 0, 0,
cdehprs, 0, 0,
abdegir, 0, 0,
cdehrst, 0, 0,
abdeisx, 0, 0,
deopqrt, 0, 0,
eilmpst, 0, 0,
eikprsy, 0, 0,
cdeimns, 0, 0,
deklopr, 0, 0,
adeghqr, 0, 0,
ekmpstu, 0, 0,
bejlnpr, 0, 0,
deghpsu, 0, 0,
acdikrs, 0, 0,
degrsuv, 0, 0,
abceirt, 0, 0,
dekorsx, 0, 0,
ehmnstv, 0, 0,
aeilost, 0, 0,
emnostu, 0, 0,
adekrsx, 0, 0,
delprsu, 0, 0,
denostw, 0, 0,
abeirty, 0, 0,
abdeiru, 0, 0,
efirsuw, 0, 0,
eijnrty, 0, 0,
aefijpr, 0, 0,
abdenty, 0, 0,
adeirtv, 0, 0,
defoprt, 0, 0,
adeinty, 0, 0,
