vocabs, center, score
abeirty, 4, 46,
adeiort, 512, 50,
abegort, 4, 50,
abdeirw, 4, 36,
abegmrt, 128, 46,
efoprsw, 32, 49,
abeirst, 32, 132,
aeginrt, 2, 128,
deioprt, 32, 79,
dehnost, 32, 44,
cdeknrs, 32, 41,
abdeimr, 4, 42,
abeirty, 4, 46,
abeirty, 32, 55,
defjrst, 32, 40,
aeiprst, 2, 149,
abdeprt, 32, 87,
abeqrty, 2, 39,
efhrstw, 32, 46,
abdegrt, 4, 50,
abeilor, 4, 47,
abdefry, 2, 37,
abegirt, 32, 74,
abeiort, 32, 54,
abeinot, 2, 39,
efhprst, 32, 54,
adeinry, 512, 45,
bdeiort, 16, 47,
abdeimr, 32, 65,
adertvy, 32, 44,
adeprtx, 16, 46,
aehnrty, 32, 46,
adeiort, 32, 70,
abdegrt, 128, 45,
abderty, 16, 40,
abdeirw, 16, 52,
adeoprt, 16, 73,
aceirtv, 8, 46,
adeprtv, 32, 72,
abeimrt, 4, 45,
aeinqrt, 32, 59,
adeirty, 32, 59,
deiprst, 32, 135,
aegirsu, 128, 58,
cdeiopr, 16, 55,
abceimr, 32, 45,
abeiprt, 32, 70,
aefkprt, 2, 43,
acegkpr, 32, 45,
acefrsu, 32, 69,
abegort, 4, 50,
abderty, 32, 67,
abefirt, 4, 37,
abegilt, 32, 51,
abefnrt, 32, 52,
abdeiry, 32, 50,
abceior, 4, 44,
behinrt, 32, 41,
aeilrty, 32, 67,
abeinrt, 32, 93,
abeiort, 32, 54,
efgprtu, 0, 0,
dekprtu, 0, 0,
abeimrt, 0, 0,
ablstux, 0, 0,
abegint, 0, 0,
acdekqr, 0, 0,
aepqrsu, 0, 0,
cdeikpr, 0, 0,
aejnrst, 0, 0,
abdilrt, 0, 0,
ehiprsu, 0, 0,
aceirty, 0, 0,
cdekprt, 0, 0,
eiorsuw, 0, 0,
dekmrst, 0, 0,
einpruw, 0, 0,
abdemow, 0, 0,
acdenrt, 0, 0,
adeimns, 0, 0,
abegqrs, 0, 0,
acelprt, 0, 0,
aemnosw, 0, 0,
acdeprv, 0, 0,
bdeikrt, 0, 0,
deikops, 0, 0,
deqrsty, 0, 0,
dehlnrs, 0, 0,
abenorv, 0, 0,
aiprsuw, 0, 0,
delnotv, 0, 0,
abdeptw, 0, 0,
bdehost, 0, 0,
eklnsty, 0, 0,
bdelpst, 0, 0,
dejkpru, 0, 0,
cdefhst, 0, 0,
demnoty, 0, 0,
cdekoqr, 0, 0,
efjopsu, 0, 0,
adehrty, 0, 0,
aefirty, 0, 0,
abehirt, 0, 0,
deiklpr, 0, 0,
aefisuy, 0, 0,
aeilnty, 0, 0,
abeikrt, 0, 0,
aefipst, 0, 0,
bcenrty, 0, 0,
abdirtu, 0, 0,
cdelopt, 0, 0,
beilort, 0, 0,
abeorvy, 0, 0,
abdemry, 0, 0,
abcelrt, 0, 0,
abhirtu, 0, 0,
adijrty, 0, 0,
eprstuy, 0, 0,
dekmprt, 0, 0,
abeiqrt, 0, 0,
eilstux, 0, 0,
aegimrt, 0, 0,
adekprs, 0, 0,
aeikpsu, 0, 0,
cdilprt, 0, 0,
djmnrst, 0, 0,
adeirtu, 0, 0,
eiprstu, 0, 0,
aginrty, 0, 0,
cdegopt, 0, 0,
eikorsu, 0, 0,
dekqrst, 0, 0,
eilnrsu, 0, 0,
bdehmor, 0, 0,
cdemnpr, 0, 0,
demnpst, 0, 0,
begprst, 0, 0,
ceflopr, 0, 0,
acemnpw, 0, 0,
abcderu, 0, 0,
abceikr, 0, 0,
diknopr, 0, 0,
adfrsty, 0, 0,
defnrst, 0, 0,
bemnort, 0, 0,
eilpruw, 0, 0,
deflost, 0, 0,
adelprt, 0, 0,
deghors, 0, 0,
efklnst, 0, 0,
delmpst, 0, 0,
dekmprs, 0, 0,
adefhrs, 0, 0,
delmost, 0, 0,
cdeknor, 0, 0,
eforsux, 0, 0,
abefhry, 0, 0,
acenrty, 0, 0,
abdeitu, 0, 0,
bdikprt, 0, 0,
aeirsuw, 0, 0,
einorty, 0, 0,
beirstw, 0, 0,
abefipr, 0, 0,
aenrtuy, 0, 0,
adeilrt, 0, 0,
cdehprt, 0, 0,
abeortw, 0, 0,
abeqrty, 0, 0,
abegiry, 0, 0,
abcertx, 0, 0,
abehint, 0, 0,
aceirty, 0, 0,
efmrstu, 0, 0,
adkoprt, 0, 0,
abeikor, 0, 0,
aelnsux, 0, 0,
abegipr, 0, 0,
acdeprx, 0, 0,
aeprsuv, 0, 0,
cdijprt, 0, 0,
adejnrs, 0, 0,
abdinrt, 0, 0,
eilrsuw, 0, 0,
aegrsty, 0, 0,
bceoprt, 0, 0,
iloprsu, 0, 0,
deknrst, 0, 0,
inprsuv, 0, 0,
abdlmor, 0, 0,
acdenps, 0, 0,
adejmns, 0, 0,
befgrst, 0, 0,
acelprw, 0, 0,
aemnpqs, 0, 0,
abcdprs, 0, 0,
beikqrt, 0, 0,
dikopqr, 0, 0,
dejrsty, 0, 0,
cdelnrs, 0, 0,
aemnors, 0, 0,
ciprsuw, 0, 0,
delnosy, 0, 0,
adeprtx, 0, 0,
bdeorst, 0, 0,
eklnpty, 0, 0,
bdelpst, 0, 0,
cekprsu, 0, 0,
defhqrt, 0, 0,
demnqst, 0, 0,
adekors, 0, 0,
aeforsu, 0, 0,
abehlrt, 0, 0,
aelnrty, 0, 0,
abdeijr, 0, 0,
deikrtx, 0, 0,
aefisuy, 0, 0,
adeinrt, 0, 0,
befirtw, 0, 0,
efiprsu, 0, 0,
abeknry, 0, 0,
abdertu, 0, 0,
cdemopt, 0, 0,
abefirt, 0, 0,
abderty, 0, 0,
bdeijry, 0, 0,
abeiqrt, 0, 0,
abeirty, 0, 0,
aceirty, 0, 0,
cefrstu, 0, 0,
adkprtw, 0, 0,
abceior, 0, 0,
aelsuxy, 0, 0,
begirty, 0, 0,
adefkpr, 0, 0,
aiprsuw, 0, 0,
cegiprt, 0, 0,
cdenrst, 0, 0,
abdeirv, 0, 0,
ehlprsu, 0, 0,
egirtvy, 0, 0,
defoprt, 0, 0,
efioprs, 0, 0,
cdekrty, 0, 0,
einprsx, 0, 0,
abdegmo, 0, 0,
cdehnpr, 0, 0,
demnpst, 0, 0,
abegqst, 0, 0,
acefmpr, 0, 0,
aehmnps, 0, 0,
abcenpr, 0, 0,
beiknrt, 0, 0,
eikopru, 0, 0,
defstxy, 0, 0,
deilrst, 0, 0,
abmnors, 0, 0,
einpruw, 0, 0,
delnosx, 0, 0,
aceprtw, 0, 0,
dehortw, 0, 0,
klnpstx, 0, 0,
delmnps, 0, 0,
dekrstu, 0, 0,
defrstx, 0, 0,
delmost, 0, 0,
cdeknos, 0, 0,
efkoprs, 0, 0,
aeghrty, 0, 0,
deinrty, 0, 0,
abdeinr, 0, 0,
degikrt, 0, 0,
aefimru, 0, 0,
aegnrty, 0, 0,
aceirtw, 0, 0,
efiprsy, 0, 0,
abnqrty, 0, 0,
abdegrt, 0, 0,
cdioprt, 0, 0,
abeiopr, 0, 0,
abeitvy, 0, 0,
bdegiry, 0, 0,
abeiprt, 0, 0,
abeghit, 0, 0,
abdeiry, 0, 0,
efpqrtu, 0, 0,
dekprty, 0, 0,
abeiopt, 0, 0,
aejlsux, 0, 0,
abeikrt, 0, 0,
acdegkr, 0, 0,
aeiopsu, 0, 0,
bcdeirt, 0, 0,
dehjrst, 0, 0,
bdeinrt, 0, 0,
eilprsy, 0, 0,
eghirty, 0, 0,
cdehprt, 0, 0,
eiopsux, 0, 0,
cdemrst, 0, 0,
eikprsu, 0, 0,
abdejmo, 0, 0,
cdemnpr, 0, 0,
adenpqs, 0, 0,
abegjst, 0, 0,
ceflmpr, 0, 0,
aefnpsw, 0, 0,
abcdprw, 0, 0,
abehikr, 0, 0,
bdeiopr, 0, 0,
adfrsty, 0, 0,
deilnrt, 0, 0,
abmnorw, 0, 0,
eirsuvw, 0, 0,
elnosty, 0, 0,
adeprtu, 0, 0,
dehoprs, 0, 0,
iklnpst, 0, 0,
cdelpst, 0, 0,
dkprsuv, 0, 0,
dfhorst, 0, 0,
adenost, 0, 0,
cdeklrs, 0, 0,
efopqru, 0, 0,
abehlrt, 0, 0,
adeinry, 0, 0,
adeilrt, 0, 0,
dekprst, 0, 0,
adefiru, 0, 0,
abinrty, 0, 0,
abeiotw, 0, 0,
abefprs, 0, 0,
abenprt, 0, 0,
abdirtu, 0, 0,
cdmoprt, 0, 0,
abeoprt, 0, 0,
abeprtv, 0, 0,
abdeirs, 0, 0,
acehirt, 0, 0,
abehrtx, 0, 0,
adeilty, 0, 0,
befprsu, 0, 0,
aehkprt, 0, 0,
beimort, 0, 0,
elqstux, 0, 0,
begirtw, 0, 0,
acdeprx, 0, 0,
aeprstu, 0, 0,
ceijprt, 0, 0,
ejnrsty, 0, 0,
abdeinr, 0, 0,
einprsu, 0, 0,
aegiqty, 0, 0,
bcdeprt, 0, 0,
egiorsu, 0, 0,
cderstv, 0, 0,
aeinpsu, 0, 0,
abdeort, 0, 0,
acemnpr, 0, 0,
aemnpst, 0, 0,
abegjrt, 0, 0,
acefkpr, 0, 0,
aegmnpw, 0, 0,
abcdprw, 0, 0,
abefikr, 0, 0,
eikoprw, 0, 0,
adersty, 0, 0,
bdelnst, 0, 0,
aelmnor, 0, 0,
eiopsuw, 0, 0,
delnosu, 0, 0,
abdprtw, 0, 0,
dehoprs, 0, 0,
eknpstu, 0, 0,
deilnst, 0, 0,
deprsuw, 0, 0,
dfhrsty, 0, 0,
dmnorst, 0, 0,
cejkors, 0, 0,
aefprsu, 0, 0,
abehnry, 0, 0,
deinrty, 0, 0,
abeiprt, 0, 0,
deiprtw, 0, 0,
efirsuv, 0, 0,
aegirty, 0, 0,
abeirty, 0, 0,
aefirsy, 0, 0,
abemnry, 0, 0,
bdeirty, 0, 0,
cdekopr, 0, 0,
abciort, 0, 0,
abervxy, 0, 0,
abcdeir, 0, 0,
abehirt, 0, 0,
beghirt, 0, 0,
adeipry, 0, 0,
efopstu, 0, 0,
dekprtv, 0, 0,
abhiort, 0, 0,
acelstx, 0, 0,
abegilr, 0, 0,
acdekmr, 0, 0,
aeilpsu, 0, 0,
cdeipru, 0, 0,
cdjnrst, 0, 0,
bdeimrt, 0, 0,
eilprsv, 0, 0,
abeirty, 0, 0,
cdenort, 0, 0,
ioprsuy, 0, 0,
acdkrst, 0, 0,
ehnprsu, 0, 0,
abdehmo, 0, 0,
cdenopr, 0, 0,
adefmps, 0, 0,
abegnrs, 0, 0,
acefprw, 0, 0,
abenpsw, 0, 0,
acdeprw, 0, 0,
abdekrt, 0, 0,
defikpr, 0, 0,
defkrsy, 0, 0,
dilnrst, 0, 0,
abenorv, 0, 0,
eimrsuw, 0, 0,
cdelnos, 0, 0,
adeoprw, 0, 0,
dhkorst, 0, 0,
eklnqst, 0, 0,
aelnpst, 0, 0,
ekprsux, 0, 0,
deghrst, 0, 0,
deimnst, 0, 0,
cdekosx, 0, 0,
befoprs, 0, 0,
befhrty, 0, 0,
aeirtwy, 0, 0,
abdeitu, 0, 0,
degiprt, 0, 0,
efirsuv, 0, 0,
aginrty, 0, 0,
abeortw, 0, 0,
afiprsu, 0, 0,
abeinrt, 0, 0,
abeirtw, 0, 0,
cdeoptv, 0, 0,
beimort, 0, 0,
abertvw, 0, 0,
abdeqry, 0, 0,
bceiprt, 0, 0,
abehiot, 0, 0,
adekrty, 0, 0,
egprstu, 0, 0,
acdeprt, 0, 0,
abeioru, 0, 0,
acelstu, 0, 0,
abegitw, 0, 0,
acdejkp, 0, 0,
aeilpru, 0, 0,
cdehipt, 0, 0,
denrstu, 0, 0,
abdiqrt, 0, 0,
egilprs, 0, 0,
aeijrty, 0, 0,
cdenprt, 0, 0,
iopqrsu, 0, 0,
cdegkrs, 0, 0,
eiprsuv, 0, 0,
abegmor, 0, 0,
acdknpr, 0, 0,
demnpqs, 0, 0,
begrstu, 0, 0,
acefpru, 0, 0,
aemnprw, 0, 0,
abcdpqr, 0, 0,
aeiklrt, 0, 0,
dehikop, 0, 0,
defnrst, 0, 0,
deilnst, 0, 0,
abemnrs, 0, 0,
eiprsuy, 0, 0,
degnost, 0, 0,
ademprw, 0, 0,
delorst, 0, 0,
eklopst, 0, 0,
delnprs, 0, 0,
dekpruy, 0, 0,
efhnrst, 0, 0,
degmost, 0, 0,
dekmors, 0, 0,
fioprsu, 0, 0,
abemrty, 0, 0,
aeilnry, 0, 0,
abdeirx, 0, 0,
defkprt, 0, 0,
adfirsu, 0, 0,
einqrty, 0, 0,
abeiorw, 0, 0,
aeioprs, 0, 0,
abdenty, 0, 0,
abdinrt, 0, 0,
ceopqrt, 0, 0,
abeirst, 0, 0,
abertwy, 0, 0,
bdeiruy, 0, 0,
abceimr, 0, 0,
abeiprt, 0, 0,
adefrty, 0, 0,
efhrstu, 0, 0,
aehkprt, 0, 0,
abeirtv, 0, 0,
aelptux, 0, 0,
begiprt, 0, 0,
acdehkp, 0, 0,
aeirsuy, 0, 0,
cdefirt, 0, 0,
dejrstx, 0, 0,
abeirtw, 0, 0,
beilpru, 0, 0,
aeijrty, 0, 0,
cdeortu, 0, 0,
eiorsuv, 0, 0,
cdeknrt, 0, 0,
einrsuv, 0, 0,
abdmorv, 0, 0,
acdnpqr, 0, 0,
ademnpv, 0, 0,
adegrst, 0, 0,
acflprs, 0, 0,
emnpswx, 0, 0,
abcdeps, 0, 0,
abekrtx, 0, 0,
deioprx, 0, 0,
deflrsy, 0, 0,
dlnrstx, 0, 0,
abemnou, 0, 0,
imprsuw, 0, 0,
cdelost, 0, 0,
acdertw, 0, 0,
dhoprst, 0, 0,
beknpst, 0, 0,
adelnps, 0, 0,
dehkprs, 0, 0,
dehrstu, 0, 0,
denostv, 0, 0,
cdekrsy, 0, 0,
efiprsu, 0, 0,
abehmty, 0, 0,
aeinpty, 0, 0,
bdeirtv, 0, 0,
dekprst, 0, 0,
adfirsu, 0, 0,
einrsty, 0, 0,
abegirt, 0, 0,
aefiors, 0, 0,
abenort, 0, 0,
abdehir, 0, 0,
acdeprt, 0, 0,
abeorty, 0, 0,
bertvxy, 0, 0,
abcdeiy, 0, 0,
bceirst, 0, 0,
abefhir, 0, 0,
adeipry, 0, 0,
defprst, 0, 0,
aejkprt, 0, 0,
abegirt, 0, 0,
adelstu, 0, 0,
abegitu, 0, 0,
acdkprx, 0, 0,
abeprsu, 0, 0,
cdeikpt, 0, 0,
deinrst, 0, 0,
bdeilrt, 0, 0,
eilpsux, 0, 0,
aeirtuy, 0, 0,
cdejprt, 0, 0,
eiprstu, 0, 0,
cdekrsu, 0, 0,
benprsu, 0, 0,
abemors, 0, 0,
adegnpr, 0, 0,
adempsx, 0, 0,
abeghrs, 0, 0,
aefglpr, 0, 0,
aemnpst, 0, 0,
bcdeprw, 0, 0,
beiknrt, 0, 0,
deioprt, 0, 0,
adfrsty, 0, 0,
delnrtx, 0, 0,
aefmnor, 0, 0,
eirsuvw, 0, 0,
cdelnot, 0, 0,
adekrtw, 0, 0,
defhrst, 0, 0,
gklnpst, 0, 0,
deglpst, 0, 0,
ekprsuw, 0, 0,
defhost, 0, 0,
dekmnos, 0, 0,
cdehors, 0, 0,
efoprsy, 0, 0,
abehjry, 0, 0,
aeijrty, 0, 0,
abdeilt, 0, 0,
bdeikpr, 0, 0,
efinrsu, 0, 0,
aeinpry, 0, 0,
aefirtw, 0, 0,
aeiprsw, 0, 0,
abefrty, 0, 0,
abdeikt, 0, 0,
cdefopt, 0, 0,
abeinot, 0, 0,
abeirvy, 0, 0,
abdeilr, 0, 0,
abceikr, 0, 0,
abehrtx, 0, 0,
adeirvy, 0, 0,
efnpstu, 0, 0,
aekprtx, 0, 0,
abeikot, 0, 0,
ejlstux, 0, 0,
abegrtu, 0, 0,
acdhkpr, 0, 0,
aehiprs, 0, 0,
cdeipry, 0, 0,
dejnrtx, 0, 0,
abdeort, 0, 0,
ilprsuw, 0, 0,
aceirty, 0, 0,
cdkoprt, 0, 0,
beiprsu, 0, 0,
cdekrsv, 0, 0,
aenprsu, 0, 0,
abdemov, 0, 0,
acdenpq, 0, 0,
ademnpx, 0, 0,
abersty, 0, 0,
acefklp, 0, 0,
aegmnsw, 0, 0,
bcdeprs, 0, 0,
abeklrt, 0, 0,
eijkopr, 0, 0,
dekrsty, 0, 0,
delmnrs, 0, 0,
bemnoqr, 0, 0,
egipsuw, 0, 0,
adlnost, 0, 0,
acdeprw, 0, 0,
dehlost, 0, 0,
ceklpst, 0, 0,
deknpst, 0, 0,
dknprsu, 0, 0,
cefhrst, 0, 0,
demnqst, 0, 0,
cehkors, 0, 0,
befoprs, 0, 0,
abertvy, 0, 0,
aceirty, 0, 0,
abegirt, 0, 0,
deiknpr, 0, 0,
cefirsu, 0, 0,
aeinrsy, 0, 0,
abeitwx, 0, 0,
afiprsx, 0, 0,
abenort, 0, 0,
abdeity, 0, 0,
bcdeopt, 0, 0,
abeortv, 0, 0,
beprtvy, 0, 0,
bdeiruy, 0, 0,
abceirs, 0, 0,
abeiqrt, 0, 0,
adirtuy, 0, 0,
efhprst, 0, 0,
adegkpt, 0, 0,
abeiprt, 0, 0,
aerstux, 0, 0,
abegimr, 0, 0,
acdeprt, 0, 0,
aiprsuy, 0, 0,
cdeoprt, 0, 0,
dejnprt, 0, 0,
abcdirt, 0, 0,
eijlprs, 0, 0,
aefgirt, 0, 0,
bcdeort, 0, 0,
ceiprsu, 0, 0,
cekprst, 0, 0,
egiprsu, 0, 0,
abdelmr, 0, 0,
acdemnr, 0, 0,
adenpsu, 0, 0,
abegnrs, 0, 0,
acdflpr, 0, 0,
aenpstw, 0, 0,
abdelpr, 0, 0,
abeiknr, 0, 0,
deinopr, 0, 0,
dejrsty, 0, 0,
delnrsv, 0, 0,
abemorw, 0, 0,
iprstuw, 0, 0,
delnpst, 0, 0,
abeprtw, 0, 0,
defhors, 0, 0,
eknpstx, 0, 0,
cdelpst, 0, 0,
dekpsuv, 0, 0,
bdefhrs, 0, 0,
demopst, 0, 0,
cdeoprs, 0, 0,
eoprstu, 0, 0,
abehtxy, 0, 0,
aceinrt, 0, 0,
abdilrt, 0, 0,
adeikpt, 0, 0,
aefisuw, 0, 0,
aefinrt, 0, 0,
abegrtw, 0, 0,
aehiprs, 0, 0,
abefnry, 0, 0,
bdefirt, 0, 0,
cdemort, 0, 0,
abeioty, 0, 0,
abertvw, 0, 0,
abdeisy, 0, 0,
bcefirt, 0, 0,
abhinrt, 0, 0,
deiqrty, 0, 0,
efpqrsu, 0, 0,
adekopt, 0, 0,
aeimort, 0, 0,
aelstxy, 0, 0,
begiqrt, 0, 0,
cdekopr, 0, 0,
aehprsu, 0, 0,
cdipqrt, 0, 0,
dejmnrt, 0, 0,
abeimrt, 0, 0,
eiprsux, 0, 0,
aeghiry, 0, 0,
cdehopr, 0, 0,
eijorsu, 0, 0,
cdehrst, 0, 0,
inprsux, 0, 0,
acdemor, 0, 0,
acdenpv, 0, 0,
adegmns, 0, 0,
aegrsty, 0, 0,
acefnpr, 0, 0,
aeinpsw, 0, 0,
bcdepru, 0, 0,
aeikrtw, 0, 0,
eikoprs, 0, 0,
dfqrsty, 0, 0,
delnsty, 0, 0,
aefmnor, 0, 0,
ciprsuw, 0, 0,
delnstx, 0, 0,
adeiprt, 0, 0,
deorstv, 0, 0,
ehlnpst, 0, 0,
deflnpt, 0, 0,
dekrstu, 0, 0,
defgrst, 0, 0,
bdemnot, 0, 0,
cdeorsu, 0, 0,
efmorsu, 0, 0,
abehtuy, 0, 0,
abenrty, 0, 0,
abdeiru, 0, 0,
eikprty, 0, 0,
aefimrs, 0, 0,
aeginry, 0, 0,
abeikrw, 0, 0,
aefnprs, 0, 0,
abgnrty, 0, 0,
abeilrt, 0, 0,
cdefopr, 0, 0,
abgiort, 0, 0,
abervwy, 0, 0,
bdeirxy, 0, 0,
abcerty, 0, 0,
abehinr, 0, 0,
adehiry, 0, 0,
deprstu, 0, 0,
dekprty, 0, 0,
aehiort, 0, 0,
aelqstu, 0, 0,
abegiqt, 0, 0,
acdepru, 0, 0,
aegipsu, 0, 0,
cdiprtv, 0, 0,
dejmnst, 0, 0,
abdeikr, 0, 0,
ceilpsu, 0, 0,
acgirty, 0, 0,
cdelort, 0, 0,
eiprstu, 0, 0,
cdekmrt, 0, 0,
einpruv, 0, 0,
abdmorv, 0, 0,
