vocabs, center, score
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
cdeksux, 0, 0,
