vocabs, center, score
abeirsy, 32, 53,
enoprsu, 32, 78,
abeilno, 4, 29,
denrsuv, 16, 36,
aeklosv, 2, 34,
deknopr, 32, 47,
cdelnst, 32, 45,
cdeorst, 16, 43,
cegkors, 32, 40,
abeiqrt, 4, 31,
ekmoprs, 32, 60,
delmnos, 32, 71,
acdeqrt, 2, 58,
delpqrs, 32, 45,
aeioprt, 32, 62,
eoprsuy, 32, 49,
aeilort, 32, 72,
abiorst, 4, 40,
deikors, 16, 51,
acdeqrt, 32, 55,
bdeisty, 32, 39,
aefikru, 4, 0,
dehkprt, 16, 19,
enrsuvx, 32, 37,
cekopqr, 32, 21,
cefirsw, 32, 35,
aefisuy, 32, 15,
aeinrsy, 2, 68,
abehjrt, 2, 45,
abenrty, 32, 64,
abemrty, 32, 59,
demnopr, 16, 29,
cdelpst, 4, 0,
aehsvwy, 16, 0,
ekprsux, 16, 0,
eklqrtu, 32, 26,
dehrstv, 16, 24,
defstuw, 16, 25,
abimrst, 32, 0,
demostw, 16, 26,
cdepqrs, 32, 42,
dekqstx, 32, 18,
aegklmv, 32, 25,
aghintw, 2, 36,
dehkors, 32, 47,
acdeiqs, 32, 34,
dekpqst, 32, 25,
abjlnop, 32, 0,
bcdepqr, 32, 24,
ahmrtwy, 16, 0,
deijnrv, 4, 0,
beistwy, 2, 0,
aefprsu, 32, 67,
efhimsu, 8, 0,
adefhrw, 32, 38,
abemnrt, 16, 0,
abilory, 32, 0,
cdenrty, 16, 23,
adefory, 16, 33,
abehrtw, 32, 35,
elstuwx, 32, 29,
deikort, 32, 46,
abeirty, 32, 54,
bcdejrt, 0, 0,
aeilnrt, 0, 0,
abdeimr, 0, 0,
aefiprv, 0, 0,
cdeikrt, 0, 0,
dnorsux, 0, 0,
cdhkopr, 0, 0,
aefiprw, 0, 0,
abefiru, 0, 0,
aeirtxy, 0, 0,
abehiry, 0, 0,
aehprty, 0, 0,
abehiry, 0, 0,
dejkopr, 0, 0,
dehlnps, 0, 0,
acdehvw, 0, 0,
adekrsu, 0, 0,
dklrtuw, 0, 0,
defgrst, 0, 0,
defsuwy, 0, 0,
abmostu, 0, 0,
demnosv, 0, 0,
cdenoqr, 0, 0,
adkqrst, 0, 0,
egkltuv, 0, 0,
ahilntw, 0, 0,
dekoqrs, 0, 0,
acdersx, 0, 0,
ekmpqrs, 0, 0,
abflnop, 0, 0,
cdenpqs, 0, 0,
aknrtwy, 0, 0,
deijnsv, 0, 0,
abefist, 0, 0,
defopsu, 0, 0,
efikmrs, 0, 0,
adefjow, 0, 0,
abefirt, 0, 0,
abortwy, 0, 0,
cdeprxy, 0, 0,
dfgorty, 0, 0,
abehirt, 0, 0,
eklostu, 0, 0,
cdeikrt, 0, 0,
abeituy, 0, 0,
bcdeptu, 0, 0,
aeirtuy, 0, 0,
abeirst, 0, 0,
aefgiru, 0, 0,
deklprt, 0, 0,
bdensux, 0, 0,
cdelopr, 0, 0,
deiprsw, 0, 0,
aefinru, 0, 0,
aceinrt, 0, 0,
abehqrt, 0, 0,
aehlrty, 0, 0,
abeijry, 0, 0,
defkopr, 0, 0,
delnpty, 0, 0,
adefhsv, 0, 0,
dehkpsu, 0, 0,
dehkrtu, 0, 0,
dehrstv, 0, 0,
defksuw, 0, 0,
abemrst, 0, 0,
defmnst, 0, 0,
cdegqrs, 0, 0,
dekqrsx, 0, 0,
aekltvy, 0, 0,
achinsw, 0, 0,
cdejors, 0, 0,
abceqrs, 0, 0,
eknpqrs, 0, 0,
abelopt, 0, 0,
cepqrsy, 0, 0,
ahjrtwy, 0, 0,
adejnsv, 0, 0,
aeistwy, 0, 0,
enoprsu, 0, 0,
fimrsux, 0, 0,
abdefrw, 0, 0,
abekmrt, 0, 0,
abinrty, 0, 0,
bcderty, 0, 0,
defortx, 0, 0,
bcehrty, 0, 0,
eilstux, 0, 0,
cdejkor, 0, 0,
abekruy, 0, 0,
bcdeort, 0, 0,
acinrty, 0, 0,
abdeitv, 0, 0,
efilpru, 0, 0,
dekprtw, 0, 0,
enrstux, 0, 0,
cdekors, 0, 0,
efprswy, 0, 0,
afirsuy, 0, 0,
aeginrt, 0, 0,
aehijrt, 0, 0,
abefhrt, 0, 0,
abeilry, 0, 0,
dekopru, 0, 0,
delpstw, 0, 0,
adhnsvw, 0, 0,
dekprsy, 0, 0,
deklrtw, 0, 0,
defhrtv, 0, 0,
defiluw, 0, 0,
abemost, 0, 0,
demorst, 0, 0,
cdemors, 0, 0,
deikqrt, 0, 0,
aekltuv, 0, 0,
acinrtw, 0, 0,
acdekos, 0, 0,
acdemqs, 0, 0,
bdepqrs, 0, 0,
abeglnp, 0, 0,
bcdeprs, 0, 0,
hnqrtwy, 0, 0,
dejnors, 0, 0,
abeqsty, 0, 0,
cefopsu, 0, 0,
efimsuv, 0, 0,
defgorw, 0, 0,
abemnrt, 0, 0,
abiopty, 0, 0,
ceoprty, 0, 0,
dejorty, 0, 0,
abdehry, 0, 0,
aelostx, 0, 0,
dehkort, 0, 0,
abrstuy, 0, 0,
bcdeirt, 0, 0,
aemnrty, 0, 0,
abeijrt, 0, 0,
aefnpru, 0, 0,
deikqrt, 0, 0,
dejnrsu, 0, 0,
cdeiopr, 0, 0,
efiprtw, 0, 0,
adefisu, 0, 0,
aeinrtx, 0, 0,
abehirs, 0, 0,
aehnrty, 0, 0,
abimrty, 0, 0,
dekoprx, 0, 0,
delnstw, 0, 0,
adepsvw, 0, 0,
dehkrsu, 0, 0,
dekqrtu, 0, 0,
defhors, 0, 0,
delnsuw, 0, 0,
abmprst, 0, 0,
dehmost, 0, 0,
celoqrs, 0, 0,
eklqrst, 0, 0,
aegiktv, 0, 0,
achiptw, 0, 0,
cdekoqr, 0, 0,
acdeqsw, 0, 0,
depqrst, 0, 0,
abeklnp, 0, 0,
cdehpqr, 0, 0,
ahjntwy, 0, 0,
dejkrsv, 0, 0,
behisty, 0, 0,
ejoprsu, 0, 0,
efirsuw, 0, 0,
adeflrw, 0, 0,
abimprt, 0, 0,
bgiorty, 0, 0,
deiprty, 0, 0,
defmort, 0, 0,
abeprty, 0, 0,
elorstu, 0, 0,
deikort, 0, 0,
abeiruy, 0, 0,
cdeiprt, 0, 0,
aeiknrt, 0, 0,
abdimrt, 0, 0,
aefiopr, 0, 0,
deikptu, 0, 0,
denstux, 0, 0,
dehkopr, 0, 0,
efijprs, 0, 0,
aeirsux, 0, 0,
aeinrtv, 0, 0,
abehrtv, 0, 0,
abefhrt, 0, 0,
abegirt, 0, 0,
ekmopry, 0, 0,
dejnpst, 0, 0,
adehpsv, 0, 0,
defkpsu, 0, 0,
deklstu, 0, 0,
defkrst, 0, 0,
defjlsu, 0, 0,
abmostw, 0, 0,
bdenost, 0, 0,
acdeqrs, 0, 0,
dekqrtw, 0, 0,
acegklt, 0, 0,
achituw, 0, 0,
cdeorsy, 0, 0,
acdehqs, 0, 0,
deklpqs, 0, 0,
belnopy, 0, 0,
cdeipqr, 0, 0,
ahrtvwy, 0, 0,
bejnrsv, 0, 0,
abeiswy, 0, 0,
efmoprs, 0, 0,
efhirsu, 0, 0,
adeiorw, 0, 0,
abeimtv, 0, 0,
adiorty, 0, 0,
cdepruy, 0, 0,
deortxy, 0, 0,
abhrtvy, 0, 0,
ejlstux, 0, 0,
cdekopr, 0, 0,
beortuy, 0, 0,
bcdfprt, 0, 0,
aeimnty, 0, 0,
abeirty, 0, 0,
efipqru, 0, 0,
dikprtw, 0, 0,
adnrsux, 0, 0,
cdeoprt, 0, 0,
fioprsw, 0, 0,
efirsuw, 0, 0,
aeinqry, 0, 0,
adehirt, 0, 0,
abhkrty, 0, 0,
abefrty, 0, 0,
dejmopr, 0, 0,
denpstw, 0, 0,
adehsuv, 0, 0,
ekprsuv, 0, 0,
defklru, 0, 0,
defhnst, 0, 0,
deflrsw, 0, 0,
abmoqst, 0, 0,
ademnos, 0, 0,
cdekoqr, 0, 0,
deqrstv, 0, 0,
agklntv, 0, 0,
chintuw, 0, 0,
cdehkrs, 0, 0,
acdgqrs, 0, 0,
dekpqsx, 0, 0,
abeklop, 0, 0,
celpqrs, 0, 0,
alnrtwy, 0, 0,
djnrsvy, 0, 0,
abcesty, 0, 0,
ceforsu, 0, 0,
efijmru, 0, 0,
abdefrw, 0, 0,
abeimor, 0, 0,
bikorty, 0, 0,
cekprty, 0, 0,
efortwy, 0, 0,
behrtuy, 0, 0,
eloqstu, 0, 0,
cdehkot, 0, 0,
abertwy, 0, 0,
bcdepqt, 0, 0,
aenprty, 0, 0,
abdeirv, 0, 0,
afiprsu, 0, 0,
defikpt, 0, 0,
adenrux, 0, 0,
cdejkpr, 0, 0,
efinpsw, 0, 0,
efirsuy, 0, 0,
afinrty, 0, 0,
behilrt, 0, 0,
abderty, 0, 0,
abeisty, 0, 0,
demopru, 0, 0,
delmnps, 0, 0,
adehsvy, 0, 0,
dekprsx, 0, 0,
deikltu, 0, 0,
aefhrst, 0, 0,
deglsuw, 0, 0,
abjmort, 0, 0,
dgmnost, 0, 0,
cdepqrs, 0, 0,
djkqrst, 0, 0,
aegiltv, 0, 0,
acfintw, 0, 0,
ceklors, 0, 0,
adeqrsw, 0, 0,
bdkpqrs, 0, 0,
abdelno, 0, 0,
bcdeqrs, 0, 0,
ahintwy, 0, 0,
ejlnrsv, 0, 0,
abeikty, 0, 0,
efmopru, 0, 0,
fgimrsu, 0, 0,
abdefow, 0, 0,
abemprt, 0, 0,
abhiort, 0, 0,
cdertvy, 0, 0,
bdefrty, 0, 0,
aehnrty, 0, 0,
eklstux, 0, 0,
dekoprt, 0, 0,
berstuy, 0, 0,
bcdenpt, 0, 0,
aeirsty, 0, 0,
abdeinr, 0, 0,
aefipuy, 0, 0,
cdekprt, 0, 0,
densuvx, 0, 0,
cdkopru, 0, 0,
eipqrsw, 0, 0,
aefrstu, 0, 0,
aeginty, 0, 0,
abehort, 0, 0,
abhlrty, 0, 0,
abdeirt, 0, 0,
deklmop, 0, 0,
denpstv, 0, 0,
dehmsvw, 0, 0,
dkoprsu, 0, 0,
deklqru, 0, 0,
bdfhrst, 0, 0,
dflsuvw, 0, 0,
bemorst, 0, 0,
degmnot, 0, 0,
deoqrsv, 0, 0,
dekqrtv, 0, 0,
abegltv, 0, 0,
acinptw, 0, 0,
cdejkor, 0, 0,
acdersu, 0, 0,
dkopqrs, 0, 0,
beilnop, 0, 0,
cdejpqs, 0, 0,
aehntwy, 0, 0,
dejnpsv, 0, 0,
abestwy, 0, 0,
efhorsu, 0, 0,
efirsux, 0, 0,
adekorw, 0, 0,
abfimrt, 0, 0,
abcorty, 0, 0,
cdehrty, 0, 0,
dfoqrty, 0, 0,
aehkrty, 0, 0,
ejlstux, 0, 0,
deikort, 0, 0,
abepruy, 0, 0,
bcdprtx, 0, 0,
aeijnty, 0, 0,
abdeprt, 0, 0,
efipqru, 0, 0,
deikmpr, 0, 0,
deinrsx, 0, 0,
cdekopq, 0, 0,
efipqsw, 0, 0,
acefirs, 0, 0,
adeinrt, 0, 0,
abehilr, 0, 0,
abehpty, 0, 0,
aeirsty, 0, 0,
dehkmop, 0, 0,
delnrst, 0, 0,
adehmsw, 0, 0,
degkpsu, 0, 0,
efklrtu, 0, 0,
dfhrstv, 0, 0,
defksuw, 0, 0,
ablmort, 0, 0,
demnotx, 0, 0,
cdeopqs, 0, 0,
ekqrstx, 0, 0,
aegklpv, 0, 0,
acehitw, 0, 0,
acdeors, 0, 0,
adepqrs, 0, 0,
dekqrsu, 0, 0,
aelnopt, 0, 0,
bcepqrs, 0, 0,
achrtwy, 0, 0,
dejknsv, 0, 0,
abepsty, 0, 0,
eflopsu, 0, 0,
fimqrsu, 0, 0,
adfiorw, 0, 0,
abemrtv, 0, 0,
abioqry, 0, 0,
cdeipry, 0, 0,
cdefoty, 0, 0,
abehkrt, 0, 0,
eorstux, 0, 0,
cegkort, 0, 0,
abeortu, 0, 0,
bdepqrt, 0, 0,
deinrty, 0, 0,
abeilrt, 0, 0,
efilpru, 0, 0,
deiknpr, 0, 0,
dnrsuxy, 0, 0,
cdeoprv, 0, 0,
efirsuw, 0, 0,
aefhrsu, 0, 0,
aeinoty, 0, 0,
aehijrt, 0, 0,
behjrty, 0, 0,
abemrty, 0, 0,
dekmnor, 0, 0,
delopst, 0, 0,
adehpvw, 0, 0,
deiprsu, 0, 0,
cdekrtu, 0, 0,
dehrstx, 0, 0,
defjluw, 0, 0,
agmorst, 0, 0,
dmnostw, 0, 0,
cdeoqsx, 0, 0,
djkqrst, 0, 0,
aeglqtv, 0, 0,
achntuw, 0, 0,
cdekost, 0, 0,
acdqrst, 0, 0,
deikpqs, 0, 0,
abelopv, 0, 0,
cepqrsx, 0, 0,
ahnrtuy, 0, 0,
demnrsv, 0, 0,
abeistv, 0, 0,
befprsu, 0, 0,
fijmrsu, 0, 0,
adeiorw, 0, 0,
abeinrt, 0, 0,
adiorty, 0, 0,
cdejpty, 0, 0,
deforst, 0, 0,
behmrty, 0, 0,
ilostux, 0, 0,
cdekrty, 0, 0,
aefrtuy, 0, 0,
bcepqrt, 0, 0,
ceinrty, 0, 0,
abdeirs, 0, 0,
aefipuy, 0, 0,
dikoprt, 0, 0,
cdenrsx, 0, 0,
ceknopr, 0, 0,
efjprsw, 0, 0,
efiorsu, 0, 0,
abeinry, 0, 0,
abehirv, 0, 0,
aehnrty, 0, 0,
abefirt, 0, 0,
dkmopry, 0, 0,
elnpstv, 0, 0,
adehisw, 0, 0,
dkoprsu, 0, 0,
deklprt, 0, 0,
defkrst, 0, 0,
defluvw, 0, 0,
bemorst, 0, 0,
adenost, 0, 0,
bcdoqrs, 0, 0,
dekoqst, 0, 0,
aegkqtv, 0, 0,
achijtw, 0, 0,
cdegors, 0, 0,
acdejrs, 0, 0,
ekpqrsw, 0, 0,
abenopu, 0, 0,
cdepqrv, 0, 0,
ahlnrtw, 0, 0,
dejnrsu, 0, 0,
abdeity, 0, 0,
defprsu, 0, 0,
efimpsu, 0, 0,
adforvw, 0, 0,
beimnrt, 0, 0,
abfioty, 0, 0,
demprty, 0, 0,
dejorty, 0, 0,
abghrty, 0, 0,
eloqsux, 0, 0,
cdeoqrt, 0, 0,
abeituy, 0, 0,
bdeprtx, 0, 0,
einrsty, 0, 0,
abdertw, 0, 0,
aefipux, 0, 0,
deioprt, 0, 0,
dmnrsux, 0, 0,
cdekpry, 0, 0,
eipqrsw, 0, 0,
abefiru, 0, 0,
adeinty, 0, 0,
behiqrt, 0, 0,
abeirty, 0, 0,
aeirtuy, 0, 0,
dekmpry, 0, 0,
dejlnpt, 0, 0,
adeosvw, 0, 0,
eikprsu, 0, 0,
ejklrtu, 0, 0,
defhprs, 0, 0,
adflsuw, 0, 0,
abforst, 0, 0,
denostw, 0, 0,
cdeoqsv, 0, 0,
aekqrst, 0, 0,
aekltvy, 0, 0,
acehitw, 0, 0,
cdekorx, 0, 0,
acdiqrs, 0, 0,
dekqrsy, 0, 0,
abeflnp, 0, 0,
cdepqst, 0, 0,
ajnrtwy, 0, 0,
djnrstv, 0, 0,
beiosty, 0, 0,
efjorsu, 0, 0,
efimrux, 0, 0,
aefoprw, 0, 0,
abeinrt, 0, 0,
ainorty, 0, 0,
ceprtuy, 0, 0,
efjorty, 0, 0,
abehnty, 0, 0,
elnstux, 0, 0,
dekortu, 0, 0,
bekrtuy, 0, 0,
bcdprtv, 0, 0,
ainrtwy, 0, 0,
abeirty, 0, 0,
aeipqru, 0, 0,
adeikpt, 0, 0,
bdensux, 0, 0,
cdekopu, 0, 0,
efikpsw, 0, 0,
aefisux, 0, 0,
aeinqty, 0, 0,
abhiprt, 0, 0,
abefhry, 0, 0,
abeqrty, 0, 0,
dfkmopr, 0, 0,
delnptv, 0, 0,
aehosvw, 0, 0,
dehkpsu, 0, 0,
eklrtuv, 0, 0,
bdefrst, 0, 0,
defgsuw, 0, 0,
abmnort, 0, 0,
denorst, 0, 0,
cdeioqs, 0, 0,
dekqrsx, 0, 0,
aegklqv, 0, 0,
abchint, 0, 0,
deikors, 0, 0,
acdeqsy, 0, 0,
ekpqrsw, 0, 0,
abeklno, 0, 0,
cdepqsw, 0, 0,
ahnprwy, 0, 0,
degjnrs, 0, 0,
beijsty, 0, 0,
efopsuy, 0, 0,
efimnrs, 0, 0,
aefhorw, 0, 0,
abeimtu, 0, 0,
biortvy, 0, 0,
dehprty, 0, 0,
bdefort, 0, 0,
abehqrt, 0, 0,
eklstux, 0, 0,
cdegort, 0, 0,
abenrty, 0, 0,
bcekprt, 0, 0,
aceinrt, 0, 0,
abeirst, 0, 0,
adefpru, 0, 0,
deikpst, 0, 0,
dekrsux, 0, 0,
cdelopr, 0, 0,
efipsuw, 0, 0,
aeirsuw, 0, 0,
eginrty, 0, 0,
behikrt, 0, 0,
abertwy, 0, 0,
befirty, 0, 0,
dehmopr, 0, 0,
bdlnpst, 0, 0,
adeghsv, 0, 0,
deikpsu, 0, 0,
dekltux, 0, 0,
efhkrst, 0, 0,
dflmsuw, 0, 0,
ablmors, 0, 0,
dmnostx, 0, 0,
cdelqrs, 0, 0,
degkqrt, 0, 0,
adekltv, 0, 0,
chintvw, 0, 0,
cdekoru, 0, 0,
acdepqr, 0, 0,
dekpqry, 0, 0,
aejlnop, 0, 0,
deopqrs, 0, 0,
adhnrty, 0, 0,
bdejnsv, 0, 0,
beipsty, 0, 0,
efiprsu, 0, 0,
efimsux, 0, 0,
adefopr, 0, 0,
aehimrt, 0, 0,
abeorty, 0, 0,
cdemrty, 0, 0,
eforsty, 0, 0,
abenrty, 0, 0,
aelotux, 0, 0,
cdekorw, 0, 0,
begrtuy, 0, 0,
cdeprst, 0, 0,
aeinprt, 0, 0,
abdirty, 0, 0,
efilpru, 0, 0,
deikptv, 0, 0,
denrsxy, 0, 0,
adekopr, 0, 0,
fiprswy, 0, 0,
efirstu, 0, 0,
aemnrty, 0, 0,
abehrst, 0, 0,
abehirt, 0, 0,
beiprty, 0, 0,
dejkmpr, 0, 0,
dglnpst, 0, 0,
abdehvw, 0, 0,
bdekpru, 0, 0,
dklortu, 0, 0,
defgrst, 0, 0,
deflnuw, 0, 0,
abmnost, 0, 0,
dehmnos, 0, 0,
cdmoqrs, 0, 0,
bdekqrt, 0, 0,
aegklnt, 0, 0,
achinpw, 0, 0,
cdekrsu, 0, 0,
cdenqrs, 0, 0,
degpqrs, 0, 0,
abelnpx, 0, 0,
cdelpqs, 0, 0,
abhnrtw, 0, 0,
dejnqrs, 0, 0,
abestvy, 0, 0,
efhoprs, 0, 0,
efimrsx, 0, 0,
adfortw, 0, 0,
abeijmr, 0, 0,
abdiort, 0, 0,
cenprty, 0, 0,
dfortuy, 0, 0,
abderty, 0, 0,
elortux, 0, 0,
cdkoprt, 0, 0,
abeqtuy, 0, 0,
bcdejrt, 0, 0,
aefinty, 0, 0,
bdeirty, 0, 0,
aehipru, 0, 0,
deikqrt, 0, 0,
denrsxy, 0, 0,
cdhkopr, 0, 0,
efimprs, 0, 0,
aeiqrsu, 0, 0,
eijnrty, 0, 0,
abhimrt, 0, 0,
aehrtvy, 0, 0,
abeimry, 0, 0,
dekmopx, 0, 0,
delnptx, 0, 0,
adfhsvw, 0, 0,
defkpsu, 0, 0,
efklrtu, 0, 0,
dfhrsty, 0, 0,
aeflsuw, 0, 0,
aboqrst, 0, 0,
demnstu, 0, 0,
cdeqrst, 0, 0,
dekoqst, 0, 0,
egkltvw, 0, 0,
acehntw, 0, 0,
cdeorsv, 0, 0,
abceqrs, 0, 0,
cdkpqrs, 0, 0,
abglnop, 0, 0,
cdgpqrs, 0, 0,
abhrtwy, 0, 0,
denrsvx, 0, 0,
abefsty, 0, 0,
efhprsu, 0, 0,
fimrsuv, 0, 0,
aeforvw, 0, 0,
abehirt, 0, 0,
abikoty, 0, 0,
cdelpty, 0, 0,
cdeorty, 0, 0,
abeghry, 0, 0,
egostux, 0, 0,
cdekmot, 0, 0,
abcerty, 0, 0,
bcdeptw, 0, 0,
aehinry, 0, 0,
abdemrt, 0, 0,
aefiqru, 0, 0,
deikrty, 0, 0,
dnqrsux, 0, 0,
cdekory, 0, 0,
efilprw, 0, 0,
aefhisu, 0, 0,
adeinrt, 0, 0,
abehrtv, 0, 0,
behmrty, 0, 0,
beikrty, 0, 0,
dekopqr, 0, 0,
delnpsu, 0, 0,
acehsvw, 0, 0,
adekprs, 0, 0,
deklmtu, 0, 0,
efhrstx, 0, 0,
dfhlsuw, 0, 0,
abjmors, 0, 0,
cdemnst, 0, 0,
cdeiors, 0, 0,
dekrstv, 0, 0,
agklmtv, 0, 0,
acinqtw, 0, 0,
acdekor, 0, 0,
adeqrsu, 0, 0,
eklpqrs, 0, 0,
belnopv, 0, 0,
depqrsy, 0, 0,
anrtwxy, 0, 0,
aejnrsv, 0, 0,
abejsty, 0, 0,
eoprstu, 0, 0,
efimnsu, 0, 0,
adefjrw, 0, 0,
aeimrst, 0, 0,
abhorty, 0, 0,
cdertwy, 0, 0,
delorty, 0, 0,
abfhrty, 0, 0,
aelotux, 0, 0,
cdeoprt, 0, 0,
abkrtuy, 0, 0,
bcdejrt, 0, 0,
aeirtvy, 0, 0,
bdeirty, 0, 0,
abeipru, 0, 0,
eikmprt, 0, 0,
deknrsu, 0, 0,
cdkoprx, 0, 0,
efoprsw, 0, 0,
aefisuy, 0, 0,
aeintuy, 0, 0,
aehiqrt, 0, 0,
beghrty, 0, 0,
abcerty, 0, 0,
dgkmopr, 0, 0,
dehlnpt, 0, 0,
bdehsvw, 0, 0,
dekqrsu, 0, 0,
delnrtu, 0, 0,
deflrst, 0, 0,
dfjlsuw, 0, 0,
abfmrst, 0, 0,
dimnost, 0, 0,
deoqrst, 0, 0,
degkrst, 0, 0,
aeglrtv, 0, 0,
acgintw, 0, 0,
