vocabs, center, score
ejnorsx, 0, 0,
degjnpx, 0, 0,
denruxy, 0, 0,
aeilrty, 0, 0,
egijkrv, 0, 0,
efhiltv, 0, 0,
deginwy, 0, 0,
elqstux, 0, 0,
hijlowx, 0, 0,
abjltuy, 0, 0,
aeioqtu, 0, 0,
ainqtuy, 0, 0,
ahiltwy, 0, 0,
cdgkqrs, 0, 0,
defoqry, 0, 0,
fghiosu, 0, 0,
abcdfko, 0, 0,
dejmnsx, 0, 0,
defgjrx, 0, 0,
ejrtuxy, 0, 0,
aeiprty, 0, 0,
egjkprv, 0, 0,
ehilmot, 0, 0,
deginty, 0, 0,
flstuxy, 0, 0,
fhilosx, 0, 0,
abdjluy, 0, 0,
efjoqtu, 0, 0,
acintwy, 0, 0,
ahiotwy, 0, 0,
cdkqrsv, 0, 0,
eforuwy, 0, 0,
ghimnos, 0, 0,
abdfilo, 0, 0,
dehjnsx, 0, 0,
defgjnr, 0, 0,
aderuxy, 0, 0,
abeikty, 0, 0,
degkrvx, 0, 0,
efhlnot, 0, 0,
definxy, 0, 0,
elstuwx, 0, 0,
dhilowx, 0, 0,
bcfjluy, 0, 0,
acefoqt, 0, 0,
aintwxy, 0, 0,
ahinrty, 0, 0,
cdejkqr, 0, 0,
efjorwy, 0, 0,
ghimops, 0, 0,
adfikoy, 0, 0,
dejprsx, 0, 0,
dejnrxy, 0, 0,
djmruxy, 0, 0,
abeinrt, 0, 0,
degjknr, 0, 0,
efghlot, 0, 0,
cdfginy, 0, 0,
flrstux, 0, 0,
ehilosx, 0, 0,
abcejlu, 0, 0,
adfoqtu, 0, 0,
intuvwy, 0, 0,
ahintwx, 0, 0,
bcdekqr, 0, 0,
defopwy, 0, 0,
eghimou, 0, 0,
bdfikno, 0, 0,
defjrsx, 0, 0,
cegjnrx, 0, 0,
adejruy, 0, 0,
abilrty, 0, 0,
adejkrv, 0, 0,
efhloty, 0, 0,
definvy, 0, 0,
aeflstx, 0, 0,
hilosvw, 0, 0,
abcjkly, 0, 0,
aeloqtu, 0, 0,
instuwy, 0, 0,
ailntwy, 0, 0,
cdeikqs, 0, 0,
dforuwy, 0, 0,
ghimouw, 0, 0,
abfikos, 0, 0,
djnrsvx, 0, 0,
dejnrvx, 0, 0,
deruwxy, 0, 0,
aeirsty, 0, 0,
egjkrvy, 0, 0,
efhiltw, 0, 0,
definry, 0, 0,
efqstux, 0, 0,
hkloswx, 0, 0,
abcjlmy, 0, 0,
adefqtu, 0, 0,
ainotuy, 0, 0,
aintvwy, 0, 0,
cdejkqs, 0, 0,
dfhorwy, 0, 0,
ghmoqsu, 0, 0,
abfikot, 0, 0,
dejmnrs, 0, 0,
egjnrux, 0, 0,
bdejuxy, 0, 0,
abeijrt, 0, 0,
degikrv, 0, 0,
efhilqt, 0, 0,
adefgny, 0, 0,
efltuvx, 0, 0,
hlmoswx, 0, 0,
acejluy, 0, 0,
afoqtux, 0, 0,
agntuwy, 0, 0,
abintwy, 0, 0,
cdekrsy, 0, 0,
deorswy, 0, 0,
eghimou, 0, 0,
abdfgko, 0, 0,
dejorsx, 0, 0,
cdgjnrx, 0, 0,
djnruxy, 0, 0,
abilrty, 0, 0,
bdegkrv, 0, 0,
efhilmt, 0, 0,
defgily, 0, 0,
eglstux, 0, 0,
ilosvwx, 0, 0,
abcjlux, 0, 0,
aefoqtx, 0, 0,
aituwxy, 0, 0,
aghintw, 0, 0,
cdekqsw, 0, 0,
dforswy, 0, 0,
gimopsu, 0, 0,
bdfhiko, 0, 0,
dfjnrsx, 0, 0,
degnrwx, 0, 0,
cdejrux, 0, 0,
abeinty, 0, 0,
degjkry, 0, 0,
ehilnot, 0, 0,
defginx, 0, 0,
efstuvx, 0, 0,
hilotwx, 0, 0,
abcjlqu, 0, 0,
acefoqu, 0, 0,
ainptuw, 0, 0,
achinwy, 0, 0,
cdekrsw, 0, 0,
efmorwy, 0, 0,
fghimos, 0, 0,
abfikov, 0, 0,
bejnrsx, 0, 0,
deghnrx, 0, 0,
dekruxy, 0, 0,
beirtvy, 0, 0,
bdgjkrv, 0, 0,
efhiltu, 0, 0,
defgikn, 0, 0,
efnstux, 0, 0,
hilosxy, 0, 0,
abdjluy, 0, 0,
aefnotu, 0, 0,
ainrtuy, 0, 0,
ahinstw, 0, 0,
cdekmrs, 0, 0,
deforty, 0, 0,
ghimouv, 0, 0,
abdfklo, 0, 0,
dehnrsx, 0, 0,
cdgjnrx, 0, 0,
ejqruxy, 0, 0,
abeqrty, 0, 0,
dejkmrv, 0, 0,
efilnot, 0, 0,
definuy, 0, 0,
flstuwx, 0, 0,
dhioswx, 0, 0,
acjlnuy, 0, 0,
efoqstu, 0, 0,
agituwy, 0, 0,
hinrtwy, 0, 0,
cekmqrs, 0, 0,
defjory, 0, 0,
ehimosu, 0, 0,
abdfios, 0, 0,
defnrsx, 0, 0,
degjlnx, 0, 0,
deijruy, 0, 0,
beiqrty, 0, 0,
dgjkruv, 0, 0,
efgilot, 0, 0,
defgixy, 0, 0,
efltuvx, 0, 0,
hlostwx, 0, 0,
abjluvy, 0, 0,
afopqtu, 0, 0,
agintwy, 0, 0,
afhntwy, 0, 0,
cekqrsw, 0, 0,
defirwy, 0, 0,
fghimos, 0, 0,
abdfgio, 0, 0,
adejnrs, 0, 0,
degjnpr, 0, 0,
deruvxy, 0, 0,
aeirsty, 0, 0,
degjkvy, 0, 0,
cehilot, 0, 0,
adefgny, 0, 0,
ceflstx, 0, 0,
hjloswx, 0, 0,
abcjlru, 0, 0,
efoqtuy, 0, 0,
abintuw, 0, 0,
achitwy, 0, 0,
cdehkqs, 0, 0,
defiory, 0, 0,
hilmosu, 0, 0,
adfikow, 0, 0,
ejlnrsx, 0, 0,
dgjlnrx, 0, 0,
djnruxy, 0, 0,
abeijry, 0, 0,
cdgjkrv, 0, 0,
efhinot, 0, 0,
adefgiy, 0, 0,
elstuxy, 0, 0,
ilorswx, 0, 0,
abcjlmy, 0, 0,
aeoqtuv, 0, 0,
antuwxy, 0, 0,
ahlntwy, 0, 0,
cdhkqrs, 0, 0,
defrswy, 0, 0,
ghimost, 0, 0,
adfikor, 0, 0,
cdjnrsx, 0, 0,
dgjnrvx, 0, 0,
djruwxy, 0, 0,
abertxy, 0, 0,
egjkrtv, 0, 0,
aefhilo, 0, 0,
defgikn, 0, 0,
eflpsux, 0, 0,
ahloswx, 0, 0,
abcjlny, 0, 0,
aeoqstu, 0, 0,
ainrtuy, 0, 0,
ahiptwy, 0, 0,
cdekoqs, 0, 0,
defmowy, 0, 0,
chimosu, 0, 0,
bdfikov, 0, 0,
bdjnrsx, 0, 0,
degjnrt, 0, 0,
deiruxy, 0, 0,
abgirty, 0, 0,
dejkruv, 0, 0,
efhioqt, 0, 0,
definxy, 0, 0,
efltuwx, 0, 0,
ailoswx, 0, 0,
abcdluy, 0, 0,
aefqrtu, 0, 0,
ainotuw, 0, 0,
ahinpwy, 0, 0,
cdeknrs, 0, 0,
deforsy, 0, 0,
ahimosu, 0, 0,
abdfiou, 0, 0,
dejnsvx, 0, 0,
degjlrx, 0, 0,
ejruwxy, 0, 0,
abceiry, 0, 0,
cdegjrv, 0, 0,
efhinot, 0, 0,
aefginy, 0, 0,
efnstux, 0, 0,
hilnowx, 0, 0,
abceluy, 0, 0,
efioqtu, 0, 0,
imntuwy, 0, 0,
afintwy, 0, 0,
cdkqrst, 0, 0,
defgorw, 0, 0,
ghjmosu, 0, 0,
abdfikw, 0, 0,
ejnrswx, 0, 0,
degjrwx, 0, 0,
deijrux, 0, 0,
aeiorty, 0, 0,
dejkqrv, 0, 0,
cefhilt, 0, 0,
cdefgiy, 0, 0,
eflnstx, 0, 0,
hijoswx, 0, 0,
abcjlnu, 0, 0,
defoqtu, 0, 0,
aijnuwy, 0, 0,
ahiptwy, 0, 0,
cdeiqrs, 0, 0,
defnrwy, 0, 0,
gijmosu, 0, 0,
abcdfio, 0, 0,
denrsvx, 0, 0,
degjmnr, 0, 0,
dejuwxy, 0, 0,
aeiorty, 0, 0,
degjksv, 0, 0,
ehilotw, 0, 0,
defgikn, 0, 0,
eflqtux, 0, 0,
hiloqwx, 0, 0,
acjluxy, 0, 0,
aefhqtu, 0, 0,
instuwy, 0, 0,
aijntwy, 0, 0,
acdekqr, 0, 0,
deflorw, 0, 0,
ghimoqu, 0, 0,
adfgiko, 0, 0,
cdejrsx, 0, 0,
dejmnrx, 0, 0,
dejqrxy, 0, 0,
abdeiry, 0, 0,
degjkru, 0, 0,
fhiloqt, 0, 0,
defginr, 0, 0,
efhlstx, 0, 0,
hilsvwx, 0, 0,
acjluxy, 0, 0,
adefqtu, 0, 0,
abntuwy, 0, 0,
afhintw, 0, 0,
cdenqrs, 0, 0,
defrwxy, 0, 0,
aghmosu, 0, 0,
abfhiko, 0, 0,
dejnosx, 0, 0,
defgnrx, 0, 0,
dehjrux, 0, 0,
begirty, 0, 0,
deghjkv, 0, 0,
behilot, 0, 0,
definoy, 0, 0,
eflpstx, 0, 0,
ghilowx, 0, 0,
abcjluv, 0, 0,
aefqrtu, 0, 0,
bintuwy, 0, 0,
achintw, 0, 0,
cdkqrsw, 0, 0,
defoprw, 0, 0,
ghijosu, 0, 0,
abfgiko, 0, 0,
dejorsx, 0, 0,
deghnrx, 0, 0,
efjruxy, 0, 0,
abeiory, 0, 0,
degjksv, 0, 0,
cehilot, 0, 0,
defhiny, 0, 0,
efgstux, 0, 0,
hilosux, 0, 0,
abcjlry, 0, 0,
afoqtuy, 0, 0,
ainuwxy, 0, 0,
ahinrtw, 0, 0,
cdekrst, 0, 0,
defnowy, 0, 0,
cgimosu, 0, 0,
abdfioy, 0, 0,
dejmrsx, 0, 0,
adegnrx, 0, 0,
adejrxy, 0, 0,
abiqrty, 0, 0,
degjrvy, 0, 0,
efghilo, 0, 0,
dfginwy, 0, 0,
eflmsux, 0, 0,
ahloswx, 0, 0,
abjluwy, 0, 0,
afkoqtu, 0, 0,
ikntuwy, 0, 0,
ahntuwy, 0, 0,
cdkpqrs, 0, 0,
adefory, 0, 0,
aghiosu, 0, 0,
adfikoq, 0, 0,
djnrswx, 0, 0,
degjnox, 0, 0,
dejpruy, 0, 0,
aeimrty, 0, 0,
degjksv, 0, 0,
efhlotv, 0, 0,
definty, 0, 0,
efmstux, 0, 0,
hlnoswx, 0, 0,
bcjluvy, 0, 0,
aefkoqu, 0, 0,
aikntuy, 0, 0,
ahilntw, 0, 0,
cdejkrs, 0, 0,
aeforwy, 0, 0,
gimnosu, 0, 0,
abdfijk, 0, 0,
adejnrx, 0, 0,
egjnrvx, 0, 0,
dejuvxy, 0, 0,
abeorty, 0, 0,
egjkrtv, 0, 0,
aehilot, 0, 0,
defgity, 0, 0,
eflrtux, 0, 0,
hilosxy, 0, 0,
bcjlquy, 0, 0,
aefqstu, 0, 0,
aintuxy, 0, 0,
abintwy, 0, 0,
dekoqrs, 0, 0,
deflory, 0, 0,
eghimos, 0, 0,
abdfikx, 0, 0,
dejrswx, 0, 0,
degknrx, 0, 0,
ejpruxy, 0, 0,
aeiqrty, 0, 0,
degjlrv, 0, 0,
afhilot, 0, 0,
dfgilny, 0, 0,
elqstux, 0, 0,
hlopswx, 0, 0,
acjlouy, 0, 0,
aefgqtu, 0, 0,
agintuy, 0, 0,
ahintwx, 0, 0,
bcekqrs, 0, 0,
dfhorwy, 0, 0,
gimosuw, 0, 0,
abfhiko, 0, 0,
dejnprx, 0, 0,
cdegnrx, 0, 0,
bejruxy, 0, 0,
abhirty, 0, 0,
degjkpr, 0, 0,
cehilot, 0, 0,
defginp, 0, 0,
efhlsux, 0, 0,
hilopsw, 0, 0,
acejluy, 0, 0,
aefoptu, 0, 0,
abintwy, 0, 0,
ahitwxy, 0, 0,
cdkqrsu, 0, 0,
deforsw, 0, 0,
gikmosu, 0, 0,
adfikmo, 0, 0,
dejnrsw, 0, 0,
degjnor, 0, 0,
dejpuxy, 0, 0,
aeijrty, 0, 0,
bdegjkr, 0, 0,
efhlotv, 0, 0,
defgily, 0, 0,
eflmtux, 0, 0,
hilopwx, 0, 0,
bcjltuy, 0, 0,
afoqtuy, 0, 0,
aijntuw, 0, 0,
abhinty, 0, 0,
cdekqrv, 0, 0,
deorwxy, 0, 0,
himosux, 0, 0,
abcdfko, 0, 0,
ejnrsux, 0, 0,
degjknr, 0, 0,
dejrvxy, 0, 0,
abcirty, 0, 0,
degknrv, 0, 0,
efhlotv, 0, 0,
defgioy, 0, 0,
elstuxy, 0, 0,
hilorsw, 0, 0,
abcjsuy, 0, 0,
afmoqtu, 0, 0,
amntuwy, 0, 0,
ahmntwy, 0, 0,
dekpqrs, 0, 0,
eflorwy, 0, 0,
gimnosu, 0, 0,
adfijko, 0, 0,
degjnrs, 0, 0,
egjnrwx, 0, 0,
adejuxy, 0, 0,
beiprty, 0, 0,
deghjrv, 0, 0,
ehilopt, 0, 0,
defghin, 0, 0,
efltuwx, 0, 0,
hioqswx, 0, 0,
abchjuy, 0, 0,
aefqtux, 0, 0,
ainptuw, 0, 0,
ahintuw, 0, 0,
cekqrsy, 0, 0,
efnorwy, 0, 0,
dghimsu, 0, 0,
abdfgio, 0, 0,
dejnprs, 0, 0,
degnrxy, 0, 0,
dejpruy, 0, 0,
aeirtvy, 0, 0,
degkprv, 0, 0,
efhklot, 0, 0,
deginuy, 0, 0,
eflpsux, 0, 0,
chioswx, 0, 0,
abcjouy, 0, 0,
aehoqtu, 0, 0,
akntuwy, 0, 0,
ehintwy, 0, 0,
cdjkqrs, 0, 0,
deflorw, 0, 0,
bgimosu, 0, 0,
abcdfio, 0, 0,
adejnsx, 0, 0,
degjknx, 0, 0,
deijuxy, 0, 0,
abeijrt, 0, 0,
dgjkqrv, 0, 0,
efhklot, 0, 0,
dfghiny, 0, 0,
eflpstx, 0, 0,
hilovwx, 0, 0,
acjlquy, 0, 0,
abfoqtu, 0, 0,
ainotwy, 0, 0,
ahinvwy, 0, 0,
acdekqr, 0, 0,
defotwy, 0, 0,
aghimou, 0, 0,
abdefko, 0, 0,
dejmnrs, 0, 0,
degjnvx, 0, 0,
ejruwxy, 0, 0,
aegirty, 0, 0,
degkrtv, 0, 0,
defhilo, 0, 0,
cdefgiy, 0, 0,
flostux, 0, 0,
hjloswx, 0, 0,
acjlmuy, 0, 0,
efnoqtu, 0, 0,
alntuwy, 0, 0,
afhntwy, 0, 0,
cekoqrs, 0, 0,
defgrwy, 0, 0,
fghimou, 0, 0,
abdikor, 0, 0,
defjrsx, 0, 0,
degjnrw, 0, 0,
dijruxy, 0, 0,
abeikrt, 0, 0,
cdegkrv, 0, 0,
efhlopt, 0, 0,
efgikny, 0, 0,
eflmsux, 0, 0,
eiloswx, 0, 0,
acfjluy, 0, 0,
aekoqtu, 0, 0,
ainpuwy, 0, 0,
aehinwy, 0, 0,
dekqrsx, 0, 0,
dfortwy, 0, 0,
gimosux, 0, 0,
abfikos, 0, 0,
aejnrsx, 0, 0,
dehjnrx, 0, 0,
dejuwxy, 0, 0,
aefirty, 0, 0,
degjkqv, 0, 0,
efhilrt, 0, 0,
adefgin, 0, 0,
ejlstux, 0, 0,
dhloswx, 0, 0,
abjltuy, 0, 0,
defoqtu, 0, 0,
aituvwy, 0, 0,
ahiktwy, 0, 0,
cdeqrsu, 0, 0,
defkorw, 0, 0,
gimosuy, 0, 0,
adefiko, 0, 0,
defjnrs, 0, 0,
dejnprx, 0, 0,
ejpruxy, 0, 0,
abcirty, 0, 0,
cdejkrv, 0, 0,
efhlnot, 0, 0,
defgnry, 0, 0,
efhltux, 0, 0,
ahilosx, 0, 0,
abjluvy, 0, 0,
afmoqtu, 0, 0,
ainptuw, 0, 0,
fhintwy, 0, 0,
cdfkqrs, 0, 0,
deflorw, 0, 0,
ghiopsu, 0, 0,
adfikop, 0, 0,
ejlnrsx, 0, 0,
degjrwx, 0, 0,
adjruxy, 0, 0,
aeiprty, 0, 0,
dgjkorv, 0, 0,
efhlotx, 0, 0,
defginx, 0, 0,
efjlsux, 0, 0,
ehilowx, 0, 0,
acjlnuy, 0, 0,
afkoqtu, 0, 0,
imntuwy, 0, 0,
aimntwy, 0, 0,
cdefkqs, 0, 0,
deforuy, 0, 0,
ghilmou, 0, 0,
abdfhio, 0, 0,
delnrsx, 0, 0,
degjrux, 0, 0,
ejrsuxy, 0, 0,
abhirty, 0, 0,
degjkvx, 0, 0,
ehiklot, 0, 0,
degilny, 0, 0,
elstuxy, 0, 0,
hilnswx, 0, 0,
bcfjluy, 0, 0,
efoqtuy, 0, 0,
adintuw, 0, 0,
afhintw, 0, 0,
acdekqr, 0, 0,
defnrwy, 0, 0,
ghioqsu, 0, 0,
abdfikp, 0, 0,
degnrsx, 0, 0,
degknrx, 0, 0,
dejruwx, 0, 0,
beirtuy, 0, 0,
degjorv, 0, 0,
cefilot, 0, 0,
bdefgin, 0, 0,
ehlstux, 0, 0,
dhilswx, 0, 0,
acjlquy, 0, 0,
aefoqty, 0, 0,
ainqtuw, 0, 0,
ahinwxy, 0, 0,
defkqrs, 0, 0,
deoruwy, 0, 0,
gimopsu, 0, 0,
abdfgko, 0, 0,
defjnrx, 0, 0,
defgjnx, 0, 0,
dehjruy, 0, 0,
abefiry, 0, 0,
deghjrv, 0, 0,
efhilou, 0, 0,
efginqy, 0, 0,
eflpstx, 0, 0,
hilosvx, 0, 0,
abcgjuy, 0, 0,
aegoqtu, 0, 0,
ahinuwy, 0, 0,
ahinpwy, 0, 0,
cdjkqrs, 0, 0,
bdeorwy, 0, 0,
himosuv, 0, 0,
abdikoy, 0, 0,
dejnsux, 0, 0,
degjprx, 0, 0,
dejrsux, 0, 0,
abefity, 0, 0,
egjkqrv, 0, 0,
efilotx, 0, 0,
defgimy, 0, 0,
delstux, 0, 0,
hijoswx, 0, 0,
abcjloy, 0, 0,
aefnoqt, 0, 0,
ikntuwy, 0, 0,
ahnstwy, 0, 0,
cdkqrst, 0, 0,
defoqry, 0, 0,
gimorsu, 0, 0,
abfikox, 0, 0,
delnrsx, 0, 0,
dgjnrux, 0, 0,
dehjruy, 0, 0,
beiorty, 0, 0,
egijkrv, 0, 0,
aefhilt, 0, 0,
defgins, 0, 0,
fhlstux, 0, 0,
dhioswx, 0, 0,
abcluwy, 0, 0,
afgoqtu, 0, 0,
adintuw, 0, 0,
ahiqtwy, 0, 0,
cdekqrt, 0, 0,
ceforwy, 0, 0,
aghmosu, 0, 0,
bdfhiko, 0, 0,
deijnrs, 0, 0,
defgjnx, 0, 0,
dejnrux, 0, 0,
abeikry, 0, 0,
bdgjkrv, 0, 0,
efhilty, 0, 0,
defginx, 0, 0,
efilstu, 0, 0,
fhioswx, 0, 0,
bcjkluy, 0, 0,
aefopqt, 0, 0,
aituvwy, 0, 0,
ahnqtwy, 0, 0,
cdehkqs, 0, 0,
dfortwy, 0, 0,
ghimoqs, 0, 0,
abdfijk, 0, 0,
deknrsx, 0, 0,
defgjnr, 0, 0,
adejrux, 0, 0,
aeiprty, 0, 0,
degklrv, 0, 0,
efhilou, 0, 0,
defginq, 0, 0,
flnstux, 0, 0,
hiklowx, 0, 0,
abcjlvy, 0, 0,
aefortu, 0, 0,
agituwy, 0, 0,
ahintxy, 0, 0,
cdegqrs, 0, 0,
beforwy, 0, 0,
egimosu, 0, 0,
abdfiop, 0, 0,
dejnrxy, 0, 0,
bdegnrx, 0, 0,
djrsuxy, 0, 0,
aeikrty, 0, 0,
deghjkr, 0, 0,
efhloty, 0, 0,
defikny, 0, 0,
cefltux, 0, 0,
hlopswx, 0, 0,
bcjluwy, 0, 0,
aefotuw, 0, 0,
afituwy, 0, 0,
ailntwy, 0, 0,
dekmqrs, 0, 0,
defoswy, 0, 0,
bghimou, 0, 0,
abdfikx, 0, 0,
dejmnrs, 0, 0,
degijnr, 0, 0,
dejkrux, 0, 0,
abeikty, 0, 0,
cdejkrv, 0, 0,
efhilov, 0, 0,
defgixy, 0, 0,
aelstux, 0, 0,
hilswxy, 0, 0,
bcjlpuy, 0, 0,
efgoqtu, 0, 0,
eintuwy, 0, 0,
aehitwy, 0, 0,
dekqrsy, 0, 0,
efortwy, 0, 0,
eghiosu, 0, 0,
abdefko, 0, 0,
dejnqsx, 0, 0,
begjnrx, 0, 0,
deijruy, 0, 0,
aeikrty, 0, 0,
deghjkr, 0, 0,
efilort, 0, 0,
defimny, 0, 0,
elrstux, 0, 0,
hjloswx, 0, 0,
abjlruy, 0, 0,
aefgoqu, 0, 0,
fintuwy, 0, 0,
ahintwx, 0, 0,
cdeikrs, 0, 0,
efmorwy, 0, 0,
ghiosuy, 0, 0,
abdfikl, 0, 0,
ejnrswx, 0, 0,
egjnqrx, 0, 0,
degjruy, 0, 0,
abeimry, 0, 0,
degjkuv, 0, 0,
efhilno, 0, 0,
dfginwy, 0, 0,
beflstx, 0, 0,
hlosvwx, 0, 0,
abclpuy, 0, 0,
abefoqu, 0, 0,
ilntuwy, 0, 0,
aghntwy, 0, 0,
cdeoqrs, 0, 0,
eforwxy, 0, 0,
fhimosu, 0, 0,
abdfioq, 0, 0,
dejnrwx, 0, 0,
bdgjnrx, 0, 0,
defjrux, 0, 0,
abhirty, 0, 0,
defgjkv, 0, 0,
eghilot, 0, 0,
befginy, 0, 0,
efltuwx, 0, 0,
hiorswx, 0, 0,
abcjloy, 0, 0,
aefioqu, 0, 0,
ailntuw, 0, 0,
ahikntw, 0, 0,
cdehkrs, 0, 0,
dfnorwy, 0, 0,
ghikmsu, 0, 0,
abdfklo, 0, 0,
dejprsx, 0, 0,
dejnrxy, 0, 0,
