vocabs, center, score
adeirst, 16, 99,
adelnps, 32, 75,
abdelrt, 4, 69,
abeirst, 4, 70,
delprsu, 32, 81,
einprsu, 32, 83,
abeginr, 2, 74,
deoprst, 32, 116,
deiprsu, 32, 87,
abeinrs, 2, 79,
adelprt, 32, 105,
deiprsu, 32, 87,
ainrsty, 2, 80,
acerstu, 2, 112,
aefilrs, 32, 79,
aeinprs, 2, 101,
abeimrt, 32, 76,
aeirstu, 32, 124,
ceiprst, 32, 105,
eimnprs, 32, 82,
abeglrs, 32, 100,
acdeprs, 32, 112,
adegrtw, 32, 70,
deiprsu, 32, 87,
aefrstu, 32, 99,
abdeqrt, 32, 54,
ijlprsu, 32, 0,
iknprsu, 16, 0,
acejnpr, 8, 25,
abdegrt, 4, 53,
dejnrst, 2, 0,
denorst, 8, 0,
adeqrtw, 4, 0,
acdempr, 16, 47,
deloprx, 8, 0,
abegirt, 16, 0,
abdersu, 4, 37,
abeprst, 8, 0,
beirstw, 8, 0,
aceprsu, 8, 47,
abegist, 32, 50,
dehorsx, 32, 38,
deipstv, 8, 0,
deilnps, 64, 0,
beklors, 512, 0,
ekpstux, 8, 0,
degpruv, 8, 0,
acehirs, 64, 0,
dklnors, 512, 0,
aeinrty, 8, 0,
adersvw, 64, 0,
abcqrst, 4, 15,
denorsv, 128, 0,
acdenor, 4, 0,
abeostv, 64, 0,
adeprsx, 32, 71,
dilnost, 4, 0,
acdegir, 16, 46,
aeijrsy, 4, 0,
egirtvy, 4, 0,
abeirty, 32, 54,
aeinqrt, 4, 0,
aefipsv, 128, 0,
adeikrt, 32, 60,
fnprstu, 128, 0,
abeimrt, 64, 0,
ainprsu, 2, 53,
cdilprt, 64, 0,
adefirt, 256, 0,
efilpru, 8, 0,
einqrsu, 128, 0,
acdenpx, 512, 0,
aefgrst, 64, 34,
dejlnrs, 512, 0,
delnosw, 16, 45,
deoprtw, 16, 38,
acdeprs, 4, 0,
demoprt, 128, 0,
abenrtw, 4, 30,
bderstu, 64, 0,
befrstu, 8, 0,
abeiors, 4, 50,
acdenpr, 64, 0,
abefgir, 8, 0,
cehorst, 16, 0,
dilnpst, 4, 0,
defimps, 8, 0,
dejlors, 16, 38,
bekprsu, 4, 8,
egjprsu, 64, 0,
aceijrs, 4, 0,
deikors, 4, 0,
aeinrtu, 256, 0,
abdersw, 8, 0,
aekqrst, 8, 0,
cdenrst, 8, 21,
acdeprs, 4, 0,
aceostv, 16, 0,
aeprsuy, 128, 0,
adenost, 8, 0,
adeinrs, 32, 110,
eiprsty, 128, 0,
ainrtvy, 4, 0,
aefnrty, 4, 0,
aeinrtx, 8, 0,
aeikprs, 4, 0,
bdegirt, 128, 17,
efiprtu, 128, 0,
abegiot, 128, 20,
aefprsu, 4, 0,
cdiprtv, 8, 3,
adeiqrt, 2, 45,
ilprsuy, 256, 0,
aeinpsu, 4, 0,
acdepry, 4, 0,
abehrst, 2, 104,
adelnrs, 8, 0,
delorst, 4, 0,
delprtw, 128, 0,
adejnpr, 64, 0,
bdelmop, 8, 0,
abeilrt, 8, 0,
abhrstu, 2, 47,
berstuw, 64, 0,
abeiprt, 4, 32,
acdepqr, 8, 22,
beghirt, 4, 17,
dejorst, 32, 57,
deilpqs, 4, 0,
dehinps, 128, 0,
dekloru, 8, 0,
ekqrstu, 16, 0,
cdegpsu, 4, 0,
acdehis, 4, 0,
dkloprs, 16, 17,
aeinrtv, 8, 0,
acdeswx, 8, 16,
aehqrst, 8, 0,
bcdnors, 16, 11,
adefnrs, 4, 0,
adorstv, 32, 0,
adegprs, 8, 0,
deinosv, 32, 41,
adeiprs, 8, 0,
ahirsty, 64, 0,
eijnrtv, 8, 0,
adeinrt, 32, 124,
adinrty, 8, 0,
aefoprs, 64, 25,
bdeimrt, 4, 28,
efmpstu, 4, 0,
abegitx, 64, 0,
aeilpru, 32, 50,
cdefirt, 64, 13,
abceirt, 32, 65,
ijlprsu, 8, 0,
eiknpru, 4, 0,
acdnpqr, 16, 12,
aegorst, 64, 0,
deflrst, 64, 19,
dehlnot, 128, 0,
ademptw, 128, 0,
acehnpr, 2, 64,
delmprv, 32, 27,
abinort, 2, 59,
abekrst, 16, 0,
abejrsu, 4, 27,
abegirs, 4, 47,
acdegpr, 32, 64,
abcegit, 32, 17,
dehmort, 32, 54,
deilnps, 8, 0,
dimnops, 4, 0,
eklorsy, 16, 0,
eklrstu, 4, 0,
defgprs, 16, 19,
acdefir, 32, 51,
djklors, 128, 0,
einoprt, 64, 0,
acdmrsw, 8, 13,
acelrst, 16, 0,
denorst, 8, 0,
adenrsx, 8, 0,
aceostv, 8, 23,
adeprtu, 4, 0,
deinrst, 4, 0,
acdeirt, 16, 79,
afirsty, 4, 0,
eimrtvy, 32, 26,
aijnrty, 4, 0,
aeimnrt, 16, 0,
aefiprt, 32, 59,
adeirst, 32, 160,
eflprtu, 16, 0,
abdegit, 4, 33,
abeiprs, 512, 42,
cdemprt, 4, 0,
abdeort, 32, 86,
eiprsuy, 64, 0,
eikprsu, 16, 0,
ademnpr, 4, 0,
abegjrt, 16, 0,
elnrstv, 16, 0,
deglnot, 8, 0,
adeiptw, 8, 0,
cdeknpr, 16, 23,
degmopr, 4, 0,
abdeint, 16, 51,
abenrst, 16, 0,
abcrstu, 32, 0,
abehrst, 8, 0,
acekprs, 16, 0,
abegrtw, 32, 57,
dehorsw, 8, 0,
degilpt, 4, 0,
defimps, 2, 0,
deklorw, 8, 0,
ekprsuv, 8, 0,
degrsuw, 8, 0,
acdersv, 32, 77,
delorsu, 2, 0,
adeinrt, 16, 87,
cdelrsw, 4, 0,
acerstv, 4, 0,
delnors, 4, 0,
acdenrt, 4, 0,
anorstv, 64, 0,
adeorsu, 128, 0,
deilnos, 128, 0,
acdeijs, 8, 35,
aeijrst, 128, 0,
efinrvy, 256, 0,
abeinrt, 8, 0,
aeinrwy, 256, 0,
aefiprx, 32, 27,
adefirt, 256, 0,
efkprst, 8, 0,
abegiqr, 32, 28,
aeiopru, 2, 22,
cdeimpt, 4, 0,
abdeiqt, 128, 0,
eilprsy, 8, 0,
einopsu, 4, 0,
adegnpr, 16, 44,
abelrst, 128, 0,
delnrsx, 64, 0,
delostx, 16, 23,
aeprtwy, 64, 0,
acdejnp, 512, 0,
delmorv, 32, 37,
abeirst, 16, 0,
abekrst, 8, 0,
abehstu, 8, 0,
beikrst, 4, 26,
cdeiprs, 32, 101,
abgirtx, 4, 17,
dhoqrst, 512, 0,
deilpsx, 2, 0,
deimnpr, 4, 0,
deiklor, 64, 0,
ehkpstu, 16, 0,
degpstu, 32, 34,
cdeijrs, 16, 38,
deloqrs, 32, 51,
aeinopr, 4, 0,
acelrsw, 4, 0,
adeqrst, 256, 0,
cdeknor, 4, 0,
acdenos, 4, 0,
aemorsv, 4, 0,
adprsuv, 32, 0,
cdenost, 8, 24,
aceirst, 32, 151,
aehirst, 8, 0,
inrstvy, 64, 0,
ainrtxy, 32, 0,
eginrty, 8, 0,
afhiprs, 16, 0,
adeirst, 8, 0,
fpqrstu, 32, 0,
abceirt, 64, 0,
aeijrsu, 32, 38,
deiprtu, 8, 0,
adeirst, 2, 136,
eilprsw, 64, 0,
binprsu, 4, 16,
acdempr, 8, 32,
aefgrst, 2, 105,
delrsty, 32, 76,
delmnos, 8, 0,
adeiprt, 4, 0,
acdepqr, 32, 49,
dlmopqr, 128, 0,
abeinqr, 256, 0,
abenrtu, 4, 42,
bderstu, 8, 0,
aeijrst, 4, 0,
cdeprsw, 16, 32,
abegikt, 4, 20,
cdeorst, 4, 0,
deimpst, 8, 0,
deilmnp, 32, 33,
delmors, 16, 45,
dekpstu, 128, 0,
deglprs, 16, 27,
acdeiqs, 8, 35,
defklor, 16, 25,
aeginrt, 4, 0,
acdefsw, 4, 0,
aeqrstu, 64, 0,
cdenory, 4, 0,
cdemnrs, 16, 22,
aekostv, 512, 0,
aderstu, 4, 0,
eginost, 32, 68,
adeirst, 64, 0,
eirstvy, 4, 0,
einrtvw, 16, 0,
ainrtxy, 8, 0,
ainrsty, 4, 0,
aefikps, 16, 0,
abdeimt, 8, 0,
efkprsu, 128, 0,
abcgirt, 4, 23,
eiprsuy, 4, 0,
cdefipt, 4, 0,
bdeirty, 128, 0,
ilprsuv, 64, 0,
aeinpsu, 128, 0,
acdepqr, 64, 0,
abgrstx, 8, 0,
delprst, 4, 0,
elnosty, 8, 0,
adegrtw, 256, 0,
cdenprx, 32, 25,
dejlopr, 32, 49,
abeknrt, 8, 0,
abfrstu, 4, 19,
abersuw, 128, 0,
abdeist, 512, 63,
adeprsy, 4, 0,
aegirtx, 32, 42,
dehlrst, 8, 0,
deijlst, 32, 45,
deimpst, 4, 0,
ekloqrs, 8, 0,
ekorstu, 8, 0,
cdegpru, 64, 0,
acdefir, 8, 43,
deklorw, 4, 0,
aefinrt, 2, 76,
acdersv, 4, 0,
aemqrst, 4, 0,
cdeorsw, 8, 22,
adeinrs, 8, 0,
aerstvx, 16, 0,
cdeprsu, 4, 0,
denostx, 4, 0,
aceinrs, 64, 0,
aejrsty, 8, 0,
eintuvy, 16, 0,
aeiqrty, 16, 0,
aeinruy, 64, 0,
aefirsv, 8, 0,
abdertx, 2, 55,
aefrstu, 32, 99,
abegist, 16, 0,
aiprsuy, 64, 0,
cdhiprt, 8, 6,
adeikrt, 512, 40,
gilprsu, 256, 0,
einpsuy, 4, 0,
adenprt, 4, 0,
aegorst, 8, 0,
dlnprst, 256, 0,
dhlnost, 16, 9,
acdertw, 8, 30,
acdejnr, 16, 28,
deimopr, 4, 0,
abeginr, 8, 0,
abprstu, 32, 0,
abelrtu, 8, 0,
abfirst, 8, 0,
acdersv, 8, 38,
aeginrt, 16, 0,
dehorsw, 8, 0,
deilnst, 16, 46,
adimnps, 8, 0,
deklort, 64, 0,
cekpstu, 128, 0,
egoprsu, 64, 0,
adeirsv, 4, 0,
deklnrs, 8, 0,
aenoqrt, 64, 0,
acdekrw, 16, 32,
acdeqst, 2, 42,
denorsy, 8, 0,
adenrst, 8, 0,
acorstv, 128, 0,
adnprsu, 64, 0,
deilost, 2, 0,
adeilrs, 64, 0,
ailrsty, 4, 0,
einrtwy, 16, 0,
aeijnry, 4, 0,
aeginry, 8, 0,
adefips, 32, 28,
abdeipr, 16, 61,
fnprstu, 4, 0,
abegort, 8, 0,
aeiprtu, 256, 0,
cdilprt, 16, 10,
adeiprt, 16, 82,
eilrsuv, 16, 0,
cinprsu, 8, 11,
cdenpqr, 32, 25,
aegrstw, 4, 0,
dlnprst, 32, 0,
eklnost, 32, 59,
adoprtw, 4, 0,
acdejnp, 16, 20,
dekmopr, 8, 0,
aeinprt, 4, 0,
aeorstu, 4, 0,
aeirstu, 8, 0,
abelrst, 256, 0,
adelprs, 8, 0,
abegikt, 4, 20,
adehort, 32, 60,
deilost, 128, 0,
dimnpsu, 8, 0,
dejklrs, 16, 16,
kprstuv, 64, 0,
egprsux, 4, 0,
aceirsw, 64, 0,
dejlors, 8, 0,
einoprt, 4, 0,
cdersuw, 4, 0,
acjqrst, 32, 0,
bcenors, 8, 26,
acdenrw, 128, 0,
akorstv, 16, 0,
abdepru, 64, 0,
deinosy, 128, 0,
abdeirs, 4, 51,
aeikrty, 16, 0,
efirtvy, 4, 0,
aenqrty, 256, 0,
aeirsty, 8, 0,
adfiprs, 8, 0,
abdeitw, 8, 0,
efmrstu, 4, 0,
abegrtu, 32, 72,
aceiprs, 8, 65,
deiprtv, 16, 38,
abdefir, 4, 35,
eilprsx, 32, 47,
eiknprs, 32, 66,
acdekpr, 512, 0,
begrstw, 32, 45,
delrstu, 16, 40,
ejlnost, 16, 0,
adertwx, 4, 0,
acdehpr, 4, 0,
dlmoprt, 64, 0,
abinrty, 32, 0,
abenstu, 4, 36,
abmrstu, 4, 26,
aeiorst, 128, 0,
acdprst, 16, 17,
abefgrt, 8, 0,
bdeorst, 8, 0,
dilpqst, 32, 0,
deimpsx, 256, 0,
dekorsw, 64, 0,
eklprsu, 4, 0,
dgprstu, 16, 7,
acdeiks, 32, 45,
deklosw, 16, 27,
abinort, 4, 32,
acdrsuw, 4, 0,
acepqrs, 32, 67,
cdenosy, 32, 35,
abcders, 4, 31,
aekrstv, 8, 0,
depqrsu, 16, 25,
deiknot, 8, 0,
cdeiqrs, 8, 24,
aimrsty, 16, 0,
inrtuvy, 32, 0,
acinrty, 4, 0,
aeinqry, 4, 0,
acefprs, 256, 0,
abdeort, 64, 0,
deprstu, 4, 0,
aeghirt, 4, 0,
aiprsuw, 8, 0,
cdehipr, 64, 0,
abceirt, 4, 45,
eilrstu, 32, 110,
aeinpsu, 512, 32,
cdenprw, 512, 0,
abegrsu, 4, 40,
deklrst, 4, 0,
dlmnost, 4, 0,
acdertw, 32, 65,
acdejnp, 16, 20,
defmopr, 32, 51,
abdeinr, 4, 55,
abefrst, 8, 0,
abersuw, 8, 0,
abceirt, 32, 65,
abcdeps, 4, 12,
aeghirt, 2, 53,
dehmost, 16, 21,
deilptu, 128, 0,
deijmns, 32, 39,
dklmors, 4, 0,
ekprsty, 512, 0,
degkprs, 16, 21,
acdersx, 4, 0,
dekorsy, 2, 0,
aeiortx, 4, 0,
acdegrs, 8, 38,
acenqst, 8, 24,
cdenrsu, 2, 0,
acdensv, 2, 51,
abeorsv, 4, 31,
deprsuv, 32, 58,
deiostu, 4, 0,
acdehir, 512, 50,
adeirty, 8, 0,
aeirtvy, 32, 38,
aenprty, 4, 0,
aeinrtx, 16, 0,
afinprs, 128, 0,
abdeinr, 2, 74,
efoprst, 256, 0,
abdegir, 32, 72,
aeipqrs, 4, 0,
cdeprtu, 4, 0,
bdeirtv, 4, 23,
eiprsuv, 32, 53,
einprtu, 8, 0,
acdfnpr, 8, 8,
aegrstx, 4, 0,
elnrstu, 8, 0,
cdlnost, 4, 0,
adeprtv, 32, 77,
abcdenp, 8, 14,
dlmnopr, 32, 0,
abinrty, 32, 0,
abeirtu, 64, 0,
abertux, 64, 0,
abirstw, 32, 0,
acdegrs, 16, 42,
abgikrt, 16, 0,
dehjort, 256, 16,
deilmst, 16, 44,
dimnpsx, 16, 10,
degklor, 8, 0,
efkprtu, 4, 0,
depqrsu, 32, 52,
adegirs, 32, 84,
degklrs, 8, 0,
abinort, 8, 0,
acdehrs, 16, 45,
acderst, 8, 67,
cdenorx, 8, 13,
abcenrs, 8, 48,
aegorst, 16, 0,
aceprsu, 16, 0,
cdenost, 4, 0,
cdeirsy, 2, 0,
aeimrsy, 32, 53,
eilrtvy, 8, 0,
beinrty, 4, 22,
aeinrvy, 16, 0,
aeflprs, 32, 92,
abdirtv, 512, 19,
efprsuw, 16, 0,
abeiqrt, 8, 0,
aioprsu, 8, 0,
cdekprt, 16, 25,
abdeikt, 4, 27,
beilrsu, 256, 0,
ceinrsu, 4, 0,
cdefnpr, 4, 0,
aberstu, 16, 0,
bdelnst, 64, 0,
eilnost, 16, 0,
deoprtw, 8, 0,
acdenqr, 4, 0,
dlmoprt, 256, 0,
beilnrt, 8, 0,
aerstuv, 4, 0,
abestuw, 8, 0,
abemrst, 16, 0,
acdiprs, 16, 40,
beginrt, 8, 0,
deorstw, 512, 0,
eilpstu, 8, 0,
deiknps, 16, 32,
aeklors, 16, 0,
ekprtux, 32, 21,
degopsu, 64, 0,
acdeins, 32, 83,
djklors, 64, 0,
aeilnor, 4, 0,
acdeirs, 4, 0,
aceqrtw, 64, 0,
bcdenor, 2, 0,
acenrsu, 32, 95,
aeorsvw, 8, 0,
dejprsu, 4, 0,
degnost, 64, 0,
acdikrs, 128, 0,
ailrsty, 16, 0,
einqrtv, 8, 0,
ainrtvy, 4, 0,
einrtxy, 2, 0,
afijprs, 16, 0,
abehirt, 4, 37,
ehprstu, 8, 0,
aegirst, 256, 0,
aeiprsv, 4, 0,
cdeprtx, 512, 0,
abeirst, 4, 70,
eilmrsu, 4, 0,
inprsuv, 4, 0,
cdeknpr, 128, 0,
abegors, 8, 0,
delnstu, 128, 0,
deflost, 16, 29,
deprtuw, 2, 0,
adenprt, 16, 71,
deklmop, 2, 0,
abeilnr, 4, 37,
abeprst, 2, 116,
abestuv, 4, 19,
abinrst, 4, 37,
acefprs, 32, 79,
abegrst, 64, 0,
deorstu, 128, 0,
delmpst, 32, 43,
dimnpsx, 16, 10,
dehklor, 8, 0,
enprstu, 4, 0,
degrsuw, 8, 0,
acdeprs, 512, 0,
aeklors, 32, 64,
aenortv, 8, 0,
adenrsw, 64, 0,
aceqstw, 2, 30,
bdenors, 8, 0,
cdenqrs, 4, 0,
aeorsuv, 16, 0,
adoprsu, 4, 0,
efinost, 32, 57,
aceirsu, 16, 0,
aejrsty, 4, 0,
eilrtvy, 16, 0,
aiknrty, 16, 0,
aenqrty, 4, 0,
aefiors, 4, 0,
abdeiry, 8, 0,
efrstux, 4, 0,
abegist, 32, 50,
aimprsu, 64, 0,
cdehprt, 16, 22,
abdeinr, 128, 0,
eilpqrs, 4, 0,
einprst, 256, 0,
acdnpqr, 4, 0,
abegist, 2, 56,
bdelnrs, 16, 29,
eilnost, 8, 0,
aemprtw, 64, 0,
adenopr, 32, 72,
cdelmor, 128, 0,
beijnrt, 64, 0,
aekrstu, 8, 0,
berstuv, 8, 0,
abeistw, 4, 33,
adekprs, 4, 0,
begirtx, 8, 0,
dhorstv, 4, 0,
deilstx, 4, 0,
eimnpsx, 16, 0,
dklorsv, 256, 0,
epqrstu, 32, 70,
degmprs, 256, 0,
acdefis, 4, 0,
delnors, 16, 57,
ainoqrt, 4, 0,
acdeorw, 2, 45,
ceqrstw, 256, 0,
cdelnrs, 4, 0,
acdensy, 16, 29,
aefrstv, 64, 26,
aejprsu, 8, 0,
deinotu, 4, 0,
adeirsw, 8, 0,
aeimrsy, 4, 0,
eginrtv, 16, 0,
aeinqrt, 16, 0,
aehnrty, 16, 0,
aeiprsw, 8, 0,
bdeinrt, 2, 0,
efqrstu, 32, 49,
begiprt, 8, 0,
aeprsuv, 8, 0,
cdeikpt, 64, 0,
abdeimt, 32, 44,
eilmrsu, 16, 0,
eiknprs, 512, 43,
acdegpr, 16, 38,
abegkrt, 8, 0,
deklrst, 16, 25,
dlnostu, 16, 15,
adehprt, 16, 56,
acdlnpr, 4, 0,
demopqr, 16, 22,
abceint, 32, 38,
abestuw, 2, 34,
abegrst, 8, 0,
abeirsy, 2, 44,
acderst, 32, 141,
abegint, 4, 24,
dehiors, 16, 52,
deilops, 32, 54,
dimnpsv, 128, 0,
deklosu, 4, 0,
kprstuy, 4, 0,
deghpsu, 8, 0,
acdhirs, 8, 43,
deklrst, 64, 0,
aeinotu, 4, 0,
abcderw, 8, 22,
acehqrs, 32, 48,
acdenos, 4, 0,
adelnrs, 4, 0,
aekostv, 8, 0,
adehprs, 16, 56,
dfinost, 8, 0,
acdiqrs, 8, 28,
abersty, 16, 0,
eijnrvy, 16, 0,
ainrtuy, 64, 0,
aeilnty, 32, 57,
efiprsv, 8, 0,
abdeimr, 2, 56,
efpqrtu, 16, 0,
abefirt, 4, 35,
adeipru, 4, 0,
cdeiptv, 8, 11,
bdeijrt, 32, 34,
eilnpru, 32, 42,
eioprsu, 4, 0,
acdenpu, 4, 0,
aberstx, 8, 0,
denrstu, 256, 0,
denostv, 8, 0,
adepqrw, 128, 0,
abcdenr, 8, 34,
deklmor, 16, 21,
abinqrt, 64, 0,
abhrstu, 4, 27,
abdersu, 4, 37,
beiprst, 64, 0,
adeiprs, 16, 87,
abefirt, 32, 48,
bdehost, 16, 19,
eilopst, 32, 80,
eimnpsw, 4, 0,
deklprs, 4, 0,
eklprst, 8, 0,
demprsu, 16, 33,
adeirst, 4, 0,
cdeklrs, 2, 0,
aenortw, 4, 0,
cdefrsw, 16, 18,
abcqrst, 4, 15,
denoprs, 128, 0,
adenrst, 32, 140,
aberstv, 32, 97,
demprsu, 16, 33,
deinstw, 4, 0,
acdiors, 64, 0,
aeistxy, 16, 0,
eikrtvy, 4, 0,
afinrty, 4, 0,
efinrty, 32, 45,
efioprs, 32, 51,
abdelrt, 16, 62,
eflrstu, 2, 0,
begirty, 256, 0,
aegirsu, 64, 0,
cdekprt, 4, 0,
adeiprt, 8, 0,
aelprsu, 16, 0,
einpqsu, 16, 0,
acdhnpr, 4, 0,
begrstu, 16, 0,
delnrsy, 8, 0,
delnosy, 8, 0,
adeprsw, 16, 59,
acejnpr, 4, 0,
elmopqr, 8, 0,
abdeint, 8, 0,
bekrstu, 8, 0,
aenrstu, 8, 0,
abeilst, 4, 73,
cdelprs, 4, 0,
abegrtv, 8, 0,
dehlrst, 8, 0,
eilpstx, 4, 0,
deinpst, 32, 80,
defkors, 2, 0,
koprstu, 64, 0,
dgiprsu, 64, 0,
adeilrs, 256, 0,
dklorsv, 4, 0,
aeinrtu, 128, 0,
acderst, 32, 141,
acersty, 4, 0,
dejnors, 32, 42,
aceknrs, 4, 0,
aerstuv, 4, 0,
adprsuw, 4, 0,
deknost, 64, 0,
cdeiqrs, 8, 24,
aeiorsy, 4, 0,
eiqrtvy, 4, 0,
ainorty, 8, 0,
aeintuy, 4, 0,
aeipqrs, 16, 0,
abdeist, 8, 0,
fpqrstu, 8, 0,
aegiort, 64, 0,
adeipsu, 32, 34,
cdiprtu, 8, 4,
abdiprt, 32, 0,
beilrsu, 32, 56,
aeinpru, 16, 0,
acdeknp, 4, 0,
abgjrst, 2, 38,
delnrsu, 4, 0,
elnostv, 16, 0,
adeiprw, 8, 0,
acdegnr, 32, 71,
dehlmor, 16, 26,
abeinrs, 4, 51,
aefrstu, 4, 0,
abelstu, 4, 58,
abeistv, 16, 0,
adeoprs, 128, 0,
abegirs, 16, 0,
dehjost, 4, 0,
deilpsy, 64, 0,
deijnps, 16, 23,
ejklors, 256, 0,
egkprtu, 16, 0,
deglpsu, 64, 0,
acdeors, 8, 61,
degkors, 8, 0,
ainorst, 16, 0,
aceprsw, 4, 0,
celqrst, 4, 0,
cdemnrs, 16, 22,
acdenrw, 256, 0,
aerstvw, 256, 0,
adeipru, 8, 0,
deinpst, 128, 0,
abceirs, 8, 55,
aeimsty, 32, 59,
enortvy, 32, 36,
adeinty, 8, 0,
aeginry, 2, 64,
aefipqr, 32, 28,
abehirt, 4, 37,
efiprtu, 4, 0,
abegirw, 32, 31,
aehirsu, 2, 42,
cdimprt, 32, 0,
abdeikr, 4, 41,
eilqrsu, 16, 0,
deiprsu, 8, 0,
acefnpr, 4, 0,
abegrtx, 8, 0,
delorst, 8, 0,
deilnos, 16, 56,
adprtwx, 32, 0,
acdelpr, 16, 53,
delmorw, 16, 29,
beilnrt, 16, 0,
abqrstu, 64, 0,
abcersu, 4, 35,
abehirs, 16, 0,
acdepsy, 16, 21,
abegimr, 4, 31,
dehnost, 2, 0,
deilprt, 256, 0,
deijmns, 16, 25,
delorsx, 16, 39,
ekrstuy, 512, 0,
cdegrsu, 128, 17,
aceikrs, 8, 46,
deklrsv, 32, 43,
aeioprt, 2, 57,
acdrstw, 4, 0,
aeqrstx, 16, 0,
celnors, 8, 40,
adegnrs, 16, 46,
aeiortv, 128, 0,
denprsu, 4, 0,
denoqst, 64, 0,
acdgirs, 8, 31,
aeijrst, 128, 0,
denrtvy, 2, 0,
aeijrty, 16, 0,
aimnrty, 4, 0,
aeioprs, 4, 0,
adeikrt, 4, 0,
efgprsu, 8, 0,
abegitw, 8, 0,
aeimpsu, 128, 0,
deimprt, 8, 0,
bdeirty, 16, 31,
ehlprsu, 32, 60,
eimprsu, 16, 0,
acdgnpr, 16, 15,
begrstv, 32, 48,
delmnst, 8, 0,
dehlnot, 4, 0,
adenrtw, 4, 0,
acehnpr, 16, 0,
adelmop, 8, 0,
abeintv, 16, 0,
abjrstu, 4, 18,
abenstu, 4, 36,
abcerst, 16, 0,
acdpqrs, 128, 0,
abegrst, 16, 0,
dehkost, 4, 0,
bdeilps, 8, 0,
dfimnps, 8, 0,
dklorsu, 8, 0,
ekpstuy, 32, 24,
egpqrsu, 4, 0,
cdeirsv, 128, 0,
dekoqrs, 4, 0,
einortu, 16, 0,
acdeprw, 128, 0,
acemqst, 8, 17,
cdeorsv, 4, 0,
acenqrs, 16, 0,
aejortv, 4, 0,
adejpsu, 8, 0,
cdeinos, 8, 37,
acehirs, 8, 66,
aefirsy, 4, 0,
ehinrvy, 8, 0,
aeinrtu, 4, 0,
einorty, 4, 0,
aefinps, 8, 0,
bdeijrt, 32, 34,
efnprtu, 16, 0,
abegiru, 4, 28,
deiprsu, 8, 0,
cdeikpt, 128, 0,
acdeirt, 64, 0,
eilmrsu, 8, 0,
deinprs, 8, 0,
acenpry, 64, 0,
abeqrst, 16, 0,
deilnrt, 32, 75,
dejlost, 16, 23,
dehprtw, 8, 0,
acdeprv, 4, 0,
delopqr, 8, 0,
aeiknrt, 8, 0,
abersuv, 8, 0,
abertuy, 8, 0,
beijrst, 16, 0,
acdersy, 128, 0,
begirty, 8, 0,
dehoprs, 16, 49,
dilpstw, 64, 0,
bdeimnp, 8, 0,
deklrst, 8, 0,
