vocabs, center, score
denpstw, 32, 42,
adefgrw, 32, 45,
denrsxy, 32, 28,
demopsw, 32, 31,
deilpst, 32, 69,
adensvw, 16, 30,
bdefgor, 4, 20,
adforwy, 2, 19,
degjnrs, 32, 33,
acekprt, 8, 26,
dehnost, 32, 48,
abdefls, 16, 22,
eikprsu, 32, 56,
cdenprt, 16, 28,
deflost, 16, 31,
dekmpru, 32, 27,
elmnpst, 32, 47,
abemoru, 32, 26,
deimnps, 32, 57,
adkqrst, 0, 0,
aceinwy, 0, 0,
dekorty, 0, 0,
defiorw, 0, 0,
dejorsx, 0, 0,
abeqrty, 0, 0,
afiprsu, 0, 0,
dflotwx, 0, 0,
abgmstu, 0, 0,
cdkmopr, 0, 0,
bdeghst, 0, 0,
abdeilx, 0, 0,
aefrsxy, 0, 0,
delmnpw, 0, 0,
elnpstw, 0, 0,
acdefps, 0, 0,
abemorv, 0, 0,
aehsvwx, 0, 0,
egmqrtw, 0, 0,
cderstw, 0, 0,
denqsxy, 0, 0,
dekpruy, 0, 0,
ajmnsuy, 0, 0,
dehkltu, 0, 0,
abcfgil, 0, 0,
defhmst, 0, 0,
defsuvw, 0, 0,
akmorst, 0, 0,
dmnostw, 0, 0,
abdilrs, 0, 0,
defgkly, 0, 0,
cdeqrwy, 0, 0,
cdekoqs, 0, 0,
aceirsy, 0, 0,
dkqrsty, 0, 0,
acentwy, 0, 0,
defprty, 0, 0,
dejorwy, 0, 0,
egjnrsx, 0, 0,
abijrty, 0, 0,
efjprsu, 0, 0,
efilotw, 0, 0,
adgrstu, 0, 0,
dekoprs, 0, 0,
adehost, 0, 0,
abdfilv, 0, 0,
defmsxy, 0, 0,
dehmnsw, 0, 0,
denopst, 0, 0,
cdefipr, 0, 0,
ademoqr, 0, 0,
adehqsv, 0, 0,
degimqt, 0, 0,
cdejrtw, 0, 0,
denrstx, 0, 0,
deprsuy, 0, 0,
jnpsuwy, 0, 0,
djklrtu, 0, 0,
abgijls, 0, 0,
dfhirst, 0, 0,
dflrsuw, 0, 0,
abhmost, 0, 0,
bdemost, 0, 0,
abdilou, 0, 0,
cdefgkl, 0, 0,
dehqrsy, 0, 0,
bcdeqrs, 0, 0,
ceijrwy, 0, 0,
dkoqrst, 0, 0,
aeitvwy, 0, 0,
dfnorty, 0, 0,
defgowy, 0, 0,
dejnprx, 0, 0,
abeirxy, 0, 0,
finprsu, 0, 0,
adeflot, 0, 0,
bgirstu, 0, 0,
dekmors, 0, 0,
degostw, 0, 0,
abdfilv, 0, 0,
defswxy, 0, 0,
delmnpw, 0, 0,
dehlnst, 0, 0,
acdefpu, 0, 0,
abejmor, 0, 0,
acehsvw, 0, 0,
degmpqr, 0, 0,
cdemprw, 0, 0,
eknqrsx, 0, 0,
degprsu, 0, 0,
ajnosuy, 0, 0,
ehklrtu, 0, 0,
abcgilx, 0, 0,
defnrst, 0, 0,
defksuw, 0, 0,
abemost, 0, 0,
demnoty, 0, 0,
bdiklor, 0, 0,
defklst, 0, 0,
acdeqrs, 0, 0,
cdioqrs, 0, 0,
ceijmsy, 0, 0,
degkqrs, 0, 0,
aehinty, 0, 0,
defiort, 0, 0,
defouwy, 0, 0,
djnqrsx, 0, 0,
abijrty, 0, 0,
efirsuw, 0, 0,
defglot, 0, 0,
abcrstu, 0, 0,
ekmoprx, 0, 0,
adegost, 0, 0,
abdfilt, 0, 0,
defprsx, 0, 0,
degmnsw, 0, 0,
degnpst, 0, 0,
acdfprs, 0, 0,
abelmoq, 0, 0,
dehrsvw, 0, 0,
begmqrt, 0, 0,
deprstw, 0, 0,
dejqrsx, 0, 0,
bdekpru, 0, 0,
ijnpsuy, 0, 0,
dekltuw, 0, 0,
abcilns, 0, 0,
defghst, 0, 0,
cdefsuw, 0, 0,
bjmorst, 0, 0,
eimnost, 0, 0,
abilorw, 0, 0,
aefgkls, 0, 0,
cdeoqry, 0, 0,
ceoqrsu, 0, 0,
cijrsuy, 0, 0,
dkpqrst, 0, 0,
adeinty, 0, 0,
adefort, 0, 0,
defhorw, 0, 0,
adejnsx, 0, 0,
abegiry, 0, 0,
fiprsuv, 0, 0,
eflotvw, 0, 0,
abghrsu, 0, 0,
dekopry, 0, 0,
ceghost, 0, 0,
abcdefi, 0, 0,
dflrsxy, 0, 0,
demnpst, 0, 0,
bdelpst, 0, 0,
acdfhpr, 0, 0,
begmoqr, 0, 0,
adhlsvw, 0, 0,
degkmrt, 0, 0,
cdemptw, 0, 0,
adenqsx, 0, 0,
cdeprsu, 0, 0,
ajnsuxy, 0, 0,
eklmrtu, 0, 0,
abcilms, 0, 0,
defhrty, 0, 0,
cdefluw, 0, 0,
amnorst, 0, 0,
delnost, 0, 0,
abdloqr, 0, 0,
cefgkls, 0, 0,
cdeirsy, 0, 0,
cdenors, 0, 0,
ceijmsy, 0, 0,
deqrstv, 0, 0,
acentwy, 0, 0,
defotuy, 0, 0,
deorwxy, 0, 0,
dehjnsx, 0, 0,
beilrty, 0, 0,
efimprs, 0, 0,
efhlotw, 0, 0,
abgrstw, 0, 0,
deikmor, 0, 0,
bdehost, 0, 0,
adefilw, 0, 0,
defrsuy, 0, 0,
dlmnpsw, 0, 0,
dlnpsty, 0, 0,
acdefjp, 0, 0,
abdmoqr, 0, 0,
acdehvw, 0, 0,
demqrtv, 0, 0,
acdeprt, 0, 0,
emnqrsx, 0, 0,
dekpsux, 0, 0,
ajnptuy, 0, 0,
adekrtu, 0, 0,
abcgiln, 0, 0,
defhstv, 0, 0,
ceflsuw, 0, 0,
amorstw, 0, 0,
demosty, 0, 0,
bdilorx, 0, 0,
defgkln, 0, 0,
bdeqrsy, 0, 0,
cdenoqr, 0, 0,
ceijlsy, 0, 0,
dekmrst, 0, 0,
aefinwy, 0, 0,
defhort, 0, 0,
deforuw, 0, 0,
eijnrsx, 0, 0,
abeirsy, 0, 0,
efmprsu, 0, 0,
ceflotw, 0, 0,
bgorstu, 0, 0,
dekmorw, 0, 0,
eghopst, 0, 0,
abdefln, 0, 0,
adersxy, 0, 0,
demnops, 0, 0,
deglpst, 0, 0,
acdefpu, 0, 0,
aemnoqr, 0, 0,
adhlsvw, 0, 0,
efgmqrt, 0, 0,
bcdprtw, 0, 0,
dehqrsx, 0, 0,
defkprs, 0, 0,
agnpsuy, 0, 0,
deklnru, 0, 0,
abgilqs, 0, 0,
dfhprst, 0, 0,
efklsuw, 0, 0,
abjmost, 0, 0,
ademnos, 0, 0,
abdlors, 0, 0,
defglps, 0, 0,
cdnqrsy, 0, 0,
cdegqrs, 0, 0,
cdeijry, 0, 0,
ekqrstw, 0, 0,
abeintw, 0, 0,
eforsty, 0, 0,
defiowy, 0, 0,
dejlnrs, 0, 0,
beiqrty, 0, 0,
befirsu, 0, 0,
bdefltw, 0, 0,
aborstu, 0, 0,
dklmopr, 0, 0,
deghmot, 0, 0,
adefiln, 0, 0,
efjrsxy, 0, 0,
adenpsw, 0, 0,
deglnps, 0, 0,
adefprw, 0, 0,
aegmoqr, 0, 0,
adehsvy, 0, 0,
adegqrt, 0, 0,
cdelptw, 0, 0,
dehnrsx, 0, 0,
dikprsu, 0, 0,
fjnpsuy, 0, 0,
deklnrt, 0, 0,
abcgily, 0, 0,
defhstv, 0, 0,
delqsuw, 0, 0,
abhmort, 0, 0,
degmnot, 0, 0,
abdgior, 0, 0,
defghls, 0, 0,
cdemrsy, 0, 0,
ceoqrsv, 0, 0,
bcijrsy, 0, 0,
defkqrt, 0, 0,
agintwy, 0, 0,
deflory, 0, 0,
deorvwy, 0, 0,
bejnrsx, 0, 0,
abeilrt, 0, 0,
fiprstu, 0, 0,
efjlotw, 0, 0,
agrstux, 0, 0,
bdekmor, 0, 0,
deghiot, 0, 0,
abefilv, 0, 0,
defpsxy, 0, 0,
dehmnsw, 0, 0,
delpqst, 0, 0,
acdeipr, 0, 0,
abemqrt, 0, 0,
aehnsvw, 0, 0,
egjmqrt, 0, 0,
cdelprw, 0, 0,
dnqrsvx, 0, 0,
deknpsu, 0, 0,
ajnpquy, 0, 0,
dekltuw, 0, 0,
acgilms, 0, 0,
defhstu, 0, 0,
delsuwx, 0, 0,
bkmorst, 0, 0,
djmnost, 0, 0,
abdilos, 0, 0,
dfgjkls, 0, 0,
cdeqrsw, 0, 0,
ceopqrs, 0, 0,
ceijksy, 0, 0,
dekrstv, 0, 0,
abintwy, 0, 0,
defopry, 0, 0,
defgory, 0, 0,
degjnrs, 0, 0,
abirtvy, 0, 0,
fikprsu, 0, 0,
defoqtw, 0, 0,
abgjrst, 0, 0,
dekmpqr, 0, 0,
adeghst, 0, 0,
abdefkl, 0, 0,
dersuxy, 0, 0,
demnprs, 0, 0,
delmnst, 0, 0,
acdefkp, 0, 0,
abdemor, 0, 0,
adehksw, 0, 0,
degmqrs, 0, 0,
cdemprw, 0, 0,
degnqsx, 0, 0,
ekpqrsu, 0, 0,
hjnpsuy, 0, 0,
degklru, 0, 0,
abcfgil, 0, 0,
defghst, 0, 0,
defhlsu, 0, 0,
afmorst, 0, 0,
aemnost, 0, 0,
adiloru, 0, 0,
degklqs, 0, 0,
cdqrsxy, 0, 0,
defoqrs, 0, 0,
cejrsxy, 0, 0,
dgkqrst, 0, 0,
aehntwy, 0, 0,
adeorty, 0, 0,
defjowy, 0, 0,
ejnprsx, 0, 0,
abelrty, 0, 0,
fimprsu, 0, 0,
defilow, 0, 0,
abgstuw, 0, 0,
ekmoprt, 0, 0,
deghstx, 0, 0,
acdefil, 0, 0,
defirsy, 0, 0,
dejmnps, 0, 0,
deilnpt, 0, 0,
acdfipr, 0, 0,
abemopq, 0, 0,
adehlsv, 0, 0,
demoqrt, 0, 0,
cdeptvw, 0, 0,
delnqrs, 0, 0,
deikpru, 0, 0,
acjpsuy, 0, 0,
dklortu, 0, 0,
abgilst, 0, 0,
dfhlrst, 0, 0,
defglsu, 0, 0,
abiorst, 0, 0,
ademnos, 0, 0,
abdlorw, 0, 0,
dfgklsv, 0, 0,
acdeqrs, 0, 0,
deoqrsy, 0, 0,
cdeijsy, 0, 0,
deiqrst, 0, 0,
aeintuy, 0, 0,
defnoty, 0, 0,
defkrwy, 0, 0,
cdejnsx, 0, 0,
abemrty, 0, 0,
efilrsu, 0, 0,
defgltw, 0, 0,
aegrstu, 0, 0,
degkmop, 0, 0,
dfghost, 0, 0,
adefilx, 0, 0,
efrstxy, 0, 0,
deknpsw, 0, 0,
delpstv, 0, 0,
cdefprx, 0, 0,
abejmoq, 0, 0,
adehqvw, 0, 0,
dghmqrt, 0, 0,
cdeirtw, 0, 0,
einqrsx, 0, 0,
degkpsu, 0, 0,
acjpsuy, 0, 0,
cdeklrt, 0, 0,
abcglos, 0, 0,
adfhrst, 0, 0,
efjlsuw, 0, 0,
abimost, 0, 0,
elmnost, 0, 0,
abdeilo, 0, 0,
dfgklns, 0, 0,
demqrsy, 0, 0,
bceoqrs, 0, 0,
ceijosy, 0, 0,
deqrsty, 0, 0,
abeitwy, 0, 0,
bdforty, 0, 0,
dforwxy, 0, 0,
dejknrs, 0, 0,
abeipty, 0, 0,
efinprs, 0, 0,
delotuw, 0, 0,
agrstuy, 0, 0,
deikmpr, 0, 0,
deghlos, 0, 0,
adefilm, 0, 0,
degrsxy, 0, 0,
bdemnps, 0, 0,
elnpqst, 0, 0,
acdefps, 0, 0,
abjmoqr, 0, 0,
adhstvw, 0, 0,
bdgmqrt, 0, 0,
cdelprw, 0, 0,
ejnqrsx, 0, 0,
delprsu, 0, 0,
adjpsuy, 0, 0,
delnrtu, 0, 0,
abcilrs, 0, 0,
defhirt, 0, 0,
deflosu, 0, 0,
ajmorst, 0, 0,
delnost, 0, 0,
abilorx, 0, 0,
defgkps, 0, 0,
cdeoqrs, 0, 0,
cdeoqsw, 0, 0,
cefjrsy, 0, 0,
dekqrsu, 0, 0,
aeijnwy, 0, 0,
deortxy, 0, 0,
defnowy, 0, 0,
djnorsx, 0, 0,
aeirtuy, 0, 0,
efipruw, 0, 0,
deflstw, 0, 0,
agorstu, 0, 0,
deikopr, 0, 0,
deghstx, 0, 0,
abdfilr, 0, 0,
defrswx, 0, 0,
ademnsw, 0, 0,
cdelpst, 0, 0,
abdefpr, 0, 0,
bemoqrx, 0, 0,
adhsvwy, 0, 0,
adegmrt, 0, 0,
cdehptw, 0, 0,
denqrsu, 0, 0,
bdekrsu, 0, 0,
agjpsuy, 0, 0,
dekltuw, 0, 0,
acgilst, 0, 0,
defhrtx, 0, 0,
eflsuwx, 0, 0,
bdmorst, 0, 0,
delmnot, 0, 0,
abhilor, 0, 0,
defklsw, 0, 0,
cdkqrsy, 0, 0,
acdeqrs, 0, 0,
eijnrsy, 0, 0,
dekpqrt, 0, 0,
abeitwy, 0, 0,
dfgorty, 0, 0,
deoqrwy, 0, 0,
denorsx, 0, 0,
abeirst, 0, 0,
eimprsu, 0, 0,
dfloqtw, 0, 0,
agrstux, 0, 0,
dekmnpr, 0, 0,
eghlost, 0, 0,
abdeflo, 0, 0,
defnrsx, 0, 0,
demnpqw, 0, 0,
adelpst, 0, 0,
adefprx, 0, 0,
aemoqrx, 0, 0,
adehrvw, 0, 0,
degmqst, 0, 0,
cenprtw, 0, 0,
djnqrsx, 0, 0,
ekprsuy, 0, 0,
aenpsuy, 0, 0,
dekltuw, 0, 0,
abgilps, 0, 0,
defhlrs, 0, 0,
defjluw, 0, 0,
abjmors, 0, 0,
ademnos, 0, 0,
abdilno, 0, 0,
degjkls, 0, 0,
cdeqsxy, 0, 0,
cdeoqrv, 0, 0,
ceijmrs, 0, 0,
dekrstv, 0, 0,
aeinoty, 0, 0,
defjory, 0, 0,
defjorw, 0, 0,
dejnorx, 0, 0,
abeirst, 0, 0,
efjprsu, 0, 0,
delnotw, 0, 0,
abgnrtu, 0, 0,
demoprx, 0, 0,
eghostx, 0, 0,
abdeflv, 0, 0,
dfrswxy, 0, 0,
bdempsw, 0, 0,
dejlnpt, 0, 0,
adefprs, 0, 0,
abmnoqr, 0, 0,
adghsvw, 0, 0,
degiqrt, 0, 0,
cdeprwx, 0, 0,
enqrsux, 0, 0,
cdekpsu, 0, 0,
abjnpsy, 0, 0,
delrtuv, 0, 0,
bcgilsw, 0, 0,
efhmrst, 0, 0,
adeflsu, 0, 0,
aborstx, 0, 0,
dekmnos, 0, 0,
abilors, 0, 0,
defgklx, 0, 0,
cdeqsvy, 0, 0,
cdekoqr, 0, 0,
ceirswy, 0, 0,
dekrsty, 0, 0,
acentwy, 0, 0,
dfortuy, 0, 0,
defoswy, 0, 0,
cdejnrx, 0, 0,
aeiqrty, 0, 0,
efmprsu, 0, 0,
deilotw, 0, 0,
abdgrst, 0, 0,
degkmor, 0, 0,
eghostx, 0, 0,
abdfils, 0, 0,
defmrxy, 0, 0,
cdemnpw, 0, 0,
dlmnpst, 0, 0,
acefprv, 0, 0,
abdemor, 0, 0,
adehmvw, 0, 0,
degqrtv, 0, 0,
bdeprtw, 0, 0,
djnqrsx, 0, 0,
dkoprsu, 0, 0,
ahjnpsu, 0, 0,
ejklrtu, 0, 0,
abcilsx, 0, 0,
defprst, 0, 0,
defsuwx, 0, 0,
abcorst, 0, 0,
dehnost, 0, 0,
abilort, 0, 0,
efgklns, 0, 0,
ceqrsty, 0, 0,
cdemqrs, 0, 0,
bceirsy, 0, 0,
depqrst, 0, 0,
aehinwy, 0, 0,
deflrty, 0, 0,
defprwy, 0, 0,
denrsux, 0, 0,
beiprty, 0, 0,
efkprsu, 0, 0,
cdefotw, 0, 0,
abmrstu, 0, 0,
deikmpr, 0, 0,
deghpst, 0, 0,
abdefgi, 0, 0,
defhrsx, 0, 0,
emnopsw, 0, 0,
celnpst, 0, 0,
acdfpry, 0, 0,
abeoqrx, 0, 0,
adensvw, 0, 0,
cegmqrt, 0, 0,
cdeprst, 0, 0,
depqrsx, 0, 0,
ekmprsu, 0, 0,
ahjnpsy, 0, 0,
bdelrtu, 0, 0,
abcgios, 0, 0,
adefhrt, 0, 0,
delnsuw, 0, 0,
bcmorst, 0, 0,
demnosu, 0, 0,
bdilors, 0, 0,
dfgklsw, 0, 0,
cdqrsuy, 0, 0,
cdeiors, 0, 0,
ceijmrs, 0, 0,
defkrst, 0, 0,
aeimnwy, 0, 0,
dfmorty, 0, 0,
dfnorwy, 0, 0,
ejnqrsx, 0, 0,
abefity, 0, 0,
eiprsux, 0, 0,
defjotw, 0, 0,
bgmrstu, 0, 0,
dekmops, 0, 0,
bdeghos, 0, 0,
abdefim, 0, 0,
dfmrsxy, 0, 0,
degnpsw, 0, 0,
dejlnst, 0, 0,
cdefprv, 0, 0,
abejoqr, 0, 0,
adhnsvw, 0, 0,
defgmrt, 0, 0,
cdertuw, 0, 0,
deinqrs, 0, 0,
defkpsu, 0, 0,
amnpsuy, 0, 0,
defkltu, 0, 0,
abgilsv, 0, 0,
efhjrst, 0, 0,
eflsuwx, 0, 0,
abmnost, 0, 0,
cdenost, 0, 0,
bdiklor, 0, 0,
cdefgks, 0, 0,
ceqrsuy, 0, 0,
denoqrs, 0, 0,
ceijrsw, 0, 0,
efkqrst, 0, 0,
aegintw, 0, 0,
defjory, 0, 0,
defkorw, 0, 0,
ejnqrsx, 0, 0,
abeikrt, 0, 0,
fiprsuv, 0, 0,
deflqtw, 0, 0,
abgnrsu, 0, 0,
dehkmor, 0, 0,
dehorst, 0, 0,
abdeilq, 0, 0,
aefrsxy, 0, 0,
demnptw, 0, 0,
delnops, 0, 0,
acdefpw, 0, 0,
abemors, 0, 0,
adehpvw, 0, 0,
degmprt, 0, 0,
cdejptw, 0, 0,
benqrsx, 0, 0,
ejkprsu, 0, 0,
ajnpsty, 0, 0,
deklntu, 0, 0,
abcilsv, 0, 0,
cdfhrst, 0, 0,
cdefluw, 0, 0,
abimrst, 0, 0,
efmnost, 0, 0,
adilnor, 0, 0,
defglns, 0, 0,
cdeqrsx, 0, 0,
cdeorsy, 0, 0,
cejlrsy, 0, 0,
degqrst, 0, 0,
einqtwy, 0, 0,
adefort, 0, 0,
defoqwy, 0, 0,
degjnsx, 0, 0,
aehirty, 0, 0,
efiprsy, 0, 0,
efjlotw, 0, 0,
agnrstu, 0, 0,
dekoprt, 0, 0,
bdghost, 0, 0,
abdeflt, 0, 0,
dersuxy, 0, 0,
bdempsw, 0, 0,
eilnpst, 0, 0,
acdefrw, 0, 0,
abhmoqr, 0, 0,
dehnsvw, 0, 0,
degkmqr, 0, 0,
cegprtw, 0, 0,
denoqrs, 0, 0,
dfkprsu, 0, 0,
ajnpswy, 0, 0,
deglrtu, 0, 0,
abcegis, 0, 0,
defhrsu, 0, 0,
delsuwy, 0, 0,
abmrstx, 0, 0,
demnsty, 0, 0,
abdijlr, 0, 0,
defgklmsèô¦dú, 0, 0,
bcdqrsysèô¦dú, 0, 0,
cdeorstsèô¦dú, 0, 0,
cdeijsysèô¦dú, 0, 0,
ekmqrstsèô¦dú, 0, 0,
aeintvysèô¦dú, 0, 0,
defkortsèô¦dú, 0, 0,
dehorwysèô¦dú, 0, 0,
aejnrsxsèô¦dú, 0, 0,
abeirsysèô¦dú, 0, 0,
efiprtusèô¦dú, 0, 0,
adefotwsèô¦dú, 0, 0,
abirstusèô¦dú, 0, 0,
deklmprsèô¦dú, 0, 0,
dghorstsèô¦dú, 0, 0,
acdefilsèô¦dú, 0, 0,
defgsxysèô¦dú, 0, 0,
emnpswxsèô¦dú, 0, 0,
delnpsusèô¦dú, 0, 0,
acdefhpsèô¦dú, 0, 0,
aekmoqrsèô¦dú, 0, 0,
dehnsvwsèô¦dú, 0, 0,
begmqrtsèô¦dú, 0, 0,
cdeiptwsèô¦dú, 0, 0,
cdenqrssèô¦dú, 0, 0,
dkmprsusèô¦dú, 0, 0,
ajpqsuysèô¦dú, 0, 0,
dfklrtusèô¦dú, 0, 0,
bcgilossèô¦dú, 0, 0,
defhkrssèô¦dú, 0, 0,
bdeflswsèô¦dú, 0, 0,
bmorstysèô¦dú, 0, 0,
dekmnotsèô¦dú, 0, 0,
bcdilorsèô¦dú, 0, 0,
defklqssèô¦dú, 0, 0,
cdkqrsysèô¦dú, 0, 0,
cdejorssèô¦dú, 0, 0,
ceijkrssèô¦dú, 0, 0,
cdkqrstsèô¦dú, 0, 0,
aeistwysèô¦dú, 0, 0,
defrtuysèô¦dú, 0, 0,
cdeorwysèô¦dú, 0, 0,
bdejnrssèô¦dú, 0, 0,
abeijtysèô¦dú, 0, 0,
efiprsysèô¦dú, 0, 0,
deflmtwsèô¦dú, 0, 0,
abegstusèô¦dú, 0, 0,
cdemoprsèô¦dú, 0, 0,
dghmostsèô¦dú, 0, 0,
abdefiusèô¦dú, 0, 0,
defisxysèô¦dú, 0, 0,
cdemnpssèô¦dú, 0, 0,
