vocabs, center, score
defluvw, 32, 13,
abkmost, 32, 0,
demnstw, 16, 19,
cdoqrsx, 8, 3,
dekqrsv, 4, 0,
aegiktv, 2, 19,
achitwx, 8, 7,
cdekorv, 4, 0,
ekorstv, 16, 0,
cdeqrsw, 8, 7,
dhkpqrs, 16, 1,
abelnpw, 4, 12,
aknostv, 8, 0,
cdeipqs, 8, 13,
anortwy, 8, 0,
degjrsv, 32, 28,
abeijty, 32, 8,
efopsuy, 8, 0,
aeilory, 64, 0,
beiorty, 512, 14,
djkmopr, 8, 0,
deknpst, 8, 0,
abehsvw, 64, 0,
dekmpsu, 512, 0,
adeklrt, 8, 0,
efghrst, 64, 12,
eflmsuw, 4, 0,
amoprst, 128, 0,
demoqst, 4, 0,
cdemors, 64, 0,
defkqrs, 32, 21,
egkltvx, 4, 0,
achinrt, 16, 0,
cdhkors, 4, 0,
aejkort, 4, 0,
adegqrs, 32, 56,
defpqrs, 4, 0,
abhlnop, 128, 0,
ekmostv, 32, 21,
ceopqrs, 128, 0,
anprtwy, 64, 0,
dejorsv, 2, 0,
abeistv, 64, 0,
efopsuv, 256, 0,
eijorty, 8, 0,
abeimrt, 128, 0,
ekmoprs, 512, 0,
dflnpst, 64, 1,
adehsvy, 512, 0,
ehkprsu, 16, 0,
deklqrt, 16, 11,
dfghrst, 4, 0,
defiluw, 128, 0,
abhmort, 4, 26,
demorst, 64, 0,
cdejoqs, 8, 5,
dhkqrst, 4, 0,
aegklnt, 64, 0,
achiknt, 8, 25,
cdeknrs, 16, 23,
aekorvx, 4, 0,
cdekqrs, 8, 8,
dekmpqs, 16, 7,
aeilnop, 4, 0,
aehostv, 64, 0,
cdeprsw, 4, 0,
anrtwxy, 4, 0,
egjnrsv, 256, 0,
abceisy, 8, 22,
efoprst, 8, 0,
aeinory, 8, 0,
beirtuy, 4, 20,
dkmopqr, 16, 4,
delopst, 128, 0,
adehmsv, 8, 0,
ekprstu, 32, 67,
deklprt, 128, 0,
bdfhrst, 4, 3,
efhlsuw, 4, 0,
abhmost, 8, 0,
dmnostx, 4, 0,
cdeorsw, 128, 0,
dknqrst, 128, 0,
aekltuv, 128, 0,
achinuw, 4, 0,
cdekrsx, 8, 10,
aekrtuv, 2, 28,
adefqrs, 256, 0,
deikpqr, 4, 0,
abeglnp, 4, 13,
aegkotv, 2, 18,
cdekprs, 8, 16,
achrtwy, 4, 0,
djnqrsv, 128, 0,
abeipty, 64, 0,
efgopru, 8, 0,
aehioty, 8, 0,
abeipry, 2, 35,
deklmop, 64, 0,
eflnpst, 4, 0,
adehivw, 8, 0,
deprsuv, 4, 0,
deknrtu, 32, 47,
adefhrt, 4, 0,
eflpsuw, 128, 0,
aborstv, 8, 0,
demoqst, 16, 17,
cehoqrs, 4, 0,
dekqstw, 4, 0,
aekltuv, 16, 0,
ahilntw, 8, 0,
cekorsx, 8, 18,
aekrtvy, 8, 0,
acdersy, 16, 44,
dikpqrs, 4, 0,
abelnpr, 32, 51,
cekostv, 8, 9,
cenpqrs, 32, 33,
anqrtwy, 8, 0,
ejnprsv, 64, 0,
aeiosty, 8, 0,
efjopsu, 32, 7,
aeiorxy, 8, 0,
abcerty, 64, 0,
ekmoprw, 4, 0,
ejlnpst, 4, 0,
adehqsw, 64, 0,
degprsu, 32, 66,
dekqrtu, 64, 0,
deghrst, 32, 46,
deflmsw, 8, 0,
abgmort, 4, 24,
defmnot, 16, 17,
acdeoqs, 64, 0,
bdekqrt, 64, 0,
aegklov, 128, 19,
acinotw, 128, 0,
dekmors, 2, 0,
aeklotv, 32, 38,
acdeirs, 2, 103,
bekpqrs, 16, 0,
abelnow, 4, 18,
aekmosv, 4, 0,
cdeprsw, 32, 56,
ahjntwy, 32, 0,
denrsuv, 32, 66,
beirsty, 8, 0,
defprsu, 4, 0,
aeioqrt, 16, 0,
abdeirt, 4, 67,
demoprt, 16, 40,
dejnpst, 32, 24,
adehswx, 128, 0,
deprsuv, 64, 0,
deklrux, 8, 0,
dfhorst, 16, 11,
delpsuw, 8, 0,
abmortx, 8, 0,
eimnost, 8, 0,
cdejoqs, 4, 0,
cdeqrst, 4, 0,
aegkluv, 16, 0,
ahintvw, 4, 0,
deklors, 32, 68,
aekotuv, 4, 0,
acekqrs, 16, 0,
dekmprs, 32, 48,
ablnopx, 32, 0,
aeklost, 16, 0,
cdenpqr, 4, 0,
ahnprtw, 512, 0,
dehjrsv, 4, 0,
abeisuy, 32, 17,
efopruv, 64, 10,
ailorty, 16, 0,
aeikrty, 4, 0,
bdemopr, 16, 36,
dlnpqst, 16, 4,
abehsvw, 8, 0,
depqrsu, 8, 0,
deklruw, 16, 15,
efhqrst, 4, 0,
ceflsuw, 16, 0,
ajmorst, 16, 0,
demnotx, 32, 27,
cdekors, 8, 24,
dkqrstx, 16, 3,
aekltvw, 32, 26,
acdhitw, 8, 13,
bcdekor, 4, 23,
aekotuv, 2, 20,
acdhqrs, 8, 9,
dekoqrs, 8, 0,
abeglnp, 8, 0,
adekost, 32, 39,
cdeprsx, 2, 0,
hjnrtwy, 16, 0,
dejknrs, 4, 0,
aeiqsty, 4, 0,
efjoprs, 4, 0,
adiorty, 4, 0,
abeikrt, 64, 0,
ehkmopr, 128, 0,
deilnst, 128, 0,
abdesvw, 8, 0,
dekrsuv, 128, 0,
dekltuv, 256, 0,
defjrst, 8, 0,
dejlsuw, 256, 0,
amnorst, 32, 0,
demnosw, 256, 0,
cdoqrsu, 8, 12,
defkqrt, 32, 11,
aefgklv, 2, 25,
cdhintw, 4, 0,
bcdekos, 128, 0,
aejkorv, 8, 0,
acdersw, 4, 0,
dehpqrs, 16, 24,
abdelop, 128, 0,
aelostv, 64, 0,
cdejpqs, 16, 4,
anprtwy, 64, 0,
dejnsuv, 512, 0,
beistvy, 32, 17,
efmopsu, 16, 0,
aejorty, 8, 0,
abirtuy, 8, 0,
demopry, 4, 0,
deflnpt, 32, 17,
adesuvw, 4, 0,
dekpqsu, 512, 0,
dklrtuv, 2, 0,
dehrstu, 4, 0,
deflswy, 64, 4,
amorsty, 16, 0,
ehmnost, 32, 41,
cdenoqs, 16, 21,
dikqrst, 32, 0,
aegklvy, 4, 0,
abchitw, 4, 9,
bcdekos, 256, 0,
aeknotv, 4, 0,
cdemqrs, 4, 0,
dekqrsv, 4, 0,
abelnpw, 32, 23,
aefostv, 8, 0,
ceipqrs, 32, 44,
anrtvwy, 8, 0,
efjnrsv, 64, 7,
abceist, 32, 46,
aeforsu, 8, 0,
aioprty, 16, 0,
abeiqrt, 8, 0,
dgkmopr, 32, 0,
delnstu, 64, 0,
dehstvw, 32, 23,
dekoprs, 8, 0,
delrtuy, 2, 0,
defhjrs, 64, 4,
delsuvw, 4, 0,
abfmort, 8, 0,
emnostx, 2, 0,
deoqrsy, 32, 34,
cdkqrst, 8, 0,
agkltvy, 4, 0,
chintuw, 32, 0,
bcdekrs, 128, 0,
akoprtv, 256, 0,
acdjqrs, 4, 0,
dekmqrs, 8, 0,
abeglno, 4, 21,
aejkost, 16, 0,
bdepqrs, 4, 7,
ahntuwy, 4, 0,
dejmnrs, 8, 0,
aeilsty, 32, 53,
efloprs, 16, 0,
aeilory, 128, 0,
abiorty, 16, 0,
deikopr, 8, 0,
bdelnps, 16, 19,
aehlsvw, 4, 0,
dekprsy, 4, 0,
delrstu, 64, 0,
defhlrt, 4, 0,
bdelsuw, 16, 25,
abdorst, 512, 0,
cdemost, 4, 0,
ceopqrs, 32, 43,
dkqrsty, 64, 0,
aejkltv, 4, 0,
achntwx, 16, 0,
ceknors, 8, 30,
abekotv, 4, 11,
acdqrsx, 16, 6,
eikpqrs, 8, 0,
abelnpy, 128, 0,
ajkostv, 4, 0,
cdhpqrs, 4, 0,
ahmnrwy, 4, 0,
djmnrsv, 128, 0,
abeijty, 64, 0,
efhoprs, 128, 0,
eijorty, 64, 0,
abcirty, 8, 21,
ekmoprx, 4, 0,
dlnpsty, 8, 0,
acdhsvw, 256, 6,
ejkprsu, 32, 34,
dejlrtu, 32, 19,
defhstv, 8, 0,
efhlsuw, 4, 0,
abmnort, 128, 0,
degmnst, 512, 0,
ceopqrs, 4, 0,
dekpqst, 32, 16,
aegklnt, 8, 0,
achilnt, 32, 0,
cdelors, 4, 0,
aekotvw, 8, 0,
cdejqrs, 8, 6,
dekpqsw, 64, 0,
aejlnop, 8, 0,
aeknosv, 4, 0,
deopqrs, 2, 0,
achnrwy, 4, 0,
dejrstv, 4, 0,
abefsty, 8, 0,
befoprs, 8, 0,
eiortwy, 16, 0,
abeimry, 4, 30,
bdkmopr, 4, 8,
deklnst, 64, 0,
acdehsv, 8, 17,
bdekpru, 16, 22,
degkltu, 16, 10,
defhrsy, 64, 5,
defnsuw, 8, 0,
abkmors, 2, 47,
dkmnost, 32, 0,
cdeioqr, 16, 26,
bdekqrt, 64, 0,
aegklmt, 8, 0,
acimntw, 512, 34,
dehkors, 256, 20,
aekorvy, 4, 0,
aceiqrs, 4, 0,
deopqrs, 8, 0,
abehnop, 256, 11,
aekotvw, 16, 0,
cdepqsu, 8, 7,
hmnrtwy, 16, 0,
dejnsvw, 4, 0,
abensty, 8, 0,
cefprsu, 32, 44,
aeortuy, 8, 0,
abeprty, 8, 0,
dehkmop, 8, 0,
cdelnps, 16, 15,
adhqsvw, 8, 0,
cekprsu, 16, 0,
dekrtuw, 8, 0,
deghrst, 64, 0,
defqsuw, 128, 0,
amorstw, 64, 0,
demostv, 4, 0,
cdeqrsv, 8, 7,
dekqrsw, 64, 0,
agikltv, 16, 0,
ahintwy, 2, 17,
cdfkors, 8, 6,
akortuv, 8, 0,
adenqrs, 128, 0,
cdkpqrs, 64, 0,
abejnop, 2, 15,
aekmosv, 64, 0,
dehpqrs, 4, 0,
hknrtwy, 16, 0,
dejnors, 4, 0,
aeilsty, 8, 0,
eopqrsu, 32, 45,
aeioprt, 16, 0,
abeiprt, 4, 35,
deimopr, 8, 0,
delnpsy, 256, 0,
adehosv, 16, 21,
cdekpsu, 16, 13,
dklrtuw, 16, 6,
adehrst, 8, 0,
eflosuw, 32, 24,
abgmost, 4, 22,
demnosu, 32, 48,
deloqrs, 32, 58,
ejkqrst, 4, 0,
aeglntv, 16, 0,
achlntw, 8, 6,
cekorsu, 4, 0,
aekorvw, 4, 0,
acdelqr, 8, 27,
dklpqrs, 256, 0,
bcelnop, 8, 12,
aekotvw, 4, 0,
deopqrs, 32, 60,
ahmnrwy, 128, 0,
djnrsuv, 8, 0,
aeimsty, 16, 0,
beoprsu, 64, 0,
aeikory, 4, 0,
aefirty, 64, 22,
adekmor, 8, 0,
delnstx, 4, 0,
adhisvw, 4, 0,
defprsu, 32, 61,
dekmrtu, 8, 0,
defhist, 128, 0,
dflstuw, 16, 4,
amorstx, 64, 0,
demnoty, 128, 0,
cdefoqs, 4, 0,
dekpqst, 16, 11,
aegkltw, 4, 0,
acehinw, 256, 21,
cdeorsw, 8, 21,
akmortv, 8, 0,
aceqrsx, 8, 24,
defkqrs, 4, 0,
abelopv, 32, 27,
aekstuv, 8, 0,
cdepqsv, 16, 5,
ehnrtwy, 4, 0,
cdjnrsv, 32, 0,
abceity, 32, 13,
emoprsu, 512, 0,
aeinort, 32, 88,
abdeity, 16, 25,
bekmopr, 16, 0,
dklnpst, 4, 0,
dehqsvw, 4, 0,
dekmrsu, 64, 0,
deklmtu, 32, 17,
adefhrs, 4, 0,
deflnsw, 4, 0,
abmorsy, 128, 0,
demnsty, 16, 14,
cdeoprs, 8, 34,
dejkrst, 8, 0,
abegktv, 32, 13,
chintwy, 256, 8,
cdejkor, 64, 0,
adekrtv, 4, 0,
acdpqrs, 16, 10,
dekqrsu, 32, 29,
belnopr, 16, 0,
aekotvw, 4, 0,
acdpqrs, 4, 0,
ahnprty, 32, 0,
dejnrvw, 32, 12,
abejsty, 4, 19,
deoprsu, 8, 0,
aeiorvy, 16, 0,
abehirt, 8, 0,
degkmpr, 8, 0,
elnpstu, 16, 0,
adehrsv, 32, 58,
dekrsuy, 4, 0,
dekrstu, 4, 0,
adefhst, 256, 19,
defluvw, 64, 8,
abiorst, 4, 43,
dmnostx, 4, 0,
cefoqrs, 8, 13,
dkqrstu, 64, 0,
aeglntv, 4, 0,
ahikntw, 32, 0,
acdekos, 512, 0,
akorstv, 512, 0,
ademqrs, 4, 0,
degkpqs, 4, 0,
abdelnp, 4, 23,
aeklstv, 32, 63,
cdenprs, 16, 32,
adhnrty, 32, 0,
dejknrs, 4, 0,
abistuy, 8, 0,
eioprsu, 8, 0,
aeortwy, 32, 27,
aeinrty, 4, 0,
dejmopr, 2, 0,
cdelnpt, 16, 11,
adehjsv, 128, 0,
bdeprsu, 32, 62,
bdekltu, 4, 12,
dfhqrst, 512, 0,
defsuwx, 16, 12,
abmoprs, 4, 27,
delmnos, 2, 0,
cdeorst, 4, 0,
dekoqrs, 8, 0,
aeklrtv, 8, 0,
acehint, 2, 56,
cekoqrs, 2, 0,
eknortv, 4, 0,
acdersw, 32, 82,
dekoqrs, 4, 0,
ablnops, 512, 0,
aeikotv, 8, 0,
cdeqrsv, 32, 27,
ahjnrtw, 4, 0,
dejnosv, 16, 16,
abefisy, 128, 0,
aefopsu, 2, 17,
aeikort, 256, 0,
beijrty, 32, 18,
dikmopr, 4, 0,
denpstw, 4, 0,
adehksw, 4, 0,
deknprs, 32, 52,
degkrtu, 8, 0,
defhort, 8, 0,
delmsuw, 4, 0,
admorst, 8, 0,
deinost, 4, 0,
cdemoqr, 32, 26,
dkmqrst, 8, 0,
aegiltv, 32, 44,
acinptw, 32, 0,
cekoqrs, 64, 0,
akoqrtv, 64, 0,
aceqrst, 32, 81,
aekpqrs, 16, 0,
abelnpt, 16, 0,
aeklost, 256, 0,
defpqrs, 16, 18,
anrtuwy, 16, 0,
bdejnsv, 8, 0,
befisty, 4, 14,
befoprs, 32, 46,
aeirtwy, 32, 32,
aeiorty, 8, 0,
degkmop, 8, 0,
deinpst, 16, 48,
dehpsvw, 8, 0,
ekprsuw, 8, 0,
ehklrtu, 8, 0,
dehqrst, 16, 18,
dflsuwx, 16, 3,
abmorsx, 4, 27,
dehnost, 2, 0,
cdekoqs, 32, 14,
adekqrt, 8, 0,
aegklst, 4, 0,
acdhint, 16, 24,
cdenors, 32, 74,
adeortv, 512, 0,
bcdeqrs, 16, 16,
dekopqr, 8, 0,
aelnopu, 8, 0,
ehkostv, 16, 0,
cdeqrsy, 4, 0,
achnrtw, 256, 12,
deknrsv, 4, 0,
abdeity, 4, 22,
cfoprsu, 16, 0,
abeirty, 64, 0,
aefirty, 16, 0,
cdekmpr, 8, 9,
delnstv, 4, 0,
adhrsvw, 256, 5,
dekpsuw, 8, 0,
delrtuw, 4, 0,
befhrst, 8, 0,
eflsuwy, 16, 0,
abmortu, 16, 0,
bdemnos, 8, 0,
cdefors, 512, 0,
degkrst, 8, 0,
agklntv, 16, 0,
acfhinw, 16, 0,
cdkorsw, 32, 0,
aekortx, 64, 0,
acdjqrs, 32, 0,
cdekpqs, 64, 0,
abjlnop, 4, 10,
aeostvw, 4, 0,
cdpqrsw, 64, 0,
hmnrtwy, 2, 0,
djnprsv, 32, 0,
abeinty, 8, 0,
defprsu, 4, 0,
aejorty, 64, 0,
aeinrty, 128, 0,
dekmpry, 16, 15,
delpstw, 8, 0,
adehosw, 4, 0,
dekoprs, 2, 0,
deklmtu, 16, 11,
defhmrt, 4, 0,
dflpsuw, 8, 0,
abkmrst, 256, 0,
ehmnost, 4, 0,
cdeoprs, 512, 0,
demqrst, 4, 0,
agklptv, 4, 0,
acintvw, 4, 0,
cdfkors, 128, 0,
abkortv, 8, 0,
abceqrs, 128, 0,
dekprsv, 16, 20,
aelnopx, 2, 20,
aefkost, 16, 0,
cdpqrst, 2, 0,
aehnrtw, 4, 0,
deinrsv, 2, 0,
abistvy, 4, 16,
aefprsu, 4, 0,
aceioty, 32, 10,
abirtvy, 64, 0,
deklmor, 128, 0,
delnptu, 32, 33,
dehpsvw, 16, 7,
degprsu, 8, 0,
eklrstu, 4, 0,
defhost, 8, 0,
dfhlsuw, 512, 0,
abkmrst, 32, 0,
emnostu, 8, 0,
cdeioqs, 64, 0,
ekqrstx, 2, 0,
aegiltv, 8, 0,
achintu, 4, 0,
cdkorsy, 16, 8,
eikortv, 4, 0,
acdenrs, 32, 101,
dekqrsw, 16, 15,
abelnov, 4, 16,
aekoqst, 16, 0,
cdelpqs, 16, 9,
anqrtwy, 4, 0,
dejnsvy, 4, 0,
aefisty, 8, 0,
efoprtu, 4, 0,
aeilory, 32, 29,
abeipry, 64, 0,
dekmnop, 16, 13,
adenpst, 128, 0,
adehsvy, 4, 0,
dkprsuy, 256, 0,
djklrtu, 4, 0,
dehrsty, 2, 0,
defsuvw, 16, 9,
abjmrst, 8, 0,
admnost, 64, 0,
defoqrs, 32, 32,
dekqrtw, 128, 0,
aegktvy, 64, 0,
acghntw, 8, 4,
cdhkors, 8, 9,
aehkrtv, 4, 0,
acdqrsv, 4, 0,
bdekprs, 8, 0,
aelnopr, 4, 0,
aeoqstv, 4, 0,
cdpqrsu, 16, 5,
anrstwy, 256, 0,
adejnsv, 32, 27,
abegity, 256, 0,
aeoprsu, 4, 0,
aeiosty, 16, 0,
bdeirty, 4, 27,
dekmprv, 2, 0,
bdenpst, 256, 0,
adehqvw, 4, 0,
bdeprsu, 16, 39,
dekrtux, 64, 0,
defqrst, 8, 0,
deflruw, 4, 0,
abjmost, 8, 0,
dmnostv, 4, 0,
ceoqrsw, 16, 0,
bdekqrs, 16, 13,
aegktvx, 16, 0,
achijtw, 8, 7,
cefkors, 2, 0,
aefortv, 32, 28,
cdemqrs, 8, 6,
dekqrst, 8, 0,
ablnopy, 64, 0,
aeorstv, 32, 93,
cdopqrs, 16, 12,
ahlnrty, 512, 0,
dgjnrsv, 16, 3,
abistxy, 8, 0,
efkopsu, 16, 0,
aeiortv, 16, 0,
abeisty, 16, 0,
cdekmor, 4, 0,
dehlpst, 16, 15,
adehksw, 32, 34,
adeprsu, 2, 77,
dekrtuv, 8, 0,
efhrstx, 2, 0,
defklsw, 32, 25,
amorsty, 4, 0,
demorst, 16, 46,
cdeqrsu, 32, 36,
bdekqrs, 128, 0,
eghkltv, 4, 0,
achijnw, 4, 0,
adekors, 8, 0,
adekorv, 8, 0,
cdeqrsw, 64, 0,
dkpqrsv, 4, 0,
aeflnop, 8, 0,
abkostv, 32, 0,
cdepqsx, 4, 0,
aehnrwy, 4, 0,
deknrsv, 8, 0,
abeiosy, 16, 0,
efjorsu, 8, 0,
aceorty, 8, 37,
abeipty, 16, 0,
cdekmor, 16, 22,
dehlnst, 64, 0,
dehksvw, 32, 12,
dekprst, 8, 0,
ejklrtu, 2, 0,
dfhmrst, 16, 2,
deilsuw, 4, 0,
bmorstx, 4, 12,
emnorst, 8, 0,
cdeqrsy, 32, 32,
cdekqst, 32, 12,
aegklmv, 4, 0,
achjntw, 4, 0,
dekoqrs, 8, 0,
aekprtv, 256, 0,
acdeqsy, 8, 14,
dekprsy, 128, 0,
abdenop, 8, 0,
acekotv, 16, 0,
cdepqrw, 64, 0,
afhnrwy, 4, 0,
dejnstv, 4, 0,
beistuy, 64, 0,
efkorsu, 16, 0,
aeimory, 32, 26,
abhirty, 16, 0,
deklopr, 32, 49,
elnprst, 4, 0,
adehmvw, 4, 0,
depqrsu, 8, 0,
cdekltu, 16, 11,
defhrtu, 4, 0,
deklsuw, 2, 0,
acmorst, 4, 0,
deinost, 16, 69,
cdoqrsu, 4, 0,
ekqrstv, 128, 0,
agklstv, 32, 0,
chinstw, 32, 0,
cekorsy, 16, 0,
dekortv, 4, 0,
acdeqst, 64, 0,
dejkpqs, 16, 5,
aeklnop, 4, 0,
aeknost, 4, 0,
cdopqrs, 32, 0,
ahmnrtw, 32, 0,
dejknrv, 16, 9,
aeistxy, 2, 26,
efmorsu, 256, 0,
aikorty, 64, 0,
beimrty, 4, 19,
dekmopy, 8, 0,
delnost, 16, 44,
adehqsv, 16, 13,
efkprsu, 4, 0,
eklrtuy, 16, 0,
defghst, 8, 0,
ceflsuw, 8, 9,
abimrst, 16, 0,
demnstv, 4, 0,
cdemors, 8, 23,
defkqst, 8, 0,
aegktvw, 8, 0,
achntwy, 8, 6,
bcdekos, 4, 12,
aeknrtv, 4, 0,
acejqrs, 8, 22,
cdekqrs, 8, 8,
abeflnp, 4, 15,
aejkosv, 32, 16,
defpqrs, 2, 0,
bhnrtwy, 64, 0,
djknrsv, 64, 0,
aceisty, 256, 0,
efjprsu, 4, 0,
aeiortx, 128, 0,
befirty, 32, 24,
defkmpr, 4, 0,
dehlnpt, 32, 17,
deghsvw, 4, 0,
dekprst, 4, 0,
degklrt, 4, 0,
defhrsx, 64, 4,
deflouw, 8, 0,
afmorst, 4, 0,
demnstu, 4, 0,
cdehors, 8, 32,
dekqrty, 4, 0,
adegklv, 16, 17,
achiqtw, 8, 7,
defkors, 8, 0,
aekmorv, 64, 0,
acdeirs, 32, 110,
bdekprs, 8, 0,
abelmno, 32, 46,
adekosv, 32, 28,
cdeoqrs, 16, 31,
dhnrtwy, 4, 0,
djnorsv, 2, 0,
abestxy, 4, 17,
fkoprsu, 16, 0,
aeirtuy, 8, 0,
beikrty, 32, 24,
cdekmop, 16, 11,
denpstx, 4, 0,
adehqvw, 4, 0,
degkprs, 4, 0,
deklpru, 16, 22,
defhort, 128, 0,
deflmsw, 16, 12,
abimrst, 4, 24,
ademnos, 64, 0,
cdoqrsv, 16, 8,
dekrsty, 256, 0,
agklstv, 16, 0,
acintvw, 64, 0,
cdekort, 8, 19,
aekoqtv, 8, 0,
cdeqrsw, 16, 18,
deknpqs, 4, 0,
abglnop, 4, 12,
abkostv, 16, 0,
cdefqrs, 256, 0,
abhntwy, 256, 4,
dejnqrv, 8, 0,
abefist, 128, 0,
eflprsu, 8, 0,
aeoprty, 32, 52,
abhirty, 32, 0,
dkmopru, 8, 0,
djlnpst, 2, 0,
adehkvw, 32, 16,
degkprs, 4, 0,
deklrtv, 4, 0,
defkrst, 32, 41,
defluwy, 2, 0,
bjmorst, 32, 0,
denoqst, 4, 0,
dejoqrs, 16, 26,
dfkqrst, 8, 0,
acegltv, 4, 0,
abchntw, 8, 5,
cekorsw, 8, 18,
aelortv, 16, 0,
acdeqru, 32, 30,
dkmpqrs, 16, 1,
aelnopx, 16, 0,
aefkotv, 16, 0,
cdepqru, 64, 0,
hnprtwy, 4, 0,
dejrsvy, 16, 15,
abensty, 16, 0,
efopsuv, 4, 0,
aeirsty, 2, 84,
abdirty, 256, 0,
degkmop, 16, 11,
cdelnpt, 16, 11,
adehivw, 512, 5,
deknpru, 128, 0,
deklqtu, 8, 0,
adehrst, 32, 120,
defnsuw, 2, 0,
abdmort, 4, 24,
denostv, 16, 27,
cdekoqr, 8, 10,
dkqrsty, 16, 2,
efgkltv, 128, 7,
cghintw, 4, 0,
cdekqrs, 64, 0,
akoqrtv, 8, 0,
acdeprs, 128, 0,
dekqrsw, 2, 0,
abegnop, 16, 0,
aekosvy, 4, 0,
cdelprs, 4, 0,
chnrtwy, 4, 0,
djnrsvw, 8, 0,
aegisty, 8, 0,
aefoprs, 128, 0,
agiorty, 8, 0,
abeiory, 16, 0,
eklmopr, 32, 36,
elnpstx, 16, 0,
adehstv, 16, 27,
adkprsu, 32, 0,
delrtux, 8, 0,
bdefhst, 4, 6,
deflouw, 4, 0,
abkmors, 16, 0,
denoqst, 8, 0,
demoqrs, 16, 31,
bdekqrt, 4, 7,
aeklrtv, 4, 0,
cdhintw, 16, 6,
dejkors, 128, 0,
aeikort, 16, 0,
acdelrs, 4, 0,
cdkpqrs, 8, 1,
abelmnp, 8, 0,
aelostv, 8, 0,
depqrsx, 32, 34,
adnrtwy, 4, 0,
dejmnsv, 128, 0,
abeksty, 4, 20,
aefoprs, 16, 0,
aeirtvy, 128, 0,
aeilrty, 8, 0,
dekopru, 4, 0,
belnpst, 16, 0,
adehswx, 4, 0,
bdekrsu, 8, 0,
deklmru, 8, 0,
defrstx, 8, 0,
defglsw, 4, 0,
blmorst, 8, 0,
cdemost, 4, 0,
cdhoqrs, 4, 0,
adkqrst, 8, 0,
aegktuv, 32, 11,
achntwy, 16, 0,
cdekrsx, 4, 0,
agkortv, 8, 0,
acdqrsx, 128, 0,
dekqrsy, 64, 0,
abeilno, 8, 0,
