vocabs, center, score
bcekorv, 8, 8,
agjstuv, 4, 0,
cjknptx, 16, 0,
fgijmwy, 128, 4,
ehqrstv, 64, 0,
cekrsvx, 16, 0,
ehiostx, 64, 0,
hlmnstv, 512, 0,
dfhkotv, 32, 0,
clmrstv, 16, 0,
bgmrvwy, 8, 0,
bcdlmno, 8, 4,
acdftxy, 4, 0,
dijnpqv, 32, 0,
abfhjkn, 4, 7,
ahkmqrt, 512, 0,
klmovxy, 2, 0,
afnrvwy, 4, 0,
egmnqrs, 64, 0,
cfjklpv, 16, 0,
diloquv, 32, 0,
cdhlnqy, 16, 2,
adfkmwy, 32, 0,
abchjpy, 4, 6,
ahimnqs, 4, 0,
ginqvwy, 256, 0,
abfijlw, 4, 7,
acfgjlq, 4, 0,
achinru, 4, 0,
dghlpqv, 32, 0,
bcdnpwy, 8, 0,
dimnpvy, 32, 0,
bdkntuv, 8, 0,
eglpqrx, 64, 0,
dfinoqr, 32, 0,
bijmopy, 8, 0,
cdmnqwx, 16, 2,
bgknorx, 8, 0,
deghiqy, 32, 7,
egjoprx, 64, 0,
dlnpuxy, 32, 0,
bnouvxy, 8, 0,
ijknpqt, 2, 0,
ejlnosw, 64, 0,
ahlmrtx, 4, 0,
bdfjkpw, 8, 0,
mnoqstu, 2, 0,
deikquv, 32, 6,
bjlmuvx, 8, 0,
ablrsvx, 4, 10,
defilqx, 32, 7,
fjpqtvx, 128, 0,
ghikqrt, 256, 6,
acghjkm, 4, 0,
bcegjsw, 8, 1,
aegknwx, 4, 0,
cdjovwy, 16, 0,
adlnoqu, 4, 0,
agjtuvw, 4, 0,
bfhqrux, 8, 0,
dioqrvx, 32, 0,
cipstwx, 16, 0,
fhimsuw, 128, 0,
ceijqvy, 16, 0,
bejmvxy, 8, 0,
clqrtwy, 16, 0,
acfkopw, 4, 0,
adfijou, 4, 0,
efmtuvw, 64, 8,
acdeksx, 4, 0,
cehktuv, 16, 0,
hmnqtuw, 512, 0,
ahksuvw, 4, 0,
adjnpqs, 32, 0,
ehkntwy, 64, 0,
abdijnu, 4, 9,
cdefmsx, 16, 7,
bgikuwy, 8, 0,
acgilty, 4, 0,
cegirxy, 16, 0,
bfhjoqu, 8, 0,
fijstxy, 128, 0,
acgpsux, 4, 0,
adkoqrw, 4, 0,
aijknov, 4, 0,
fgnqrtv, 128, 1,
eimopsu, 64, 0,
fjkoptx, 128, 0,
eklpqtw, 64, 0,
bejnuvx, 8, 0,
adlmsxy, 4, 0,
beflort, 8, 0,
ghmnpqv, 256, 3,
dekmopr, 32, 46,
dfhlmno, 32, 0,
bhnotvy, 8, 0,
ahjrtwx, 4, 0,
fkmopsv, 128, 0,
hlmoruv, 512, 0,
acjlsuy, 4, 0,
dilnwxy, 32, 0,
bcghjkl, 8, 1,
defhjrx, 32, 10,
adjklot, 4, 0,
bimqrst, 8, 0,
bgimptx, 8, 0,
egiknpu, 64, 0,
bdgjmor, 8, 0,
adfgmwx, 4, 0,
ijmnrtx, 2, 0,
aeijlpx, 4, 0,
ahinopq, 4, 0,
bdehknu, 8, 0,
bcjkopx, 8, 1,
cehnqsy, 16, 0,
aemprwy, 4, 0,
adpquvx, 4, 0,
emqrsuv, 64, 0,
bdfilow, 8, 0,
cegstwy, 16, 0,
cgimpru, 16, 0,
aefhmnw, 64, 12,
abijmox, 8, 0,
klntuwy, 2, 0,
dgmnosx, 32, 0,
ceiklvw, 16, 0,
egnpsvw, 64, 0,
bdeglpr, 8, 0,
hikqrsy, 512, 7,
ghnqsty, 256, 3,
acgituy, 4, 0,
abcglvy, 4, 6,
bhjkruw, 8, 0,
glnpqvy, 256, 0,
cdhjruw, 16, 2,
bgmopwy, 8, 0,
cdfknox, 16, 4,
abnoptv, 4, 11,
bdelosx, 8, 0,
dhjkruw, 32, 0,
bcdjnpr, 8, 0,
bdgmoqy, 8, 0,
bejrstu, 8, 0,
cgknoux, 16, 0,
bfjkmqx, 8, 0,
cghkvxy, 16, 0,
bcdefkq, 8, 2,
eimprtu, 64, 0,
fghmwxy, 128, 4,
eglmsty, 64, 0,
abcdrty, 4, 14,
bmoqswy, 8, 0,
elpqsvx, 64, 0,
cefgrvw, 16, 0,
lnpqtux, 2, 0,
bcghkvw, 8, 1,
abcdlsw, 8, 13,
fgjmnqx, 128, 1,
eijkors, 64, 0,
imnpvwy, 2, 0,
ehijlrx, 64, 0,
aefhruw, 4, 0,
cegilmq, 16, 0,
acfmopt, 4, 0,
bflqrtw, 8, 0,
dhnpstu, 32, 0,
aclnquy, 16, 0,
adejlow, 4, 0,
bilnoqs, 8, 0,
ghjktvw, 256, 3,
cfgjkox, 16, 0,
cfgiosw, 16, 0,
cdjpqst, 16, 5,
bfhmopt, 8, 0,
dlnstvx, 32, 0,
aeijmnq, 4, 0,
dkmotvx, 32, 0,
dgitvwx, 32, 0,
aghlnst, 4, 0,
cflnrtx, 16, 0,
bcmsuxy, 8, 1,
acegilo, 4, 0,
acdgmov, 4, 0,
behijlm, 8, 0,
goquvwx, 256, 0,
bghmpsx, 8, 0,
achjkrw, 4, 0,
diloquy, 32, 0,
fjnrvwy, 128, 0,
beiptuw, 8, 0,
chiklqw, 16, 0,
eklnrsv, 64, 0,
abdfgot, 4, 6,
efgikmt, 64, 6,
blmprwx, 8, 0,
ahilpqw, 4, 0,
agrtuvx, 4, 0,
dfhilnt, 32, 0,
abegpvx, 8, 0,
fghpuwy, 128, 4,
cfnorwx, 16, 0,
aejnqvx, 64, 0,
fhpqrwx, 128, 0,
abfijmt, 4, 8,
cjmntux, 16, 0,
agkpqtu, 4, 0,
gilouvw, 256, 0,
bgjluvx, 8, 0,
bjklqty, 8, 0,
bhikmqv, 8, 0,
abdfisx, 4, 8,
dgjlort, 32, 0,
bdehquv, 8, 0,
cinstvw, 16, 0,
abklmqv, 4, 6,
defghij, 32, 6,
deghost, 32, 29,
hlnstuy, 512, 0,
dfgknqx, 32, 0,
cikltwx, 16, 0,
cinoqtx, 16, 0,
adfhotx, 4, 0,
ajpqruy, 4, 0,
ehiknru, 64, 0,
dfhnqsx, 32, 0,
abefinu, 4, 9,
abejmuy, 4, 10,
fhinpvw, 128, 0,
acghnuv, 16, 0,
bfitvwy, 8, 0,
bdnoprv, 8, 0,
dhjmoty, 32, 0,
gjkloux, 256, 0,
egjnqxy, 64, 0,
abciovx, 4, 11,
cdefgjq, 16, 2,
djklsvw, 32, 0,
chjpquy, 16, 0,
abklmpr, 4, 12,
abjkmsy, 4, 7,
dfhlmps, 32, 0,
dgmotwy, 32, 0,
adegimr, 4, 0,
bdfghmp, 8, 0,
cdfjqvy, 16, 0,
bgimqst, 8, 0,
bloquvy, 8, 0,
cdjnors, 16, 9,
dfmnvwx, 32, 0,
adhpvwx, 4, 0,
abfhlmo, 4, 9,
ghijsuw, 256, 9,
efjprsy, 64, 5,
acgitwy, 4, 0,
achnqru, 4, 0,
bdhnpry, 8, 0,
ejoqrvx, 64, 0,
adfmrwy, 4, 0,
dhkosvw, 32, 0,
himoqty, 512, 3,
hjkoqxy, 512, 0,
acklnpw, 4, 0,
abdfqsx, 4, 4,
adilmop, 4, 0,
dehlqrv, 32, 20,
chjkrvx, 16, 0,
dfhikow, 32, 0,
adjqtvx, 4, 0,
bcjkmux, 8, 1,
bmnosuw, 8, 0,
dnopqrx, 32, 0,
afrtwxy, 4, 0,
oqruvwx, 2, 0,
cehilmq, 16, 0,
fjmsuwy, 128, 0,
dejqrux, 32, 8,
adeglmy, 4, 0,
hijnqxy, 512, 1,
acfgptw, 16, 0,
abfmnrt, 4, 13,
ilmovwx, 2, 0,
abhnpqy, 4, 4,
beiqruw, 8, 0,
bceinqu, 8, 4,
ijlruxy, 2, 0,
jkrstvx, 2, 0,
acehjtu, 4, 0,
dknrsvy, 32, 0,
acefinq, 4, 0,
hirtuwy, 512, 4,
bdhjlmw, 8, 0,
adlmrtv, 32, 0,
abimpqv, 4, 5,
acknpsv, 16, 0,
fgikmxy, 128, 2,
jlmqsux, 2, 0,
gilswxy, 256, 0,
dfgopqs, 32, 0,
aghlmry, 4, 0,
acghklu, 4, 0,
acknotw, 4, 0,
adfrvwy, 32, 0,
bchiory, 8, 12,
bkrstuv, 8, 0,
achpsuw, 4, 0,
bhijouv, 8, 0,
achjmty, 4, 0,
adhjkvy, 32, 0,
bcdlrty, 8, 2,
dhkntxy, 32, 0,
dfimrsv, 32, 0,
efhjklr, 64, 7,
efostwy, 64, 11,
dghjpwy, 32, 0,
ceghknq, 16, 0,
cdglqst, 16, 8,
ghiprsy, 256, 11,
ciloqtv, 16, 0,
cdknswx, 16, 3,
bfhkqsx, 8, 0,
acgjmox, 4, 0,
adhiprv, 32, 0,
dhinopr, 32, 0,
bcknrsy, 8, 1,
bgjkpqt, 8, 0,
cdgnprv, 16, 2,
bhlpqrt, 8, 0,
bdhmrtv, 8, 0,
abcfimw, 8, 8,
cimnoux, 16, 0,
cdjoqsw, 16, 2,
acjrswx, 4, 0,
ijrtvxy, 2, 0,
dgirsvw, 32, 0,
bdkopqx, 8, 0,
acefrsw, 4, 0,
acemnpx, 16, 0,
dfghijx, 32, 0,
hipqsty, 512, 11,
chjklmw, 16, 0,
bdfgmnv, 8, 0,
bgjortw, 8, 0,
cdforuw, 16, 8,
acdkpst, 4, 0,
gmnprsw, 256, 0,
akmrvwy, 4, 0,
abkntvx, 4, 7,
cdfkmpv, 16, 2,
ehjloqr, 64, 0,
chkltvx, 16, 0,
bestuxy, 8, 0,
adghjrt, 4, 0,
ghlnrvy, 256, 2,
bdoprtx, 8, 0,
ahnpqry, 4, 0,
bdehiov, 8, 0,
cfjnqsw, 16, 0,
cefglpu, 16, 0,
bdfgkrs, 8, 0,
hjorstw, 512, 0,
belmpvy, 8, 0,
ciostux, 16, 0,
ceflrwx, 16, 0,
adimqsu, 32, 0,
elpqrtu, 64, 0,
dfjlrxy, 32, 0,
efhitvx, 64, 3,
agmorsx, 4, 0,
agprswx, 4, 0,
eprtuvy, 64, 0,
klopqwy, 2, 0,
dglmrty, 32, 0,
bdfghqr, 8, 0,
akmoqrx, 4, 0,
efjmpsw, 64, 4,
fhmpsvw, 128, 0,
cdgmpxy, 16, 2,
bdjlqux, 8, 0,
abeopqy, 4, 6,
iklprtu, 2, 0,
cefjpqw, 16, 0,
adfgjsw, 4, 0,
bdijtvy, 8, 0,
gjkmoqw, 256, 0,
acdijqr, 4, 0,
hjlortw, 512, 0,
abhlosy, 4, 17,
abhjkqu, 4, 3,
acipqru, 4, 0,
fjkqsvx, 128, 0,
bcinprs, 8, 5,
fklpuwx, 128, 0,
cgilsux, 16, 0,
apsuvwx, 2, 10,
cfjlnop, 16, 0,
ikpqruy, 2, 0,
anpswxy, 4, 0,
jkmnsvx, 2, 0,
acemrtw, 4, 0,
adikmqw, 4, 0,
dhnopuw, 32, 0,
efikopx, 64, 4,
fgilmop, 128, 9,
dhknqwx, 32, 0,
cjoqswy, 16, 0,
bfjnowx, 8, 0,
ahlmqty, 4, 0,
bdejpqw, 8, 0,
ahisvwy, 512, 6,
dfgjpry, 32, 0,
bcdfknt, 8, 1,
egopwxy, 64, 0,
aijlmvx, 2, 16,
bklosuw, 8, 0,
aknrswx, 4, 0,
cfgnuwy, 16, 0,
agknoqr, 4, 0,
dglstwx, 32, 0,
cdehkop, 16, 12,
ahijkos, 4, 0,
cflvwxy, 16, 0,
cehmtwx, 16, 0,
aikoqrs, 4, 0,
acgistu, 4, 0,
bcdfgrs, 8, 1,
acejnps, 4, 0,
degiksx, 32, 14,
egmptxy, 64, 0,
cdhknqs, 16, 2,
flmrvwy, 128, 0,
abghmqu, 4, 5,
gkmqswy, 256, 0,
abijkou, 4, 11,
jklmpqu, 2, 0,
cilnqru, 16, 0,
bginoxy, 8, 0,
ehqrtwx, 64, 0,
dfgiowx, 32, 0,
fhilrsw, 128, 0,
elnopwx, 64, 0,
bcefklp, 8, 3,
bfkmqwy, 8, 0,
abgknvx, 4, 6,
ahjntxy, 4, 0,
bcilmrt, 8, 1,
abdefil, 4, 30,
adgjsty, 4, 0,
cdflquw, 16, 3,
gipqwxy, 256, 0,
defrsxy, 32, 29,
abgkpux, 256, 0,
acjlnoy, 4, 0,
ceilnsv, 16, 0,
adloqty, 4, 0,
lnrtvwy, 2, 0,
ghjknsw, 256, 2,
ajnotuw, 4, 0,
cfjstwx, 16, 0,
efnrsuy, 64, 18,
beilpqs, 8, 0,
abdehjs, 4, 12,
bhlpqtx, 8, 0,
afiknvx, 4, 0,
cdekopq, 16, 10,
chnprsu, 16, 0,
ckmrwxy, 16, 0,
bikmnwx, 8, 0,
nptuvwy, 2, 0,
dghnrtx, 32, 0,
bdejklw, 8, 0,
begrstv, 8, 0,
efimnpq, 64, 4,
deqswxy, 32, 15,
cdfhpst, 16, 5,
hjmpsuv, 512, 0,
cdhoqtu, 16, 8,
abgloqy, 8, 0,
cefjtvy, 16, 0,
cnoqrwx, 16, 0,
cdfijsy, 16, 5,
adegilv, 4, 0,
cfiklsu, 16, 0,
dekmoqw, 32, 12,
jlmortw, 2, 0,
bcgkqtw, 8, 0,
lmnosuv, 2, 0,
dfjkpvw, 32, 0,
ajlpqrx, 4, 0,
acprtwx, 16, 0,
dfgikrx, 32, 0,
fghjnuv, 128, 3,
agknvxy, 4, 0,
aegpswy, 4, 0,
bdgmnrw, 8, 0,
bdhmrsu, 8, 0,
egkmnwx, 64, 0,
aghnoux, 4, 0,
bgijptx, 8, 0,
dehikox, 32, 13,
aejpqtv, 4, 0,
ahjkquw, 4, 0,
bijmtux, 8, 0,
acnopru, 16, 0,
bejlntw, 8, 0,
abcginq, 8, 13,
cglosvy, 16, 0,
cdfqstu, 16, 7,
eghjkpv, 64, 0,
defnqry, 32, 22,
beghjqw, 8, 0,
lnpruxy, 2, 0,
cfhmpxy, 16, 0,
acdgijw, 4, 0,
aemnvwy, 4, 0,
abejmnq, 8, 0,
dgkmvxy, 32, 0,
dekluwx, 32, 10,
acjkmsx, 4, 0,
admnpst, 4, 0,
bfjouxy, 8, 0,
ghilmuw, 256, 9,
bilnrvy, 8, 0,
flnpqux, 128, 0,
bhoqrvw, 8, 0,
ceklpuw, 16, 0,
eklnrsy, 64, 0,
akmopux, 4, 0,
afiklot, 4, 0,
ehnprsu, 64, 0,
cimnowy, 16, 0,
dhijnoq, 32, 0,
cgimnou, 16, 0,
djmnrwy, 32, 0,
aejlotu, 4, 0,
aklqruw, 4, 0,
befjmwx, 8, 0,
chkqsuw, 16, 0,
ajnostw, 4, 0,
lopruvy, 2, 0,
afmnstv, 4, 0,
ceijlnx, 16, 0,
abhmpvx, 4, 4,
fhlpqvw, 128, 0,
demnpsw, 32, 34,
dkqrsuy, 32, 0,
cdemouw, 16, 11,
aglntux, 4, 0,
eioqstw, 64, 0,
cdfgorv, 16, 5,
afhmnsy, 4, 0,
abjlmps, 4, 10,
dhikorv, 32, 0,
distuvx, 32, 0,
cegjtuv, 16, 0,
abknpqy, 2, 12,
gloptvw, 256, 0,
elnprtw, 64, 0,
alpquvw, 4, 0,
bcfnpqs, 8, 1,
cepsuvx, 16, 0,
acklprw, 16, 0,
ahjlstu, 4, 0,
cikoqvx, 16, 0,
biltuxy, 8, 0,
bdfghos, 8, 0,
cknqruy, 16, 0,
acefmny, 4, 0,
bdikrsy, 8, 0,
bcfgorv, 8, 2,
bcinpry, 8, 2,
begjqsx, 8, 0,
aefmrsu, 4, 0,
aejklns, 4, 0,
bcfnqxy, 8, 0,
bcdmoxy, 8, 5,
afghpsw, 4, 0,
dgikqvy, 32, 0,
ajmruxy, 2, 9,
eknoprw, 64, 0,
efjmrwy, 64, 6,
gjlnrsw, 256, 0,
aeflmpq, 4, 0,
fioquvx, 128, 0,
dfghprv, 32, 0,
adfgnsx, 4, 0,
dehoqrx, 32, 16,
abcdquv, 4, 4,
abcdgvw, 4, 4,
afhipsv, 4, 0,
efijqsu, 64, 5,
bcikpuw, 8, 3,
afiltvx, 4, 0,
adhkmpy, 4, 0,
bfoqrwy, 8, 0,
abgnpxy, 4, 5,
celpquv, 16, 0,
bhlmqrv, 8, 0,
bchlmoq, 8, 7,
efloqrw, 64, 8,
dejkmrx, 32, 11,
beiqrvw, 8, 0,
dghptvw, 32, 0,
delnpst, 32, 51,
cefgjtx, 16, 0,
aeijpqx, 4, 0,
ijqtuxy, 2, 0,
aklmruw, 4, 0,
cdklrst, 16, 7,
abfimtw, 8, 0,
dgjptuw, 32, 0,
cghisuw, 16, 0,
aeglquy, 4, 0,
ahjlqsw, 4, 0,
aelmotx, 4, 0,
ckopqrs, 16, 0,
fhiklxy, 128, 0,
cdhpsuv, 16, 1,
aglnrsu, 4, 0,
epqruxy, 64, 0,
cfkosuw, 16, 0,
gknortx, 256, 0,
cfgjqst, 16, 0,
elnpqsw, 64, 0,
bdfhkuy, 8, 0,
behmrvw, 8, 0,
cdhjuvy, 16, 0,
abdhjsu, 4, 9,
aimoprv, 4, 0,
cijksuv, 16, 0,
gkpsvwy, 256, 0,
giprsux, 256, 0,
abcdlnx, 8, 8,
fnorwxy, 128, 0,
bfhqstw, 8, 0,
degikpw, 32, 13,
definpw, 32, 17,
bdejklr, 8, 0,
ilopqrx, 2, 0,
deglqtu, 32, 13,
aeilpvw, 4, 0,
aejkqvw, 4, 0,
degpuxy, 32, 6,
joqrstu, 2, 0,
dfjknrt, 32, 0,
acmopqy, 4, 0,
acdefpr, 16, 33,
bchjprv, 8, 1,
aeklqwy, 4, 0,
bcdkopx, 8, 1,
bcdhiqr, 8, 4,
cdelmpu, 16, 13,
dhknosx, 32, 0,
cefglrx, 16, 0,
cjmprtv, 16, 0,
cekmnpq, 16, 0,
egloqtw, 64, 0,
aimqstv, 4, 0,
cejrswy, 16, 0,
cmoqrwx, 16, 0,
agoptwy, 4, 0,
jopuvxy, 2, 0,
ghjmpxy, 256, 3,
cegikpv, 16, 0,
cdnoprt, 16, 7,
hjnpqsx, 512, 0,
fhmnpsy, 128, 0,
bglprty, 8, 0,
dfpquvw, 32, 0,
klnouvw, 2, 0,
aceklno, 4, 0,
cdfopqr, 16, 4,
bjoqswy, 8, 0,
cejpquv, 16, 0,
afimorw, 128, 0,
acjluvx, 4, 0,
eijkoqx, 64, 0,
bcjkluy, 8, 3,
fgimptx, 128, 3,
ainovwx, 2, 10,
