vocabs, center, score
abgirtw, 8, 0,
acdeikp, 16, 19,
abiprsu, 2, 26,
cdinprt, 8, 7,
adeikrt, 512, 42,
elmprsu, 32, 59,
cdeoptw, 32, 19,
eioprtu, 16, 0,
ehnprsu, 8, 0,
ademnpr, 4, 0,
adegmps, 2, 40,
abeqrst, 8, 0,
abcdprt, 4, 5,
denrstu, 16, 70,
dlnorst, 8, 0,
adgprtw, 16, 8,
deprtwx, 4, 0,
acenopr, 8, 37,
beghrty, 8, 0,
eoprsuy, 8, 0,
bdeilno, 32, 44,
elmoprx, 32, 23,
abdinrt, 8, 0,
abefstu, 64, 21,
acdehpw, 512, 0,
adegprw, 8, 0,
abeprsu, 8, 0,
dkpqruw, 64, 0,
deikpsu, 512, 17,
demnsty, 8, 0,
aeiqrty, 64, 0,
adegirt, 4, 0,
aceirsu, 128, 0,
eilnrty, 4, 0,
afiprsu, 64, 11,
abenpty, 32, 18,
abeikrt, 4, 37,
cdekopr, 16, 35,
adgirty, 4, 0,
eoprstu, 4, 0,
aegirty, 32, 53,
acdeklp, 4, 0,
aeirsuw, 128, 0,
cdeimrt, 32, 56,
abeirtx, 128, 0,
eijlprs, 64, 0,
degoprt, 2, 0,
ceoprsu, 64, 0,
einoprs, 256, 0,
aceknpr, 8, 27,
aefmnps, 128, 0,
abemrst, 512, 0,
bcdefpr, 64, 3,
elnrstv, 512, 0,
deklnos, 16, 36,
abdeptw, 16, 20,
deoprtw, 4, 0,
acdenru, 128, 0,
abehrty, 4, 32,
eiorsuy, 64, 0,
abdilns, 8, 0,
delmpqr, 4, 0,
abeintx, 64, 0,
aberstx, 8, 0,
adeiprw, 16, 47,
acdprwy, 4, 0,
abenrtu, 8, 0,
dklprsu, 16, 6,
adekrsu, 4, 0,
dekmost, 64, 0,
einrtxy, 4, 0,
abdertw, 4, 34,
afiprsu, 256, 0,
aeilnry, 8, 0,
aefprsv, 8, 0,
abefnty, 8, 0,
adefirt, 4, 0,
cdoprst, 16, 12,
deimrty, 128, 0,
efgprtu, 8, 0,
abcegrt, 32, 67,
adekprx, 128, 0,
ahiprsu, 4, 0,
defiprt, 4, 0,
abdehir, 8, 0,
eilmpru, 4, 0,
cdeoptw, 128, 0,
ceoprsu, 128, 0,
enprsuv, 128, 0,
acdejpr, 4, 0,
demnpsw, 8, 0,
begqrst, 2, 0,
acdempr, 256, 0,
delnqrs, 4, 0,
dehlost, 4, 0,
aegprtw, 2, 54,
ademrtw, 8, 0,
acejnpr, 4, 0,
abegmry, 128, 25,
eopqrsu, 64, 0,
abeilnt, 8, 0,
delmpqr, 8, 0,
aeinrty, 2, 70,
abersux, 64, 0,
acdejpr, 4, 0,
cdeprvw, 8, 9,
bemrstu, 4, 27,
dkpqrtu, 32, 0,
dekprsy, 4, 0,
bdenost, 128, 0,
aeintvy, 8, 0,
abeirtw, 16, 0,
aefipru, 4, 0,
aenrtxy, 4, 0,
aefipry, 16, 0,
aenqrty, 8, 0,
abdhirt, 8, 0,
adeoprt, 8, 0,
adehrty, 16, 37,
flprstu, 4, 0,
begirtv, 32, 33,
aceikpr, 8, 36,
aeoprsu, 32, 64,
ceilprt, 8, 30,
bdeiqrt, 64, 0,
ceiprsu, 8, 43,
celoprt, 32, 46,
einopru, 8, 0,
einrstu, 64, 0,
acemnpr, 4, 0,
adenpsw, 4, 0,
abegsty, 64, 0,
bcdeprv, 32, 26,
adenrst, 64, 0,
dejlnot, 32, 32,
adehprt, 8, 0,
adejptw, 4, 0,
acdejpr, 16, 33,
abderty, 64, 0,
eioprsy, 64, 0,
abdeilu, 128, 0,
demopqr, 128, 0,
abeijnr, 2, 32,
aberstx, 32, 65,
acdenrw, 2, 48,
acdprvw, 16, 5,
abrstuv, 4, 16,
hkpqrsu, 4, 0,
ekprsuy, 32, 41,
bdenost, 32, 58,
adinrty, 32, 0,
abdertu, 8, 0,
afikrsu, 4, 0,
aeimnrt, 16, 0,
aeiprst, 4, 0,
abenrvy, 16, 0,
abeirtw, 32, 54,
bcdeprt, 128, 0,
adinrty, 64, 0,
efjprtu, 8, 0,
abefgrt, 16, 0,
acdefpr, 8, 22,
aioprsu, 8, 0,
cdeirtx, 8, 20,
adeiort, 4, 0,
eilorsu, 4, 0,
adeoprt, 16, 74,
eimopru, 4, 0,
einpqrs, 32, 53,
acdenry, 4, 0,
acdemnp, 16, 24,
aegrstu, 32, 106,
abcdegr, 32, 52,
elnqrst, 16, 0,
cdenost, 4, 0,
adeprtu, 512, 0,
aegprtw, 4, 0,
acelnpr, 32, 43,
begrtxy, 64, 0,
eioprsv, 16, 0,
abdilnv, 4, 9,
delopru, 16, 42,
abeiort, 16, 0,
abeqrst, 8, 0,
acdoprw, 8, 13,
acdempw, 16, 13,
aberstx, 4, 29,
djkprsu, 16, 4,
ekprsuy, 16, 0,
dehmnst, 32, 38,
aceinty, 8, 28,
abdegrt, 16, 45,
aefiors, 32, 36,
adeinrt, 8, 0,
aefijps, 4, 0,
aeknrty, 2, 43,
bdeimrt, 8, 0,
cdoprtx, 8, 8,
aceirty, 8, 42,
cefpstu, 32, 21,
begirtu, 2, 0,
adeknpr, 16, 47,
aeinrsu, 4, 0,
cdeprtv, 4, 0,
abdeikt, 4, 17,
hilprsu, 4, 0,
degoprt, 64, 0,
ijoprsu, 128, 0,
einpqru, 128, 0,
acdeprx, 8, 22,
aefmnps, 128, 0,
abegist, 256, 0,
abdeopr, 8, 0,
dlnorst, 256, 0,
delnosx, 32, 49,
acdeptw, 256, 0,
adgprtw, 8, 0,
acdefnp, 32, 16,
abgorty, 2, 29,
eiprsuy, 4, 0,
abdeilp, 128, 0,
ademopr, 8, 0,
abejnrt, 4, 28,
abrstuy, 16, 0,
cdeiprw, 128, 0,
adehprw, 64, 0,
abestuv, 16, 0,
dkqrsuy, 64, 0,
deknprs, 512, 0,
demnqst, 32, 32,
aehnrty, 16, 0,
abdeiru, 8, 0,
aefilru, 8, 0,
ceinrty, 4, 0,
adefirs, 32, 76,
aefnrty, 4, 0,
abdegit, 512, 21,
acdeopr, 2, 59,
adeitxy, 4, 0,
cefprst, 64, 9,
begiort, 16, 0,
acdegpr, 32, 60,
aeimrsu, 16, 0,
cdeilpt, 32, 30,
abdinrt, 4, 14,
elpqrsu, 4, 0,
cdejort, 256, 0,
eiorstu, 4, 0,
efinprs, 4, 0,
cdenprv, 4, 0,
aemnops, 32, 51,
abegrsu, 8, 0,
abcdelr, 32, 65,
delnsty, 8, 0,
delnstv, 64, 0,
aemprtw, 32, 43,
abeprtw, 8, 0,
aceknpr, 16, 0,
aegnrty, 8, 0,
eilopru, 32, 29,
abeilnr, 64, 0,
cdemopr, 32, 46,
abcenrt, 8, 37,
abeostu, 2, 33,
cdefprw, 64, 4,
acekprw, 4, 0,
abrstuw, 8, 0,
dhpqrsu, 2, 0,
ekpqrsu, 32, 29,
dmnostv, 8, 0,
eginrty, 4, 0,
bdeirtv, 32, 46,
aefrstu, 128, 0,
aeijrty, 256, 0,
aefipsw, 4, 0,
ablnrty, 8, 0,
adeiprt, 4, 0,
deoprtv, 16, 35,
aehirty, 4, 0,
ehprstu, 4, 0,
abgiort, 8, 0,
adeknpr, 32, 53,
aceiprs, 16, 0,
ceiprst, 128, 0,
bcdeirt, 16, 36,
hilprsu, 8, 0,
ceoprst, 16, 0,
eiopsuy, 4, 0,
ceinpsu, 4, 0,
adegnpr, 64, 0,
adkmnps, 4, 0,
abegnrt, 16, 0,
abcdpqr, 512, 0,
dehnrst, 4, 0,
dlnostx, 32, 0,
adenrtw, 64, 0,
adepqrt, 4, 0,
acenopr, 16, 0,
beghrty, 8, 0,
eilorsu, 4, 0,
abeilnu, 16, 0,
bdelmpr, 8, 0,
abeilnr, 128, 0,
aerstux, 4, 0,
acdepwx, 4, 0,
acdlprw, 4, 0,
abehrst, 128, 0,
cdkpqsu, 64, 0,
bdekrsu, 128, 0,
demnosx, 64, 0,
aeinqrt, 8, 0,
abderst, 4, 45,
acefiru, 8, 25,
aeinoty, 256, 0,
befiprs, 32, 45,
abcenrt, 32, 70,
bdeiort, 8, 0,
acdeopt, 4, 0,
aeiorty, 128, 0,
efprtux, 512, 0,
abeglrt, 4, 58,
acdekqr, 32, 25,
aeipsuy, 8, 0,
cdeipty, 32, 19,
bdegirt, 4, 30,
eilmprs, 8, 0,
cehoprt, 8, 31,
eiopsuw, 64, 0,
eioprsu, 8, 0,
acdeipr, 4, 0,
adejmns, 2, 38,
aegirst, 4, 0,
abcdeor, 4, 49,
delrstx, 8, 0,
eilnost, 8, 0,
adeiprt, 16, 79,
abdprtw, 4, 3,
acdnprs, 4, 0,
abeglry, 64, 0,
eioqrsu, 8, 0,
abdilnx, 16, 17,
delmopu, 16, 25,
abfinrt, 64, 11,
aemrstu, 8, 0,
acdeqrw, 2, 26,
abcderw, 32, 40,
abeqrsu, 16, 0,
dkmpqrs, 64, 0,
dehkprs, 8, 0,
bdenost, 512, 0,
aeinpry, 256, 0,
bdeiprt, 4, 21,
aefiruy, 4, 0,
aeginrt, 8, 0,
acefirs, 256, 0,
aehnrty, 16, 0,
abeikrt, 8, 0,
cdeorst, 16, 41,
deirtuy, 4, 0,
efgrstu, 8, 0,
begirtw, 32, 35,
acdepru, 8, 32,
eiprstu, 8, 0,
cdeoprt, 8, 21,
abeirtu, 16, 0,
eilpqru, 8, 0,
cdloprt, 16, 11,
ehioprs, 8, 0,
inoprsu, 64, 0,
acdenpu, 128, 0,
aemnpqs, 64, 0,
abegqst, 4, 11,
abcempr, 8, 21,
eglnrst, 64, 0,
delnopt, 16, 30,
deprstw, 2, 0,
adejprw, 8, 0,
acdehpr, 8, 28,
begrtwy, 128, 14,
eiopruv, 64, 0,
bdeikln, 2, 0,
deilmor, 64, 0,
abeinot, 4, 26,
abemrst, 16, 0,
cdepruw, 4, 0,
acegprw, 8, 15,
abegrst, 32, 111,
dgkpqsu, 16, 3,
dekrstu, 4, 0,
ademnot, 8, 0,
aeirtuy, 256, 0,
bdeirty, 16, 35,
aeiqrsu, 16, 0,
einqrty, 16, 0,
aefiopr, 8, 0,
bdenrty, 32, 43,
bdeiqrt, 4, 18,
cdelort, 32, 50,
adeorty, 32, 55,
aefpstu, 4, 0,
begirtu, 16, 0,
acdefpr, 8, 22,
aijprsu, 4, 0,
cdeimpt, 4, 0,
abdilrt, 8, 0,
dilprsu, 256, 0,
cdenopt, 8, 12,
eiopruy, 4, 0,
einpruw, 32, 26,
acdegpr, 128, 24,
abdemnp, 8, 0,
abeglrt, 16, 0,
abcdpry, 64, 0,
bdelnrs, 4, 19,
dehlnst, 64, 0,
adeprtx, 8, 0,
defprtw, 4, 0,
acenprw, 4, 0,
begirty, 32, 33,
eipqrsu, 8, 0,
bdeilnq, 128, 0,
elmnopr, 16, 0,
aceinrt, 64, 0,
abrstuw, 128, 0,
acdegpw, 4, 0,
adehprw, 16, 34,
abejrtu, 4, 25,
dkprsux, 256, 0,
dekprux, 8, 0,
emnostu, 8, 0,
adenrty, 8, 0,
abdeprt, 4, 33,
aeirsuy, 32, 34,
ailnrty, 8, 0,
abfiprs, 16, 0,
abnqrty, 4, 8,
abdgirt, 32, 0,
cdenopt, 32, 27,
acdeity, 512, 19,
bfprstu, 32, 0,
abeikrt, 16, 0,
cdegkpr, 16, 18,
aiprstu, 4, 0,
ceiprtv, 4, 0,
abdeilr, 64, 0,
eilrsux, 32, 32,
cdenopr, 4, 0,
eijoprs, 4, 0,
einpqrs, 128, 0,
acemnpr, 16, 0,
ademnpt, 8, 0,
abegjrs, 8, 0,
abcejpr, 32, 19,
delmnrt, 256, 0,
delnort, 64, 0,
adefptw, 4, 0,
ademptw, 16, 20,
acdenpx, 32, 16,
aefgrty, 16, 0,
eimprsu, 4, 0,
abdeinv, 4, 12,
dekmopr, 32, 37,
abeirty, 32, 57,
abcersu, 4, 31,
cdeiprw, 8, 19,
acegprw, 16, 0,
abehrtu, 8, 0,
dklqrsu, 8, 0,
eknprsu, 16, 0,
bdemost, 32, 40,
aeinpty, 4, 0,
abderst, 4, 45,
aefkrsu, 256, 0,
afinrty, 64, 10,
efimprs, 4, 0,
aenrsty, 4, 0,
adeirtx, 8, 0,
cdfoprt, 64, 4,
adeiort, 4, 0,
defprsu, 32, 63,
begirtv, 512, 18,
acdeknr, 512, 0,
aeilpru, 4, 0,
cdeoprt, 4, 0,
bcdeirt, 4, 26,
eiprsuv, 32, 56,
cdenopr, 16, 40,
eimorsu, 32, 50,
einpsuv, 4, 0,
acegnpr, 8, 24,
adlmnps, 8, 0,
abefgrs, 32, 51,
abcdefp, 4, 9,
cdenrst, 2, 0,
dklnost, 16, 7,
adeprsw, 128, 0,
aefprtw, 32, 34,
acdepry, 4, 0,
abeghry, 512, 0,
eoprstu, 16, 0,
abcdein, 4, 18,
demoprv, 2, 0,
abegirt, 4, 45,
abeqstu, 8, 0,
acdhprw, 8, 8,
aceprsw, 2, 62,
abrstuy, 2, 34,
dknprsu, 4, 0,
deknpsu, 32, 37,
dekmost, 4, 0,
aeintuy, 512, 22,
abdertv, 8, 0,
aefhiru, 32, 14,
einrtwy, 4, 0,
abeiprs, 16, 0,
abelnry, 128, 0,
bdeimrt, 2, 0,
cdoprtw, 256, 0,
adertwy, 32, 51,
efjrstu, 4, 0,
abegilr, 4, 48,
acekmpr, 4, 0,
aeilpru, 32, 45,
cehiprt, 8, 39,
adeirtu, 8, 0,
eiprstu, 4, 0,
cdemopt, 8, 9,
eimoprs, 4, 0,
inpqrsu, 32, 0,
acdehnr, 8, 34,
ademnop, 32, 36,
abegmrt, 32, 73,
abdempr, 64, 0,
deilnrs, 64, 0,
deglost, 32, 64,
adeprtv, 16, 43,
aelprtw, 16, 0,
acdenqr, 256, 0,
aegorty, 16, 0,
efioprs, 16, 0,
abdelnw, 8, 0,
deflopr, 4, 0,
aeimnrt, 32, 124,
abelrst, 32, 156,
acejprw, 8, 14,
acdkprw, 8, 7,
aehrstu, 16, 0,
jkpqrsu, 8, 0,
dknprsu, 8, 0,
dejnost, 8, 0,
aeilnry, 16, 0,
abdeint, 16, 50,
adfirsu, 4, 0,
beinrty, 2, 0,
efiprst, 32, 98,
abertxy, 8, 0,
abdeitu, 4, 19,
deoprtv, 16, 35,
aeimrty, 32, 55,
efprsty, 512, 0,
abgimrt, 16, 0,
acekprs, 8, 47,
aeimpru, 8, 0,
cdeimrt, 16, 37,
abeirty, 4, 41,
eilpruv, 256, 0,
ceoprtw, 4, 0,
eoprsuy, 4, 0,
ehiprsu, 16, 0,
acdejnr, 64, 0,
adfmnps, 16, 13,
begrsty, 8, 0,
acdeprt, 4, 0,
adelrst, 256, 0,
deflost, 8, 0,
adeprst, 4, 0,
aeprstw, 8, 0,
acdeprx, 16, 34,
begprty, 16, 0,
eiloprs, 8, 0,
abcdeln, 512, 0,
demoprx, 8, 0,
abeinot, 16, 0,
bcerstu, 16, 0,
acdenrw, 32, 43,
acdoprw, 64, 0,
abfrstu, 32, 0,
dkqrsuw, 64, 0,
dehkrsu, 4, 0,
dfmnost, 4, 0,
aegnrty, 64, 0,
abdirtu, 2, 25,
aeflrsu, 32, 62,
einprty, 8, 0,
afiprsv, 4, 0,
abentxy, 64, 0,
abeiprt, 128, 0,
cdeoptw, 16, 16,
adeinty, 8, 0,
efmpstu, 4, 0,
abegmrt, 2, 72,
acekpru, 16, 0,
aeiprsx, 4, 0,
ceinprt, 8, 38,
bdeiprt, 256, 0,
dilprsu, 4, 0,
bcdeort, 512, 0,
eoprsux, 4, 0,
einpsuw, 4, 0,
abcdepr, 4, 22,
acdenps, 128, 0,
abefgst, 8, 0,
abcderw, 128, 0,
deglrst, 16, 35,
delnosu, 2, 0,
deprtuw, 16, 22,
dejprtw, 2, 0,
acdeinr, 4, 0,
abegmry, 2, 43,
aeiprsu, 4, 0,
abceiln, 4, 24,
dlmnopr, 32, 0,
abegint, 64, 0,
abjrstu, 128, 0,
acegprw, 32, 33,
acdprwx, 16, 6,
abenrsu, 8, 0,
dmpqrsu, 4, 0,
denprsu, 8, 0,
delmnst, 512, 0,
aefinty, 32, 21,
adeirtv, 8, 0,
aefisuy, 64, 12,
ahinrty, 2, 34,
aefipsu, 8, 0,
abejnty, 4, 9,
bdeimrt, 16, 39,
cdkoprt, 4, 0,
adeituy, 32, 11,
efkprst, 16, 0,
abeginr, 4, 37,
adekprv, 16, 31,
ceiprsu, 16, 0,
cdefipt, 4, 0,
abdeiru, 4, 33,
eilpqsu, 8, 0,
deloprt, 4, 0,
beioprs, 32, 58,
deinrsu, 64, 0,
acdenru, 16, 52,
ademprs, 128, 0,
aegrsty, 4, 0,
abcehpr, 256, 13,
delnrtu, 4, 0,
cdelnst, 2, 0,
adepqrw, 16, 29,
deoprtw, 8, 0,
acdnprv, 64, 0,
abegmrt, 32, 73,
emoprsu, 128, 0,
abeilnw, 64, 0,
ejlmopr, 8, 0,
aeiknrt, 8, 0,
abdestu, 4, 32,
adenprw, 4, 0,
aceprwy, 8, 20,
aerstux, 4, 0,
dgkqrsu, 4, 0,
dekpsuv, 16, 17,
demnoty, 256, 0,
aeiknty, 32, 25,
abdeqrt, 256, 0,
aeirsuv, 4, 0,
aenrsty, 16, 0,
afinprs, 4, 0,
abdenty, 2, 26,
abdeitu, 256, 0,
cdefort, 4, 0,
adeilty, 16, 24,
efmrstu, 64, 22,
abegitv, 8, 0,
acdehpr, 4, 0,
ahiprsu, 8, 0,
ceiprtw, 4, 0,
abdeimt, 16, 29,
egiprsu, 16, 0,
cenoprt, 16, 0,
ceiopsu, 8, 27,
eiknpsu, 2, 0,
acegnpr, 32, 49,
ademnpv, 8, 0,
aegqrst, 8, 0,
abcdprt, 64, 0,
delnrtu, 32, 54,
cdlnost, 16, 8,
adlprtw, 512, 0,
deiprtw, 16, 38,
adehnpr, 8, 0,
abegjry, 16, 0,
emoprsu, 16, 0,
abdeilr, 16, 73,
delopqr, 4, 0,
abenprt, 16, 0,
abdrstu, 32, 0,
acepqrw, 2, 25,
abcdepr, 8, 26,
aberstw, 2, 71,
dkpqruw, 32, 0,
djkprsu, 4, 0,
demnsty, 16, 23,
aeirtvy, 32, 36,
abderst, 128, 0,
efiqrsu, 4, 0,
aijnrty, 4, 0,
aefimrs, 8, 0,
aeinrty, 8, 0,
abefirt, 64, 21,
cdehort, 4, 0,
adeijrt, 8, 0,
eflpstu, 32, 40,
abgiqrt, 4, 10,
adegkpr, 4, 0,
afiprsu, 8, 0,
bdeiprt, 16, 45,
abceirt, 8, 56,
aelprsu, 8, 0,
cdeoptx, 16, 12,
eijorsu, 16, 0,
einpsuy, 64, 0,
acdenrv, 32, 50,
adegmns, 8, 0,
adegrst, 2, 106,
abdekpr, 16, 42,
djlnrst, 4, 0,
dejnost, 4, 0,
adeprtv, 8, 0,
aeiprtw, 32, 58,
bcdenpr, 32, 32,
abcerty, 4, 33,
eiprsuy, 4, 0,
adeilnx, 8, 0,
ademopr, 256, 0,
abimnrt, 8, 0,
abdertu, 128, 0,
acdeprs, 8, 49,
acdejpw, 16, 8,
aeqrstu, 64, 0,
dfkprsu, 4, 0,
ekprsuw, 4, 0,
dmnosty, 64, 0,
aeinqrt, 16, 0,
bdeilrt, 32, 61,
aefirst, 16, 0,
ainqrty, 32, 0,
aefiprv, 4, 0,
aeknrty, 4, 0,
abdfirt, 8, 0,
cdelort, 16, 31,
adeqrty, 4, 0,
aefprsu, 2, 47,
abegirs, 4, 37,
acdeipr, 16, 61,
eijprsu, 4, 0,
cdegirt, 128, 18,
abdeirx, 32, 38,
egilpru, 32, 31,
cdnoprt, 16, 11,
einprsu, 4, 0,
ilnprsu, 64, 0,
adenprx, 16, 43,
ademops, 4, 0,
aeglrst, 4, 0,
abcdprw, 32, 0,
dlnprst, 32, 0,
delnopt, 16, 30,
abdprtw, 2, 20,
adehprw, 256, 14,
cdenpru, 64, 0,
beghrty, 4, 12,
eijopru, 8, 0,
adeilnx, 16, 29,
delmpqr, 16, 16,
abenqrt, 4, 27,
abelrsu, 16, 0,
acdeptw, 8, 14,
abceprw, 8, 18,
abeirtu, 16, 0,
dkpqsuy, 4, 0,
deprsuw, 8, 0,
dlmnost, 8, 0,
aceirty, 8, 42,
abdeitv, 8, 0,
aceirsu, 4, 0,
aeilnrt, 4, 0,
aefgirs, 8, 0,
abenpry, 8, 0,
adeirtw, 4, 0,
deloprt, 32, 68,
adgirty, 2, 23,
efnrstu, 64, 24,
abegrst, 64, 0,
acdehpr, 256, 17,
aefiprs, 4, 0,
cdenprt, 128, 0,
adeijrt, 32, 53,
eilpstu, 4, 0,
ceoprty, 32, 35,
egiopru, 4, 0,
egnprsu, 4, 0,
acenprw, 4, 0,
adeimps, 64, 0,
aberstu, 8, 0,
abcefpr, 4, 14,
deklrst, 4, 0,
elmnost, 8, 0,
adehrtw, 4, 0,
adegprw, 16, 36,
bcdenpr, 8, 11,
abcegty, 8, 8,
eikopsu, 64, 0,
abdeilq, 32, 22,
eklmopr, 8, 0,
abenrty, 32, 61,
abqrstu, 32, 0,
acdekpr, 16, 36,
acdeprx, 4, 0,
abkrstu, 2, 35,
dpqrsuv, 4, 0,
cdkprsu, 16, 7,
demnoqs, 8, 0,
aeirtuy, 32, 34,
abdeimt, 16, 29,
aefimru, 4, 0,
einrtwy, 4, 0,
efinprs, 4, 0,
abejnry, 16, 0,
abdeirs, 128, 0,
cdeoprs, 16, 59,
adeiruy, 4, 0,
efgprst, 64, 9,
abghirt, 16, 0,
acdklpr, 256, 0,
aegipru, 16, 0,
cdiprty, 64, 0,
adeimrt, 8, 0,
eioprsu, 8, 0,
cdegopt, 16, 14,
eimorsu, 4, 0,
cinprsu, 4, 0,
adenprw, 16, 49,
aelmnps, 256, 0,
abcgrst, 256, 0,
abcegpr, 8, 18,
delnstw, 128, 0,
delnotx, 8, 0,
aeiprtw, 32, 58,
cdeprtw, 32, 33,
acdemnp, 8, 16,
abglrty, 2, 26,
eiloprs, 32, 82,
abdijln, 4, 11,
dlmopry, 4, 0,
abeinqr, 32, 27,
abefrtu, 2, 43,
adehprw, 32, 41,
acdeqrw, 4, 0,
ablrstu, 16, 0,
dgkqrsu, 8, 0,
deikpru, 4, 0,
degmnos, 8, 0,
aeinrtv, 8, 0,
abdeiot, 16, 32,
aefirsw, 32, 40,
aeijnty, 16, 0,
afinprs, 16, 0,
abcenty, 16, 0,
bdeirtu, 64, 0,
cdeopqr, 4, 0,
cdeirty, 16, 29,
efprsuw, 16, 0,
abdegrt, 4, 46,
adeknpr, 2, 51,
aeipruy, 256, 0,
cdeikpr, 16, 32,
abdeiru, 16, 40,
eilprtu, 512, 31,
cdeoptx, 128, 0,
inoprsu, 8, 0,
eilnpru, 32, 37,
acenpqr, 2, 31,
adenpsy, 4, 0,
abefrst, 16, 0,
abcdehp, 8, 14,
dehlnst, 16, 25,
dehnost, 128, 0,
adelptw, 4, 0,
deoprtw, 64, 0,
acdeknr, 8, 28,
abegmry, 128, 25,
eijoprs, 2, 0,
abdelnv, 16, 24,
delmprx, 4, 0,
aeilnrt, 4, 0,
abelstu, 4, 60,
adeprsw, 8, 0,
acdenrw, 8, 24,
abegrsu, 128, 48,
dkmqrsu, 8, 0,
dgkprsu, 16, 6,
deimost, 32, 69,
beinrty, 16, 0,
abcdert, 16, 43,
acefiru, 32, 28,
abeinrt, 8, 0,
aefgirs, 4, 0,
abersty, 4, 45,
abdeint, 16, 50,
deoprtv, 8, 0,
adeimrt, 16, 67,
cefprtu, 4, 0,
abgikrt, 4, 14,
cdehkpr, 16, 17,
eikprsu, 128, 0,
cdeilpt, 16, 22,
adeijrt, 4, 0,
ilprsuv, 8, 0,
ceoprtx, 8, 16,
eilopru, 8, 0,
beinpsu, 32, 27,
acdenpu, 4, 0,
adekmns, 128, 0,
abcerst, 4, 39,
bcdehpr, 16, 20,
ejlnrst, 128, 0,
defnost, 8, 0,
adeptuw, 4, 0,
adepqrt, 16, 40,
acdefnp, 4, 0,
abegrtv, 8, 0,
eiopstu, 8, 0,
abdelnt, 8, 0,
eilmopr, 4, 0,
aeilnrt, 8, 0,
abekrst, 4, 37,
adeprsw, 4, 0,
acdelpr, 8, 30,
abhrstu, 32, 0,
dkpqsuw, 16, 2,
dekmpru, 4, 0,
defmost, 8, 0,
aeinoty, 128, 0,
abdeitw, 64, 0,
aefiors, 8, 0,
aeinprt, 8, 0,
aefoprs, 64, 26,
abensty, 16, 0,
bdeiprt, 32, 59,
cdeiort, 16, 41,
abdirty, 8, 0,
efprsty, 4, 0,
